"","found_taxa","worms_name","verbatim_name","gbif_name","ncbi_name","ncbi_commonname","gbif_usagekey","ncbi_uid","gbif_status","worms_aphiaid","worms_status","freshwater_only","kingdom","phylum","class","order","family","genus","compare_name","in_region"
"1329","Lycothrissa crocodilus","Lycothrissa crocodilus","Lycothrissa crocodilus","Lycothrissa crocodilus","Lycothrissa crocodilus","sabretoothed thryssa",2414064,686571,"accepted",281450,"accepted",0,"Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Lycothrissa","Lycothrissa crocodilus","no"
"1330","Beaufortia pingi","Beaufortia pingi","Beaufortia pingi","Beaufortia pingi","Beaufortia pingi",NA,5205361,2872190,"accepted",1015877,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Beaufortia","Beaufortia pingi","no"
"1331","Pseudogastromyzon myersi","Pseudogastromyzon myersi","Pseudogastromyzon myersi","Pseudogastromyzon myersi","Pseudogastromyzon myersi",NA,2357503,1396429,"accepted",282420,"accepted",0,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon","Pseudogastromyzon myersi","no"
"1332","Erromyzon kalotaenia","Erromyzon kalotaenia","Erromyzon kalotaenia","Erromyzon kalotaenia","Erromyzon kalotaenia",NA,7949155,1938378,"accepted",1007499,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Erromyzon","Erromyzon kalotaenia","no"
"1333","Erimyzon oblongus","Erimyzon oblongus","Erimyzon oblongus","Erimyzon oblongus","Erimyzon oblongus","creek chubsucker",2358941,154815,"accepted",1022902,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Erimyzon","Erimyzon oblongus","no"
"1334","Etrumeus sadina","Etrumeus sadina","Etrumeus teres","Etrumeus teres","Etrumeus teres","red-eye round herring",2413183,224716,"synonym",584793,"unaccepted",0,"Animalia","Chordata","Teleostei","Clupeiformes","Dussumieriidae","Etrumeus","Etrumeus sadina","no"
"1335","Etrumeus micropus","Etrumeus micropus","Etrumeus micropus","Etrumeus micropus","Etrumeus micropus",NA,2413187,942859,"accepted",217442,"accepted",0,"Animalia","Chordata","Teleostei","Clupeiformes","Dussumieriidae","Etrumeus","Etrumeus micropus","no"
"1336","Syncrossus beauforti","Syncrossus beauforti","Syncrossus beauforti","Syncrossus beauforti","Syncrossus beauforti","chameleon loach",2368153,322118,"accepted",1012446,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Syncrossus","Syncrossus beauforti","no"
"1337","Syncrossus hymenophysa","Syncrossus hymenophysa","Syncrossus hymenophysa","Syncrossus hymenophysa","Syncrossus hymenophysa","tiger loach",2368162,322124,"accepted",1021711,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Syncrossus","Syncrossus hymenophysa","no"
"1338","Yasuhikotakia lecontei","Yasuhikotakia lecontei","Yasuhikotakia lecontei","Yasuhikotakia lecontei","Yasuhikotakia lecontei","silver loach",2367790,322116,"accepted",1013194,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Yasuhikotakia","Yasuhikotakia lecontei","no"
"1339","Gyrinocheilus aymonieri","Gyrinocheilus aymonieri","Gyrinocheilus aymonieri","Gyrinocheilus aymonieri","Gyrinocheilus aymonieri","Siamese algae-eater",2368346,154816,"accepted",1026903,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Gyrinocheilidae","Gyrinocheilus","Gyrinocheilus aymonieri","no"
"1340","Yaoshania pachychilus","Yaoshania pachychilus","Yaoshania pachychilus","Yaoshania pachychilus","Yaoshania pachychilus",NA,7663625,1772095,"accepted",1524240,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Yaoshania","Yaoshania pachychilus","no"
"1341","Pseudogastromyzon lianjiangensis","Pseudogastromyzon lianjiangensis","Pseudogastromyzon lianjiangensis","Pseudogastromyzon lianjiangensis","Pseudogastromyzon lianjiangensis",NA,2357502,2550860,"accepted",282419,"accepted",0,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon","Pseudogastromyzon lianjiangensis","no"
"1342","Pseudogastromyzon fasciatus fasciatus",NA,"Pseudogastromyzon fasciatus fasciatus","Pseudogastromyzon fasciatus fasciatus","Pseudogastromyzon fasciatus fasciatus",NA,6167738,1764039,"synonym",NA,NA,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon","Pseudogastromyzon fasciatus fasciatus","no"
"1343","Pseudogastromyzon fasciatus","Pseudogastromyzon fasciatus","Pseudogastromyzon fasciatus","Pseudogastromyzon fasciatus","Pseudogastromyzon fasciatus",NA,2357495,425505,"accepted",1020106,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon","Pseudogastromyzon fasciatus","no"
"1344","Botia rostrata","Botia rostrata","Botia rostrata","Botia rostrata","Botia rostrata","Gangetic loach",2368025,322105,"accepted",1020683,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Botia","Botia rostrata","no"
"1345","Botia lohachata","Botia lohachata","Botia lohachata","Botia lohachata","Botia lohachata","reticulate loach",2368026,322109,"accepted",1017545,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Botia","Botia lohachata","no"
"1346","Hypentelium nigricans","Hypentelium nigricans","Hypentelium nigricans","Hypentelium nigricans","Hypentelium nigricans","northern hog sucker",2358931,61316,"accepted",1022874,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Hypentelium","Hypentelium nigricans","no"
"1347","Schistura fasciolata","Schistura fasciolata","Schistura fasciolata","Schistura fasciolata","Schistura fasciolata",NA,5205119,143400,"accepted",282681,"accepted",0,"Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Schistura","Schistura fasciolata","no"
"1348","Botia almorhae","Botia almorhae","Botia almorhae","Botia almorhae","Botia almorhae","Almorha loach",2368023,322108,"accepted",1021081,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Botia","Botia almorhae","no"
"1349","Botia histrionica","Botia histrionica","Botia histrionica","Botia histrionica","Botia histrionica",NA,2368029,322107,"accepted",1021198,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Botia","Botia histrionica","no"
"1350","Barbatula sp. YW-2106",NA,"Barbatula sp. YW-2106",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Barbatula","Barbatula sp. YW-2106",NA
"1351","Triplophysa labiata","Triplophysa labiata","Triplophysa labiata","Triplophysa labiata","Triplophysa labiata",NA,2357333,1789005,"accepted",1245691,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Triplophysa","Triplophysa labiata","no"
"1352","Liniparhomaloptera qiongzhongensis","Liniparhomaloptera qiongzhongensis","Liniparhomaloptera qiongzhongensis","Liniparhomaloptera qiongzhongensis","Liniparhomaloptera qiongzhongensis",NA,8248836,993561,"accepted",1012375,"accepted",0,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Liniparhomaloptera","Liniparhomaloptera qiongzhongensis","no"
"1353","Syncrossus reversus","Syncrossus reversus","Syncrossus reversa","Syncrossus reversa","Syncrossus reversa",NA,2368151,322123,"accepted",1011602,"unaccepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Syncrossus","Syncrossus reversus","no"
"1354","Parabotia lijiangensis","Parabotia lijiangensis","Parabotia lijiangensis","Parabotia lijiangensis","Parabotia lijiangensis",NA,2367844,191207,"accepted",1012379,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Parabotia","Parabotia lijiangensis","no"
"1355","Pseudogastromyzon fasciatus jiulongjiangensis",NA,"Pseudogastromyzon fasciatus jiulongjiangensis","Pseudogastromyzon fasciatus jiulongjiangensis","Pseudogastromyzon fasciatus jiulongjiangensis",NA,6167739,341105,"synonym",NA,NA,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon","Pseudogastromyzon fasciatus jiulongjiangensis","no"
"1356","Pseudogastromyzon meihuashanensis","Pseudogastromyzon meihuashanensis","Pseudogastromyzon meihuashanensis","Pseudogastromyzon meihuashanensis","Pseudogastromyzon meihuashanensis",NA,2357506,2550861,"accepted",1010383,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon","Pseudogastromyzon meihuashanensis","no"
"1357","Catostomus commersonii","Catostomus commersonii","Catostomus commersonii","Catostomus commersonii","Catostomus commersonii","white sucker",2359014,7971,"accepted",158707,"accepted",0,"Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus","Catostomus commersonii","no"
"1358","Scorpaenodes parvipinnis","Scorpaenodes parvipinnis","Scorpaenodes parvipinnis","Scorpaenodes parvipinnis","Scorpaenodes parvipinnis","lowfin scorpionfish",2334387,1146987,"accepted",218100,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenodes","Scorpaenodes parvipinnis","yes"
"1359","Zaniolepis latipinnis","Zaniolepis latipinnis","Zaniolepis latipinnis","Zaniolepis latipinnis","Zaniolepis latipinnis",NA,2336504,283621,"accepted",283209,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Zaniolepis","Zaniolepis latipinnis","yes"
"1360","Zaniolepis frenata","Zaniolepis frenata","Zaniolepis frenata","Zaniolepis frenata","Zaniolepis frenata","shortspine combfish",2336505,274743,"accepted",283208,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Zaniolepis","Zaniolepis frenata","yes"
"1361","Agonus cataphractus","Agonus cataphractus","Agonus cataphractus","Agonus cataphractus","Agonus cataphractus","hooknose",2337248,508607,"accepted",127190,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Agonus","Agonus cataphractus","no"
"1362","Porocottus sp. HUMZ:197473",NA,"Porocottus sp. HUMZ:197473",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Porocottus","Porocottus sp. HUMZ:197473",NA
"1363","Porocottus camtschaticus","Porocottus camtschaticus","Porocottus camtschaticus","Porocottus camtschaticus","Porocottus camtschaticus",NA,2334211,1526734,"accepted",279426,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Porocottus","Porocottus camtschaticus","no"
"1364","Siniperca undulata","Siniperca undulata","Siniperca undulata","Siniperca undulata","Siniperca undulata",NA,2380452,358388,"accepted",1015687,"accepted",1,"Animalia","Chordata","Teleostei","Centrarchiformes","Percichthyidae","Siniperca","Siniperca undulata","no"
"1365","Scomberomorus maculatus","Scomberomorus maculatus","Scomberomorus maculatus","Scomberomorus maculatus","Scomberomorus maculatus","Spanish mackerel",2374268,99344,"accepted",159342,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus maculatus","no"
"1366","Porocottus allisi","Porocottus allisi","Porocottus allisi","Porocottus allisi","Porocottus allisi",NA,2334219,1633460,"accepted",279425,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Porocottus","Porocottus allisi","no"
"1367","Porocottus coronatus","Porocottus coronatus","Porocottus coronatus","Porocottus coronatus","Porocottus coronatus",NA,2334221,1633452,"accepted",279427,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Porocottus","Porocottus coronatus","no"
"1368","Siniperca chuatsi x Siniperca scherzeri",NA,"Siniperca chuatsi x Siniperca scherzeri","Siniperca chuatsi x Siniperca scherzeri","Siniperca chuatsi x Siniperca scherzeri",NA,11836322,1443077,"accepted",NA,NA,NA,"Animalia","Chordata","Teleostei","Centrarchiformes","Percichthyidae","Siniperca","Siniperca chuatsi x Siniperca scherzeri","no"
"1369","Neoepinnula orientalis","Neoepinnula orientalis","Neoepinnula orientalis","Neoepinnula orientalis","Neoepinnula orientalis","sackfish",2397765,887132,"accepted",159713,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Neoepinnula","Neoepinnula orientalis","no"
"1370","Myloplus asterias","Myloplus asterias","Myloplus asterias","Myloplus asterias","Myloplus asterias",NA,2354476,42549,"accepted",1014997,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Serrasalmidae","Myloplus","Myloplus asterias","no"
"1371","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus","Paralichthys olivaceus","Japanese flounder",2408877,8255,"accepted",275816,"accepted",0,"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys olivaceus","no"
"1372","Etropus crossotus","Etropus crossotus","Etropus crossotus","Etropus crossotus","Etropus crossotus",NA,8123721,253860,"accepted",158799,"accepted",0,"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Etropus","Etropus crossotus","yes"
"1373","Chrysiptera galba","Chrysiptera galba","Chrysiptera galba","Chrysiptera galba","Chrysiptera galba","canary demoiselle",2399311,229101,"accepted",276831,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera","Chrysiptera galba","no"
"1374","Chrysiptera starcki","Chrysiptera starcki","Chrysiptera starcki","Chrysiptera starcki","Chrysiptera starcki","Starck's demoiselle",2399328,586799,"accepted",276844,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera","Chrysiptera starcki","no"
"1375","Chrysiptera rapanui","Chrysiptera rapanui","Chrysiptera rapanui","Chrysiptera rapanui","Chrysiptera rapanui","Easter damselfish",2399268,2580390,"accepted",276838,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera","Chrysiptera rapanui","no"
"1376","Coptodon zillii","Coptodon zillii","Coptodon zillii","Coptodon zillii","Coptodon zillii","redbelly tilapia",2370703,8130,"accepted",317356,"accepted",0,"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Coptodon","Coptodon zillii","no"
"1377","Macrognathus siamensis","Macrognathus siamensis","Macrognathus siamensis","Macrognathus siamensis","Macrognathus siamensis","peacock eel",5204055,443704,"accepted",1021170,"accepted",1,"Animalia","Chordata","Teleostei","Synbranchiformes","Mastacembelidae","Macrognathus","Macrognathus siamensis","no"
"1378","Japonolaeops dentatus","Japonolaeops dentatus","Japonolaeops dentatus","Japonolaeops dentatus","Japonolaeops dentatus",NA,2408314,366909,"accepted",281194,"accepted",0,"Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Japonolaeops","Japonolaeops dentatus","no"
"1379","Plectroglyphidodon imparipennis","Plectroglyphidodon imparipennis","Plectroglyphidodon imparipennis","Plectroglyphidodon imparipennis","Plectroglyphidodon imparipennis","brighteye damselfish",2398959,997974,"accepted",212856,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Plectroglyphidodon","Plectroglyphidodon imparipennis","yes"
"1380","Amphiprion frenatus","Amphiprion frenatus","Amphiprion frenatus","Amphiprion frenatus","Amphiprion frenatus","tomato clownfish",5212111,80971,"accepted",278394,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion frenatus","no"
"1381","Amphiprion ephippium","Amphiprion ephippium","Amphiprion ephippium","Amphiprion ephippium","Amphiprion ephippium","saddle anemonefish",5212057,1129554,"accepted",212782,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion ephippium","no"
"1382","Sarotherodon melanotheron","Sarotherodon melanotheron","Sarotherodon melanotheron","Sarotherodon melanotheron","Sarotherodon melanotheron","blackchin tilapia",4285710,50613,"accepted",293732,"accepted",0,"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Sarotherodon","Sarotherodon melanotheron","no"
"1383","Neoglyphidodon polyacanthus","Neoglyphidodon polyacanthus","Neoglyphidodon polyacanthus","Neoglyphidodon polyacanthus","Neoglyphidodon polyacanthus","multispine damselfish",2398579,161910,"accepted",278815,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Neoglyphidodon","Neoglyphidodon polyacanthus","no"
"1384","Amphiprion chrysogaster","Amphiprion chrysogaster","Amphiprion chrysogaster","Amphiprion chrysogaster","Amphiprion chrysogaster","Mauritian anemonefish",5212114,229070,"accepted",212777,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion chrysogaster","no"
"1385","Amphiprion akallopisos","Amphiprion akallopisos","Amphiprion akallopisos","Amphiprion akallopisos","Amphiprion akallopisos","skunk clownfish",5212090,229067,"accepted",212770,"accepted",0,"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion akallopisos","no"
"1386","Sardinops melanostictus",NA,"Sardinops melanostictus","Sardinops melanostictus","Sardinops melanostictus",NA,2412593,41697,"synonym",NA,NA,NA,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardinops","Sardinops melanostictus","no"
"1387","Sardinops sagax","Sardinops sagax","Sardinops sagax","Sardinops sagax","Sardinops sagax","South American pilchard",2412583,28381,"accepted",217452,"accepted",0,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardinops","Sardinops sagax","yes"
"1388","Amazonsprattus scintilla","Amazonsprattus scintilla","Amazonsprattus scintilla","Amazonsprattus scintilla","Amazonsprattus scintilla","Rio Negro pygmy anchovy",2414250,501721,"accepted",1524157,"accepted",1,"Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Amazonsprattus","Amazonsprattus scintilla","no"
"1389","Hoplias malabaricus","Hoplias malabaricus","Hoplias malabaricus","Hoplias malabaricus","Hoplias malabaricus","trahira",2352230,27720,"accepted",874263,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Erythrinidae","Hoplias","Hoplias malabaricus","no"
"1390","Hoplias sp. gr. malabaricus LMB-2020",NA,"Hoplias sp. gr. malabaricus LMB-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Characiformes","Erythrinidae","Hoplias","Hoplias sp. gr. malabaricus LMB-2020",NA
"1391","Hoplerythrinus unitaeniatus","Hoplerythrinus unitaeniatus","Hoplerythrinus unitaeniatus","Hoplerythrinus unitaeniatus","Hoplerythrinus unitaeniatus","aimara",2352216,756482,"accepted",1020986,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Erythrinidae","Hoplerythrinus","Hoplerythrinus unitaeniatus","no"
"1392","Leptoderma retropinna","Leptoderma retropinna","Leptoderma retropinna","Leptoderma retropinna","Leptoderma retropinna","yase-namera-iwashi",5214333,492045,"accepted",272873,"accepted",0,"Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Leptoderma","Leptoderma retropinna","no"
"1393","Yunnanilus brevis","Yunnanilus brevis","Petruichthys brevis","Petruichthys brevis","Petruichthys brevis",NA,10392543,1758141,"accepted",1019474,"senior synonym",1,"Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Petruichthys","Yunnanilus brevis","no"
"1394","Cichlasoma sanctifranciscense","Cichlasoma sanctifranciscense","Cichlasoma sanctifranciscense","Cichlasoma sanctifranciscense","Cichlasoma sanctifranciscense",NA,2371852,2032717,"accepted",1012139,"accepted",1,"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Cichlasoma","Cichlasoma sanctifranciscense","no"
"1395","Barbatula nuda","Barbatula nuda","Barbatula nuda","Barbatula nuda","Barbatula nuda",NA,5204854,341128,"accepted",1020982,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Barbatula","Barbatula nuda","no"
"1396","Gnathocharax sp. CBM:ZF:12623",NA,"Gnathocharax sp. CBM:ZF:12623",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Characiformes","Acestrorhynchidae","Gnathocharax","Gnathocharax sp. CBM:ZF:12623",NA
"1397","Hoplias sp. I-GIA:1153",NA,"Hoplias sp. I-GIA:1153",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Characiformes","Erythrinidae","Hoplias","Hoplias sp. I-GIA:1153",NA
"1398","Gnathocharax steindachneri","Gnathocharax steindachneri","Gnathocharax steindachneri","Gnathocharax steindachneri","Gnathocharax steindachneri",NA,2352753,42533,"accepted",1017358,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Acestrorhynchidae","Gnathocharax","Gnathocharax steindachneri","no"
"1399","Megaleporinus macrocephalus","Megaleporinus macrocephalus","Megaleporinus macrocephalus","Megaleporinus macrocephalus","Megaleporinus macrocephalus",NA,10230742,327003,"synonym",1524119,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Anostomidae","Megaleporinus","Megaleporinus macrocephalus","no"
"1400","Hypomasticus steindachneri","Hypomasticus steindachneri","Leporinus steindachneri","Leporinus steindachneri","Leporinus steindachneri",NA,2355331,490531,"accepted",1526139,"unaccepted",1,"Animalia","Chordata","Teleostei","Characiformes","Anostomidae","Leporinus","Hypomasticus steindachneri","no"
"1401","Myloplus schomburgkii","Myloplus schomburgkii","Myleus schomburgkii","Myleus schomburgkii","Myleus schomburgkii","disk tetra",2354460,42547,"synonym",1021798,"senior synonym",1,"Animalia","Chordata","Teleostei","Characiformes","Serrasalmidae","Myleus","Myloplus schomburgkii","no"
"1402","Myloplus schomburgkii","Myloplus schomburgkii","Myleus cf. schomburgkii XL-2018","Myleus schomburgkii","Myleus cf. schomburgkii XL-2018",NA,2354460,2282413,"synonym",1021798,"senior synonym",1,"Animalia","Chordata","Teleostei","Characiformes","Serrasalmidae","Myleus","Myloplus schomburgkii","no"
"1403","Pristella maxillaris","Pristella maxillaris","Pristella maxillaris","Pristella maxillaris","Pristella maxillaris",NA,2353616,681932,"accepted",1467890,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Characidae","Pristella","Pristella maxillaris","no"
"1404","Aphareus furca","Aphareus furca","Aphareus furca","Aphareus furca","Aphareus furca",NA,5209911,396779,"accepted",218470,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Aphareus","Aphareus furca","yes"
"1405","Triportheus auritus","Triportheus auritus","Triportheus auritus","Triportheus auritus","Triportheus auritus",NA,2353242,1708684,"accepted",1418652,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Triportheidae","Triportheus","Triportheus auritus","no"
"1406","Astyanax altiparanae","Astyanax altiparanae","Astyanax altiparanae","Astyanax altiparanae","Astyanax altiparanae",NA,5204260,142828,"accepted",1010143,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Characidae","Astyanax","Astyanax altiparanae","no"
"1407","Schizodon nasutus","Schizodon nasutus","Schizodon nasutus","Schizodon nasutus","Schizodon nasutus",NA,5204596,1123856,"accepted",1021295,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Anostomidae","Schizodon","Schizodon nasutus","no"
"1408","Astyanax lacustris","Astyanax lacustris","Astyanax lacustris","Astyanax lacustris","Astyanax lacustris",NA,5204261,1053555,"accepted",1259634,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Characidae","Astyanax","Astyanax lacustris","no"
"1409","Astyanax bimaculatus","Astyanax bimaculatus","Astyanax bimaculatus","Astyanax bimaculatus","Astyanax bimaculatus","twospot astyanax",5204296,178767,"accepted",1023047,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Characidae","Astyanax","Astyanax bimaculatus","no"
"1410","Paramisgurnus dabryanus","Paramisgurnus dabryanus","Paramisgurnus dabryanus","Paramisgurnus dabryanus","Paramisgurnus dabryanus",NA,2368319,90735,"accepted",1020151,"accepted",0,"Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Paramisgurnus","Paramisgurnus dabryanus","no"
"1411","Serrasalmus elongatus","Serrasalmus elongatus","Serrasalmus elongatus","Serrasalmus elongatus","Serrasalmus elongatus","slender piranha",2354160,371938,"accepted",1014175,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Serrasalmidae","Serrasalmus","Serrasalmus elongatus","no"
"1412","Lefua echigonia","Lefua echigonia","Lefua echigonia","Lefua echigonia","Lefua echigonia","Japanese eight-barbel loach",2358858,149982,"accepted",1018274,"accepted",1,"Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Lefua","Lefua echigonia","no"
"1413","Oligosarcus argenteus","Oligosarcus argenteus","Oligosarcus argenteus","Oligosarcus argenteus","Oligosarcus argenteus",NA,2353955,1604128,"accepted",1013266,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Characidae","Oligosarcus","Oligosarcus argenteus","no"
"1414","Oligosarcus macrolepis","Oligosarcus macrolepis","Oligosarcus macrolepis","Oligosarcus macrolepis","Oligosarcus macrolepis",NA,2353964,2608745,"accepted",1422584,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Characidae","Oligosarcus","Oligosarcus macrolepis","no"
"1415","Megaleporinus garmani","Megaleporinus garmani","Megaleporinus garmani","Megaleporinus garmani","Megaleporinus garmani",NA,10022513,1925008,"synonym",1525489,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Anostomidae","Megaleporinus","Megaleporinus garmani","no"
"1416","Parakneria cameronensis","Parakneria cameronensis","Parakneria cameronensis","Parakneria cameronensis","Parakneria cameronensis",NA,2406436,299325,"accepted",1017980,"accepted",1,"Animalia","Chordata","Teleostei","Gonorynchiformes","Kneriidae","Parakneria","Parakneria cameronensis","no"
"1417","Hemiodus unimaculatus","Hemiodus unimaculatus","Hemiodus unimaculatus","Hemiodus unimaculatus","Hemiodus unimaculatus",NA,2354880,1836188,"accepted",874259,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Hemiodontidae","Hemiodus","Hemiodus unimaculatus","no"
"1418","Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","silver arawana",5212838,109271,"accepted",1026694,"accepted",1,"Animalia","Chordata","Teleostei","Osteoglossiformes","Osteoglossidae","Osteoglossum","Osteoglossum bicirrhosum","no"
"1419","Brycon henni","Brycon henni","Brycon henni","Brycon henni","Brycon henni",NA,2353472,387485,"accepted",1017364,"accepted",1,"Animalia","Chordata","Teleostei","Characiformes","Bryconidae","Brycon","Brycon henni","no"
"1420","Chitala chitala","Chitala chitala","Chitala chitala","Chitala chitala","Chitala chitala","clown knifefish",2402277,112163,"accepted",1026796,"accepted",1,"Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Chitala","Chitala chitala","no"
"1421","Coregonus laurettae","Coregonus laurettae","Coregonus laurettae","Coregonus laurettae","Coregonus laurettae","Bering cisco",2351007,480039,"accepted",254567,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus laurettae","yes"
"1422","Coregonus clupeaformis","Coregonus clupeaformis","Coregonus clupeaformis","Coregonus clupeaformis","Coregonus clupeaformis","lake whitefish",2351119,59861,"accepted",158726,"accepted",0,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus clupeaformis","yes"
"1423","Coregonus migratorius","Coregonus migratorius","Coregonus migratorius","Coregonus migratorius","Coregonus migratorius","Arctic cisco",2350989,884168,"accepted",274340,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus migratorius","no"
