"","ncbi_species","canonicalname","rank","gbif_status","query","worms_query","worms_sciname","worms_aphiaid","original_aphiaid","worms_match","status","unacceptreason","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","compare_name","in_region"
"1327","Potamalosa richmondia","Potamalosa richmondia","species","ACCEPTED","Potamalosa richmondia","Potamalosa+richmondia","Potamalosa richmondia",282325,282325,"Potamalosa richmondia","accepted",NA,"(MacLeay, 1879)","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Potamalosa",0,0,"Potamalosa richmondia","no"
"1328","Ilisha melastoma","Ilisha melastoma","species","ACCEPTED","Ilisha melastoma","Ilisha+melastoma","Ilisha melastoma",281167,281167,"Ilisha melastoma","accepted",NA,"(Bloch & Schneider, 1801)","Animalia","Chordata","Teleostei","Clupeiformes","Pristigasteridae","Ilisha",0,0,"Ilisha melastoma","no"
"1329","Opisthopterus tardoore","Opisthopterus tardoore","species","ACCEPTED","Opisthopterus tardoore","Opisthopterus+tardoore","Opisthopterus tardoore",281923,281923,"Opisthopterus tardoore","accepted",NA,"(Cuvier, 1829)","Animalia","Chordata","Teleostei","Clupeiformes","Pristigasteridae","Opisthopterus",0,0,"Opisthopterus tardoore","no"
"1330","Pellona flavipinnis","Pellona flavipinnis","species","ACCEPTED","Pellona flavipinnis","Pellona+flavipinnis","Pellona flavipinnis",277286,277286,"Pellona flavipinnis","accepted",NA,"(Valenciennes, 1837)","Animalia","Chordata","Teleostei","Clupeiformes","Pristigasteridae","Pellona",0,0,"Pellona flavipinnis","no"
"1331","Clupeonella cultriventris","Clupeonella cultriventris","species","ACCEPTED","Clupeonella cultriventris","Clupeonella+cultriventris","Clupeonella cultriventris",126418,126418,"Clupeonella cultriventris","accepted",NA,"(von Nordmann, 1840)","Animalia","Chordata","Teleostei","Clupeiformes","Ehiravidae","Clupeonella",0,0,"Clupeonella cultriventris","no"
"1332","Pellona ditchela","Pellona ditchela","species","ACCEPTED","Pellona ditchela","Pellona+ditchela","Pellona ditchela",212279,212279,"Pellona ditchela","accepted",NA,"Valenciennes, 1847","Animalia","Chordata","Teleostei","Clupeiformes","Pristigasteridae","Pellona",0,0,"Pellona ditchela","no"
"1333","Thryssa kammalensoides","Thryssa kammalensoides","species","ACCEPTED","Thryssa kammalensoides","Thryssa+kammalensoides","Thryssa kammalensoides",275557,275557,"Thryssa kammalensoides","accepted",NA,"Wongratana, 1983","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Thryssa",0,0,"Thryssa kammalensoides","no"
"1334","Ilisha sirishai","Ilisha sirishai","species","ACCEPTED","Ilisha sirishai","Ilisha+sirishai","Ilisha sirishae",281170,1594930,"Ilisha sirishai","unaccepted",NA,"Seshagiri Rao, 1975","Animalia","Chordata","Teleostei","Clupeiformes","Pristigasteridae","Ilisha",0,0,"Ilisha sirishae","no"
"1335","Sardina pilchardus","Sardina pilchardus","species","ACCEPTED","Sardina pilchardus","Sardina+pilchardus","Sardina pilchardus",126421,126421,"Sardina pilchardus","accepted",NA,"(Walbaum, 1792)","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardina",0,0,"Sardina pilchardus","no"
"1336","Narcetes shonanmaruae","Narcetes shonanmaruae","species","ACCEPTED","Narcetes shonanmaruae","Narcetes+shonanmaruae","Narcetes shonanmaruae",1517698,1517698,"Narcetes shonanmaruae","accepted",NA,"Poulsen, Ida, Kawato & Fujiwara, 2021","Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Narcetes",0,0,"Narcetes shonanmaruae","no"
"1337","Thryssa hamiltonii","Thryssa hamiltonii","species","ACCEPTED","Thryssa hamiltonii","Thryssa+hamiltonii","Thryssa hamiltonii",275555,275555,"Thryssa hamiltonii","accepted",NA,"Gray, 1835","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Thryssa",0,0,"Thryssa hamiltonii","no"
"1338","Thryssa setirostris","Thryssa setirostris","species","ACCEPTED","Thryssa setirostris","Thryssa+setirostris","Thryssa setirostris",212289,212289,"Thryssa setirostris","accepted",NA,"(Broussonet, 1782)","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Thryssa",0,0,"Thryssa setirostris","no"
"1339","Thryssa baelama","Thryssa baelama","species","ACCEPTED","Thryssa baelama","Thryssa+baelama","Thryssa baelama",212291,212291,"Thryssa baelama","accepted",NA,"(Forsskål, 1775)","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Thryssa",0,0,"Thryssa baelama","no"
"1340","Setipinna tenuifilis","Setipinna tenuifilis","species","ACCEPTED","Setipinna tenuifilis","Setipinna+tenuifilis","Setipinna tenuifilis",282769,282769,"Setipinna tenuifilis","accepted",NA,"(Valenciennes, 1848)","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Setipinna",0,0,"Setipinna tenuifilis","no"
"1341","Conocara sp. ASIZP:0067999",NA,NA,NA,"Conocara sp. ASIZP:0067999","Conocara+sp.+ASIZP:0067999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conocara sp. ASIZP:0067999","no"
"1342","Conocara sp. ASIZP P0913760",NA,NA,NA,"Conocara sp. ASIZP P0913760","Conocara+sp.+ASIZP+P0913760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conocara sp. ASIZP P0913760","no"
"1343","Lepidocephalichthys guntea","Lepidocephalichthys guntea","species","ACCEPTED","Lepidocephalichthys guntea","Lepidocephalichthys+guntea","Lepidocephalichthys guntea",281291,281291,"Lepidocephalichthys guntea","accepted",NA,"(Hamilton, 1822)","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Lepidocephalichthys",0,0,"Lepidocephalichthys guntea","no"
"1344","Erromyzon sinensis","Erromyzon sinensis","species","ACCEPTED","Erromyzon sinensis","Erromyzon+sinensis","Erromyzon sinensis",1012448,1012448,"Erromyzon sinensis","accepted",NA,"(Chen, 1980)","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Erromyzon",1,0,"Erromyzon sinensis","no"
"1345","Gastromyzon scitulus","Gastromyzon scitulus","species","ACCEPTED","Gastromyzon scitulus","Gastromyzon+scitulus","Gastromyzon scitulus",1384388,1384388,"Gastromyzon scitulus","accepted",NA,"Tan & Leh, 2006","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Gastromyzon",1,0,"Gastromyzon scitulus","no"
"1346","Lycothrissa crocodilus","Lycothrissa crocodilus","species","ACCEPTED","Lycothrissa crocodilus","Lycothrissa+crocodilus","Lycothrissa crocodilus",281450,281450,"Lycothrissa crocodilus","accepted",NA,"(Bleeker, 1850)","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Lycothrissa",0,0,"Lycothrissa crocodilus","no"
"1347","Beaufortia pingi","Beaufortia pingi","species","ACCEPTED","Beaufortia pingi","Beaufortia+pingi","Beaufortia pingi",1015877,1015877,"Beaufortia pingi","accepted",NA,"(Fang, 1930)","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Beaufortia",1,0,"Beaufortia pingi","no"
"1348","Pseudogastromyzon myersi","Pseudogastromyzon myersi","species","ACCEPTED","Pseudogastromyzon myersi","Pseudogastromyzon+myersi","Pseudogastromyzon myersi",282420,282420,"Pseudogastromyzon myersi","accepted",NA,"Herre, 1932","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon",0,0,"Pseudogastromyzon myersi","no"
"1349","Erromyzon kalotaenia","Erromyzon kalotaenia","species","ACCEPTED","Erromyzon kalotaenia","Erromyzon+kalotaenia","Erromyzon kalotaenia",1007499,1007499,"Erromyzon kalotaenia","accepted",NA,"Yang, Kottelat, Yang & Chen, 2012","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Erromyzon",1,0,"Erromyzon kalotaenia","no"
"1350","Erimyzon oblongus","Erimyzon oblongus","species","ACCEPTED","Erimyzon oblongus","Erimyzon+oblongus","Erimyzon oblongus",1022902,1022902,"Erimyzon oblongus","accepted",NA,"(Mitchill, 1814)","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Erimyzon",1,0,"Erimyzon oblongus","no"
"1351","Etrumeus teres","Etrumeus teres","species","SYNONYM","Etrumeus teres","Etrumeus+teres","Etrumeus sadina",584793,158693,"Etrumeus teres","unaccepted",NA,"(Mitchill, 1814)","Animalia","Chordata","Teleostei","Clupeiformes","Dussumieriidae","Etrumeus",0,0,"Etrumeus sadina","no"
"1352","Etrumeus micropus","Etrumeus micropus","species","ACCEPTED","Etrumeus micropus","Etrumeus+micropus","Etrumeus micropus",217442,217442,"Etrumeus micropus","accepted",NA,"(Temminck & Schlegel, 1846)","Animalia","Chordata","Teleostei","Clupeiformes","Dussumieriidae","Etrumeus",0,0,"Etrumeus micropus","yes"
"1353","Syncrossus beauforti","Syncrossus beauforti","species","ACCEPTED","Syncrossus beauforti","Syncrossus+beauforti","Syncrossus beauforti",1012446,1012446,"Syncrossus beauforti","accepted",NA,"(Smith, 1931)","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Syncrossus",1,0,"Syncrossus beauforti","no"
"1354","Syncrossus hymenophysa","Syncrossus hymenophysa","species","ACCEPTED","Syncrossus hymenophysa","Syncrossus+hymenophysa","Syncrossus hymenophysa",1021711,1021711,"Syncrossus hymenophysa","accepted",NA,"(Bleeker, 1852)","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Syncrossus",1,0,"Syncrossus hymenophysa","no"
"1355","Yasuhikotakia lecontei","Yasuhikotakia lecontei","species","ACCEPTED","Yasuhikotakia lecontei","Yasuhikotakia+lecontei","Yasuhikotakia lecontei",1013194,1013194,"Yasuhikotakia lecontei","accepted",NA,"(Fowler, 1937)","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Yasuhikotakia",1,0,"Yasuhikotakia lecontei","no"
"1356","Gyrinocheilus aymonieri","Gyrinocheilus aymonieri","species","ACCEPTED","Gyrinocheilus aymonieri","Gyrinocheilus+aymonieri","Gyrinocheilus aymonieri",1026903,1026903,"Gyrinocheilus aymonieri","accepted",NA,"(Tirant, 1883)","Animalia","Chordata","Teleostei","Cypriniformes","Gyrinocheilidae","Gyrinocheilus",1,0,"Gyrinocheilus aymonieri","no"
"1357","Yaoshania pachychilus","Yaoshania pachychilus","species","ACCEPTED","Yaoshania pachychilus","Yaoshania+pachychilus","Yaoshania pachychilus",1524240,1524240,"Yaoshania pachychilus","accepted",NA,"(Chen, 1980)","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Yaoshania",1,0,"Yaoshania pachychilus","no"
"1358","Pseudogastromyzon lianjiangensis","Pseudogastromyzon lianjiangensis","species","ACCEPTED","Pseudogastromyzon lianjiangensis","Pseudogastromyzon+lianjiangensis","Pseudogastromyzon lianjiangensis",282419,282419,"Pseudogastromyzon lianjiangensis","accepted",NA,"Zheng, 1981","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon",0,0,"Pseudogastromyzon lianjiangensis","no"
"1359","Pseudogastromyzon fasciatus fasciatus","Pseudogastromyzon fasciatus fasciatus","subspecies","SYNONYM","Pseudogastromyzon fasciatus fasciatus","Pseudogastromyzon+fasciatus+fasciatus","Pseudogastromyzon fasciatus",1020106,1627518,"Pseudogastromyzon fasciatus fasciatus","unaccepted","senior synonym","(Sauvage, 1878)","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon",1,0,"Pseudogastromyzon fasciatus","no"
"1360","Pseudogastromyzon fasciatus","Pseudogastromyzon fasciatus","species","ACCEPTED","Pseudogastromyzon fasciatus","Pseudogastromyzon+fasciatus","Pseudogastromyzon fasciatus",1020106,1020106,"Pseudogastromyzon fasciatus","accepted",NA,"(Sauvage, 1878)","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon",1,0,"Pseudogastromyzon fasciatus","no"
"1361","Botia rostrata","Botia rostrata","species","ACCEPTED","Botia rostrata","Botia+rostrata","Botia rostrata",1020683,1020683,"Botia rostrata","accepted",NA,"Günther, 1868","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Botia",1,0,"Botia rostrata","no"
"1362","Botia lohachata","Botia lohachata","species","ACCEPTED","Botia lohachata","Botia+lohachata","Botia lohachata",1017545,1017545,"Botia lohachata","accepted",NA,"Chaudhuri, 1912","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Botia",1,0,"Botia lohachata","no"
"1363","Hypentelium nigricans","Hypentelium nigricans","species","ACCEPTED","Hypentelium nigricans","Hypentelium+nigricans","Hypentelium nigricans",1022874,1022874,"Hypentelium nigricans","accepted",NA,"(Lesueur, 1817)","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Hypentelium",1,0,"Hypentelium nigricans","no"
"1364","Schistura fasciolata","Schistura fasciolata","species","ACCEPTED","Schistura fasciolata","Schistura+fasciolata","Schistura fasciolata",282681,282681,"Schistura fasciolata","accepted",NA,"(Nichols & Pope, 1927)","Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Schistura",0,0,"Schistura fasciolata","no"
"1365","Botia almorhae","Botia almorhae","species","ACCEPTED","Botia almorhae","Botia+almorhae","Botia almorhae",1021081,1021081,"Botia almorhae","accepted",NA,"Gray, 1831","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Botia",1,0,"Botia almorhae","no"
"1366","Botia histrionica","Botia histrionica","species","ACCEPTED","Botia histrionica","Botia+histrionica","Botia histrionica",1021198,1021198,"Botia histrionica","accepted",NA,"Blyth, 1860","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Botia",1,0,"Botia histrionica","no"
"1367","Barbatula sp. YW-2106",NA,NA,NA,"Barbatula sp. YW-2106","Barbatula+sp.+YW-2106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbatula sp. YW-2106","no"
"1368","Triplophysa labiata","Triplophysa labiata","species","ACCEPTED","Triplophysa labiata","Triplophysa+labiata","Triplophysa labiata",1245691,1245691,"Triplophysa labiata","accepted",NA,"(Kessler, 1874)","Animalia","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Triplophysa",1,0,"Triplophysa labiata","no"
"1369","Liniparhomaloptera qiongzhongensis","Liniparhomaloptera qiongzhongensis","species","ACCEPTED","Liniparhomaloptera qiongzhongensis","Liniparhomaloptera+qiongzhongensis","Liniparhomaloptera qiongzhongensis",1012375,1012375,"Liniparhomaloptera qiongzhongensis","accepted",NA,"Zheng & Chen, 1980","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Liniparhomaloptera",0,0,"Liniparhomaloptera qiongzhongensis","no"
"1370","Syncrossus reversa","Syncrossus reversa","species","ACCEPTED","Syncrossus reversa","Syncrossus+reversa","Syncrossus reversus",1011602,1593627,"Syncrossus reversa","unaccepted",NA,"(Roberts, 1989)","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Syncrossus",1,0,"Syncrossus reversus","no"
"1371","Parabotia lijiangensis","Parabotia lijiangensis","species","ACCEPTED","Parabotia lijiangensis","Parabotia+lijiangensis","Parabotia lijiangensis",1012379,1012379,"Parabotia lijiangensis","accepted",NA,"Chen, 1980","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Parabotia",1,0,"Parabotia lijiangensis","no"
"1372","Pseudogastromyzon fasciatus jiulongjiangensis","Pseudogastromyzon fasciatus jiulongjiangensis","subspecies","SYNONYM","Pseudogastromyzon fasciatus jiulongjiangensis","Pseudogastromyzon+fasciatus+jiulongjiangensis","Pseudogastromyzon fasciatus",1020106,1594489,"Pseudogastromyzon fasciatus jiulongjiangensis","unaccepted",NA,"(Sauvage, 1878)","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon",1,0,"Pseudogastromyzon fasciatus","no"
"1373","Pseudogastromyzon meihuashanensis","Pseudogastromyzon meihuashanensis","species","ACCEPTED","Pseudogastromyzon meihuashanensis","Pseudogastromyzon+meihuashanensis","Pseudogastromyzon meihuashanensis",1010383,1010383,"Pseudogastromyzon meihuashanensis","accepted",NA,"Li, 1998","Animalia","Chordata","Teleostei","Cypriniformes","Balitoridae","Pseudogastromyzon",1,0,"Pseudogastromyzon meihuashanensis","no"
"1374","Catostomus commersonii","Catostomus commersonii","species","ACCEPTED","Catostomus commersonii","Catostomus+commersonii","Catostomus commersonii",158707,158707,"Catostomus commersonii","accepted",NA,"(Lacepède, 1803)","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus",0,0,"Catostomus commersonii","no"
"1375","Scorpaenodes parvipinnis","Scorpaenodes parvipinnis","species","ACCEPTED","Scorpaenodes parvipinnis","Scorpaenodes+parvipinnis","Scorpaenodes parvipinnis",218100,218100,"Scorpaenodes parvipinnis","accepted",NA,"(Garrett, 1864)","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenodes",0,0,"Scorpaenodes parvipinnis","yes"
"1376","Zaniolepis latipinnis","Zaniolepis latipinnis","species","ACCEPTED","Zaniolepis latipinnis","Zaniolepis+latipinnis","Zaniolepis latipinnis",283209,283209,"Zaniolepis latipinnis","accepted",NA,"Girard, 1858","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Zaniolepis",0,0,"Zaniolepis latipinnis","yes"
"1377","Zaniolepis frenata","Zaniolepis frenata","species","ACCEPTED","Zaniolepis frenata","Zaniolepis+frenata","Zaniolepis frenata",283208,283208,"Zaniolepis frenata","accepted",NA,"Eigenmann & Eigenmann, 1889","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Zaniolepis",0,0,"Zaniolepis frenata","yes"
"1378","Agonus cataphractus","Agonus cataphractus","species","ACCEPTED","Agonus cataphractus","Agonus+cataphractus","Agonus cataphractus",127190,127190,"Agonus cataphractus","accepted",NA,"(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Perciformes","Agonidae","Agonus",0,0,"Agonus cataphractus","no"
"1379","Chelidoperca sp. OCF-P20081128",NA,NA,NA,"Chelidoperca sp. OCF-P20081128","Chelidoperca+sp.+OCF-P20081128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelidoperca sp. OCF-P20081128","no"
"1380","Porocottus sp. HUMZ:197473",NA,NA,NA,"Porocottus sp. HUMZ:197473","Porocottus+sp.+HUMZ:197473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Porocottus sp. HUMZ:197473","no"
"1381","Porocottus camtschaticus","Porocottus camtschaticus","species","ACCEPTED","Porocottus camtschaticus","Porocottus+camtschaticus","Porocottus camtschaticus",279426,279426,"Porocottus camtschaticus","accepted",NA,"(Schmidt, 1916)","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Porocottus",0,0,"Porocottus camtschaticus","no"
"1382","Siniperca undulata","Siniperca undulata","species","ACCEPTED","Siniperca undulata","Siniperca+undulata","Siniperca undulata",1015687,1015687,"Siniperca undulata","accepted",NA,"Fang & Chong, 1932","Animalia","Chordata","Teleostei","Centrarchiformes","Percichthyidae","Siniperca",1,0,"Siniperca undulata","no"
"1383","Scomberomorus maculatus","Scomberomorus maculatus","species","ACCEPTED","Scomberomorus maculatus","Scomberomorus+maculatus","Scomberomorus maculatus",159342,159342,"Scomberomorus maculatus","accepted",NA,"(Mitchill, 1815)","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus",0,0,"Scomberomorus maculatus","no"
"1384","Porocottus allisi","Porocottus allisi","species","ACCEPTED","Porocottus allisi","Porocottus+allisi","Porocottus allisi",279425,279425,"Porocottus allisi","accepted",NA,"(Jordan & Starks, 1904)","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Porocottus",0,0,"Porocottus allisi","no"
"1385","Porocottus coronatus","Porocottus coronatus","species","ACCEPTED","Porocottus coronatus","Porocottus+coronatus","Porocottus coronatus",279427,279427,"Porocottus coronatus","accepted",NA,"Yabe, 1992","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Porocottus",0,0,"Porocottus coronatus","no"
"1386","Siniperca chuatsi x Siniperca scherzeri","Siniperca chuatsi x Siniperca scherzeri","species","ACCEPTED","Siniperca chuatsi x Siniperca scherzeri","Siniperca+chuatsi+x+Siniperca+scherzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siniperca chuatsi x Siniperca scherzeri","no"
"1387","Neoepinnula orientalis","Neoepinnula orientalis","species","ACCEPTED","Neoepinnula orientalis","Neoepinnula+orientalis","Neoepinnula orientalis",159713,159713,"Neoepinnula orientalis","accepted",NA,"(Gilchrist & von Bonde, 1924)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Neoepinnula",0,0,"Neoepinnula orientalis","no"
"1388","Myloplus asterias","Myloplus asterias","species","ACCEPTED","Myloplus asterias","Myloplus+asterias","Myloplus asterias",1014997,1014997,"Myloplus asterias","accepted",NA,"(Müller & Troschel, 1844)","Animalia","Chordata","Teleostei","Characiformes","Serrasalmidae","Myloplus",1,0,"Myloplus asterias","no"
"1389","Paralichthys olivaceus","Paralichthys olivaceus","species","ACCEPTED","Paralichthys olivaceus","Paralichthys+olivaceus","Paralichthys olivaceus",275816,275816,"Paralichthys olivaceus","accepted",NA,"(Temminck & Schlegel, 1846)","Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys",0,0,"Paralichthys olivaceus","no"
"1390","Etropus crossotus","Etropus crossotus","species","ACCEPTED","Etropus crossotus","Etropus+crossotus","Etropus crossotus",158799,158799,"Etropus crossotus","accepted",NA,"Jordan & Gilbert, 1882","Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Etropus",0,0,"Etropus crossotus","yes"
"1391","Chrysiptera galba","Chrysiptera galba","species","ACCEPTED","Chrysiptera galba","Chrysiptera+galba","Chrysiptera galba",276831,276831,"Chrysiptera galba","accepted",NA,"(Allen & Randall, 1974)","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera",0,0,"Chrysiptera galba","no"
"1392","Chrysiptera starcki","Chrysiptera starcki","species","ACCEPTED","Chrysiptera starcki","Chrysiptera+starcki","Chrysiptera starcki",276844,276844,"Chrysiptera starcki","accepted",NA,"(Allen, 1973)","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera",0,0,"Chrysiptera starcki","no"
"1393","Chrysiptera rapanui","Chrysiptera rapanui","species","ACCEPTED","Chrysiptera rapanui","Chrysiptera+rapanui","Chrysiptera rapanui",276838,276838,"Chrysiptera rapanui","accepted",NA,"(Greenfield & Hensley, 1970)","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Chrysiptera",0,0,"Chrysiptera rapanui","no"
"1394","Coptodon zillii","Coptodon zillii","species","ACCEPTED","Coptodon zillii","Coptodon+zillii","Coptodon zillii",317356,317356,"Coptodon zillii","accepted",NA,"(Gervais, 1848)","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Coptodon",0,0,"Coptodon zillii","no"
"1395","Macrognathus siamensis","Macrognathus siamensis","species","ACCEPTED","Macrognathus siamensis","Macrognathus+siamensis","Macrognathus siamensis",1021170,1021170,"Macrognathus siamensis","accepted",NA,"(Günther, 1861)","Animalia","Chordata","Teleostei","Synbranchiformes","Mastacembelidae","Macrognathus",1,0,"Macrognathus siamensis","no"
"1396","Japonolaeops dentatus","Japonolaeops dentatus","species","ACCEPTED","Japonolaeops dentatus","Japonolaeops+dentatus","Japonolaeops dentatus",281194,281194,"Japonolaeops dentatus","accepted",NA,"Amaoka, 1969","Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Japonolaeops",0,0,"Japonolaeops dentatus","no"
"1397","Plectroglyphidodon imparipennis","Plectroglyphidodon imparipennis","species","ACCEPTED","Plectroglyphidodon imparipennis","Plectroglyphidodon+imparipennis","Plectroglyphidodon imparipennis",212856,212856,"Plectroglyphidodon imparipennis","accepted",NA,"(Vaillant & Sauvage, 1875)","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Plectroglyphidodon",0,0,"Plectroglyphidodon imparipennis","yes"
"1398","Amphiprion frenatus","Amphiprion frenatus","species","ACCEPTED","Amphiprion frenatus","Amphiprion+frenatus","Amphiprion frenatus",278394,278394,"Amphiprion frenatus","accepted",NA,"Brevoort, 1856","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion",0,0,"Amphiprion frenatus","yes"
"1399","Amphiprion ephippium","Amphiprion ephippium","species","ACCEPTED","Amphiprion ephippium","Amphiprion+ephippium","Amphiprion ephippium",212782,212782,"Amphiprion ephippium","accepted",NA,"(Bloch, 1790)","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion",0,0,"Amphiprion ephippium","no"
"1400","Sarotherodon melanotheron","Sarotherodon melanotheron","species","ACCEPTED","Sarotherodon melanotheron","Sarotherodon+melanotheron","Sarotherodon melanotheron",293732,293732,"Sarotherodon melanotheron","accepted",NA,"Rüppell, 1852","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Sarotherodon",0,0,"Sarotherodon melanotheron","no"
"1401","Neoglyphidodon polyacanthus","Neoglyphidodon polyacanthus","species","ACCEPTED","Neoglyphidodon polyacanthus","Neoglyphidodon+polyacanthus","Neoglyphidodon polyacanthus",278815,278815,"Neoglyphidodon polyacanthus","accepted",NA,"(Ogilby, 1889)","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Neoglyphidodon",0,0,"Neoglyphidodon polyacanthus","no"
"1402","Amphiprion chrysogaster","Amphiprion chrysogaster","species","ACCEPTED","Amphiprion chrysogaster","Amphiprion+chrysogaster","Amphiprion chrysogaster",212777,212777,"Amphiprion chrysogaster","accepted",NA,"Cuvier, 1830","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion",0,0,"Amphiprion chrysogaster","no"
"1403","Amphiprion akallopisos","Amphiprion akallopisos","species","ACCEPTED","Amphiprion akallopisos","Amphiprion+akallopisos","Amphiprion akallopisos",212770,212770,"Amphiprion akallopisos","accepted",NA,"Bleeker, 1853","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion",0,0,"Amphiprion akallopisos","no"
"1404","Sardinops melanostictus","Sardinops melanostictus","species","SYNONYM","Sardinops melanostictus","Sardinops+melanostictus","Sardinops sagax",217452,309913,"Sardinops melanostictus","unaccepted",NA,"(Jenyns, 1842)","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardinops",0,0,"Sardinops sagax","yes"
"1405","Sardinops sagax","Sardinops sagax","species","ACCEPTED","Sardinops sagax","Sardinops+sagax","Sardinops sagax",217452,217452,"Sardinops sagax","accepted",NA,"(Jenyns, 1842)","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardinops",0,0,"Sardinops sagax","yes"
"1406","Amazonsprattus scintilla","Amazonsprattus scintilla","species","ACCEPTED","Amazonsprattus scintilla","Amazonsprattus+scintilla","Amazonsprattus scintilla",1524157,1524157,"Amazonsprattus scintilla","accepted",NA,"Roberts, 1984","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Amazonsprattus",1,0,"Amazonsprattus scintilla","no"
"1407","Hoplias malabaricus","Hoplias malabaricus","species","ACCEPTED","Hoplias malabaricus","Hoplias+malabaricus","Hoplias malabaricus",874263,874263,"Hoplias malabaricus","accepted",NA,"(Bloch, 1794)","Animalia","Chordata","Teleostei","Characiformes","Erythrinidae","Hoplias",1,0,"Hoplias malabaricus","no"
