found_taxa,worms_sciname,ncbi_species,gbif_name,rank,gbif_status,query,worms_aphiaid,worms_status,unacceptreason,freshwater_only,kingdom,phylum,class,order,family,genus
Syncrossus beauforti,Syncrossus beauforti,Syncrossus beauforti,Syncrossus beauforti,species,ACCEPTED,Syncrossus beauforti,1012446,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Syncrossus
Syncrossus hymenophysa,Syncrossus hymenophysa,Syncrossus hymenophysa,Syncrossus hymenophysa,species,ACCEPTED,Syncrossus hymenophysa,1021711,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Syncrossus
Yasuhikotakia lecontei,Yasuhikotakia lecontei,Yasuhikotakia lecontei,Yasuhikotakia lecontei,species,ACCEPTED,Yasuhikotakia lecontei,1013194,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Yasuhikotakia
Gyrinocheilus aymonieri,Gyrinocheilus aymonieri,Gyrinocheilus aymonieri,Gyrinocheilus aymonieri,species,ACCEPTED,Gyrinocheilus aymonieri,1026903,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Gyrinocheilidae,Gyrinocheilus
Yaoshania pachychilus,Yaoshania pachychilus,Yaoshania pachychilus,Yaoshania pachychilus,species,ACCEPTED,Yaoshania pachychilus,1524240,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Yaoshania
Pseudogastromyzon lianjiangensis,Pseudogastromyzon lianjiangensis,Pseudogastromyzon lianjiangensis,Pseudogastromyzon lianjiangensis,species,ACCEPTED,Pseudogastromyzon lianjiangensis,282419,accepted,NA,0,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Pseudogastromyzon
Pseudogastromyzon fasciatus fasciatus,NA,Pseudogastromyzon fasciatus fasciatus,Pseudogastromyzon fasciatus fasciatus,subspecies,SYNONYM,Pseudogastromyzon fasciatus fasciatus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Pseudogastromyzon
Pseudogastromyzon fasciatus,Pseudogastromyzon fasciatus,Pseudogastromyzon fasciatus,Pseudogastromyzon fasciatus,species,ACCEPTED,Pseudogastromyzon fasciatus,1020106,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Pseudogastromyzon
Botia rostrata,Botia rostrata,Botia rostrata,Botia rostrata,species,ACCEPTED,Botia rostrata,1020683,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Botia
Botia lohachata,Botia lohachata,Botia lohachata,Botia lohachata,species,ACCEPTED,Botia lohachata,1017545,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Botia
Hypentelium nigricans,Hypentelium nigricans,Hypentelium nigricans,Hypentelium nigricans,species,ACCEPTED,Hypentelium nigricans,1022874,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Hypentelium
Schistura fasciolata,Schistura fasciolata,Schistura fasciolata,Schistura fasciolata,species,ACCEPTED,Schistura fasciolata,282681,accepted,NA,0,Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Schistura
Botia almorhae,Botia almorhae,Botia almorhae,Botia almorhae,species,ACCEPTED,Botia almorhae,1021081,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Botia
Botia histrionica,Botia histrionica,Botia histrionica,Botia histrionica,species,ACCEPTED,Botia histrionica,1021198,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Botia
Barbatula sp. YW-2106,NA,Barbatula sp. YW-2106,NA,NA,NA,Barbatula sp. YW-2106,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Barbatula
Triplophysa labiata,Triplophysa labiata,Triplophysa labiata,Triplophysa labiata,species,ACCEPTED,Triplophysa labiata,1245691,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Triplophysa
Liniparhomaloptera qiongzhongensis,Liniparhomaloptera qiongzhongensis,Liniparhomaloptera qiongzhongensis,Liniparhomaloptera qiongzhongensis,species,ACCEPTED,Liniparhomaloptera qiongzhongensis,1012375,accepted,NA,0,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Liniparhomaloptera
Syncrossus reversus,Syncrossus reversus,Syncrossus reversa,Syncrossus reversa,species,ACCEPTED,Syncrossus reversa,1011602,unaccepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Syncrossus
Parabotia lijiangensis,Parabotia lijiangensis,Parabotia lijiangensis,Parabotia lijiangensis,species,ACCEPTED,Parabotia lijiangensis,1012379,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Parabotia
Pseudogastromyzon fasciatus jiulongjiangensis,NA,Pseudogastromyzon fasciatus jiulongjiangensis,Pseudogastromyzon fasciatus jiulongjiangensis,subspecies,SYNONYM,Pseudogastromyzon fasciatus jiulongjiangensis,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Pseudogastromyzon
Pseudogastromyzon meihuashanensis,Pseudogastromyzon meihuashanensis,Pseudogastromyzon meihuashanensis,Pseudogastromyzon meihuashanensis,species,ACCEPTED,Pseudogastromyzon meihuashanensis,1010383,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Pseudogastromyzon
Catostomus commersonii,Catostomus commersonii,Catostomus commersonii,Catostomus commersonii,species,ACCEPTED,Catostomus commersonii,158707,accepted,NA,0,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus
Scorpaenodes parvipinnis,Scorpaenodes parvipinnis,Scorpaenodes parvipinnis,Scorpaenodes parvipinnis,species,ACCEPTED,Scorpaenodes parvipinnis,218100,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Zaniolepis latipinnis,Zaniolepis latipinnis,Zaniolepis latipinnis,Zaniolepis latipinnis,species,ACCEPTED,Zaniolepis latipinnis,283209,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Hexagrammidae,Zaniolepis
Zaniolepis frenata,Zaniolepis frenata,Zaniolepis frenata,Zaniolepis frenata,species,ACCEPTED,Zaniolepis frenata,283208,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Hexagrammidae,Zaniolepis
Agonus cataphractus,Agonus cataphractus,Agonus cataphractus,Agonus cataphractus,species,ACCEPTED,Agonus cataphractus,127190,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Agonus
Chelidoperca sp. OCF-P20081128,NA,Chelidoperca sp. OCF-P20081128,NA,NA,NA,Chelidoperca sp. OCF-P20081128,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelidoperca
Porocottus sp. HUMZ:197473,NA,Porocottus sp. HUMZ:197473,NA,NA,NA,Porocottus sp. HUMZ:197473,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Porocottus
Porocottus camtschaticus,Porocottus camtschaticus,Porocottus camtschaticus,Porocottus camtschaticus,species,ACCEPTED,Porocottus camtschaticus,279426,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Porocottus
Siniperca undulata,Siniperca undulata,Siniperca undulata,Siniperca undulata,species,ACCEPTED,Siniperca undulata,1015687,accepted,NA,1,Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Siniperca
Scomberomorus maculatus,Scomberomorus maculatus,Scomberomorus maculatus,Scomberomorus maculatus,species,ACCEPTED,Scomberomorus maculatus,159342,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomberomorus
Porocottus allisi,Porocottus allisi,Porocottus allisi,Porocottus allisi,species,ACCEPTED,Porocottus allisi,279425,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Porocottus
Porocottus coronatus,Porocottus coronatus,Porocottus coronatus,Porocottus coronatus,species,ACCEPTED,Porocottus coronatus,279427,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Porocottus
Siniperca chuatsi x Siniperca scherzeri,NA,Siniperca chuatsi x Siniperca scherzeri,Siniperca chuatsi x Siniperca scherzeri,species,ACCEPTED,Siniperca chuatsi x Siniperca scherzeri,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Siniperca
Neoepinnula orientalis,Neoepinnula orientalis,Neoepinnula orientalis,Neoepinnula orientalis,species,ACCEPTED,Neoepinnula orientalis,159713,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Neoepinnula
Myloplus asterias,Myloplus asterias,Myloplus asterias,Myloplus asterias,species,ACCEPTED,Myloplus asterias,1014997,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Serrasalmidae,Myloplus
Paralichthys olivaceus,Paralichthys olivaceus,Paralichthys olivaceus,Paralichthys olivaceus,species,ACCEPTED,Paralichthys olivaceus,275816,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys
Etropus crossotus,Etropus crossotus,Etropus crossotus,Etropus crossotus,species,ACCEPTED,Etropus crossotus,158799,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Etropus
Chrysiptera galba,Chrysiptera galba,Chrysiptera galba,Chrysiptera galba,species,ACCEPTED,Chrysiptera galba,276831,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chrysiptera
Chrysiptera starcki,Chrysiptera starcki,Chrysiptera starcki,Chrysiptera starcki,species,ACCEPTED,Chrysiptera starcki,276844,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chrysiptera
Chrysiptera rapanui,Chrysiptera rapanui,Chrysiptera rapanui,Chrysiptera rapanui,species,ACCEPTED,Chrysiptera rapanui,276838,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chrysiptera
Coptodon zillii,Coptodon zillii,Coptodon zillii,Coptodon zillii,species,ACCEPTED,Coptodon zillii,317356,accepted,NA,0,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Coptodon
Macrognathus siamensis,Macrognathus siamensis,Macrognathus siamensis,Macrognathus siamensis,species,ACCEPTED,Macrognathus siamensis,1021170,accepted,NA,1,Animalia,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Macrognathus
Japonolaeops dentatus,Japonolaeops dentatus,Japonolaeops dentatus,Japonolaeops dentatus,species,ACCEPTED,Japonolaeops dentatus,281194,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Japonolaeops
Plectroglyphidodon imparipennis,Plectroglyphidodon imparipennis,Plectroglyphidodon imparipennis,Plectroglyphidodon imparipennis,species,ACCEPTED,Plectroglyphidodon imparipennis,212856,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Plectroglyphidodon
Amphiprion frenatus,Amphiprion frenatus,Amphiprion frenatus,Amphiprion frenatus,species,ACCEPTED,Amphiprion frenatus,278394,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Amphiprion
Amphiprion ephippium,Amphiprion ephippium,Amphiprion ephippium,Amphiprion ephippium,species,ACCEPTED,Amphiprion ephippium,212782,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Amphiprion
Sarotherodon melanotheron,Sarotherodon melanotheron,Sarotherodon melanotheron,Sarotherodon melanotheron,species,ACCEPTED,Sarotherodon melanotheron,293732,accepted,NA,0,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Sarotherodon
Neoglyphidodon polyacanthus,Neoglyphidodon polyacanthus,Neoglyphidodon polyacanthus,Neoglyphidodon polyacanthus,species,ACCEPTED,Neoglyphidodon polyacanthus,278815,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Neoglyphidodon
Amphiprion chrysogaster,Amphiprion chrysogaster,Amphiprion chrysogaster,Amphiprion chrysogaster,species,ACCEPTED,Amphiprion chrysogaster,212777,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Amphiprion
Amphiprion akallopisos,Amphiprion akallopisos,Amphiprion akallopisos,Amphiprion akallopisos,species,ACCEPTED,Amphiprion akallopisos,212770,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Amphiprion
Sardinops melanostictus,NA,Sardinops melanostictus,Sardinops melanostictus,species,SYNONYM,Sardinops melanostictus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops
Sardinops sagax,Sardinops sagax,Sardinops sagax,Sardinops sagax,species,ACCEPTED,Sardinops sagax,217452,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops
Amazonsprattus scintilla,Amazonsprattus scintilla,Amazonsprattus scintilla,Amazonsprattus scintilla,species,ACCEPTED,Amazonsprattus scintilla,1524157,accepted,NA,1,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Amazonsprattus
Hoplias malabaricus,Hoplias malabaricus,Hoplias malabaricus,Hoplias malabaricus,species,ACCEPTED,Hoplias malabaricus,874263,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Erythrinidae,Hoplias
Hoplias sp. gr. malabaricus LMB-2020,NA,Hoplias sp. gr. malabaricus LMB-2020,NA,NA,NA,Hoplias sp. gr. malabaricus LMB-2020,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Characiformes,Erythrinidae,Hoplias
Hoplerythrinus unitaeniatus,Hoplerythrinus unitaeniatus,Hoplerythrinus unitaeniatus,Hoplerythrinus unitaeniatus,species,ACCEPTED,Hoplerythrinus unitaeniatus,1020986,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Erythrinidae,Hoplerythrinus
Leptoderma retropinna,Leptoderma retropinna,Leptoderma retropinna,Leptoderma retropinna,species,ACCEPTED,Leptoderma retropinna,272873,accepted,NA,0,Animalia,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Leptoderma
Yunnanilus brevis,Yunnanilus brevis,Petruichthys brevis,Petruichthys brevis,species,ACCEPTED,Petruichthys brevis,1019474,unaccepted,senior synonym,1,Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Petruichthys
Cichlasoma sanctifranciscense,Cichlasoma sanctifranciscense,Cichlasoma sanctifranciscense,Cichlasoma sanctifranciscense,species,ACCEPTED,Cichlasoma sanctifranciscense,1012139,accepted,NA,1,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Cichlasoma
Barbatula nuda,Barbatula nuda,Barbatula nuda,Barbatula nuda,species,ACCEPTED,Barbatula nuda,1020982,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Barbatula
Gnathocharax sp. CBM:ZF:12623,NA,Gnathocharax sp. CBM:ZF:12623,NA,NA,NA,Gnathocharax sp. CBM:ZF:12623,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Characiformes,Acestrorhynchidae,Gnathocharax
Hoplias sp. I-GIA:1153,NA,Hoplias sp. I-GIA:1153,NA,NA,NA,Hoplias sp. I-GIA:1153,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Characiformes,Erythrinidae,Hoplias
Gnathocharax steindachneri,Gnathocharax steindachneri,Gnathocharax steindachneri,Gnathocharax steindachneri,species,ACCEPTED,Gnathocharax steindachneri,1017358,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Acestrorhynchidae,Gnathocharax
Megaleporinus macrocephalus,Megaleporinus macrocephalus,Megaleporinus macrocephalus,Megaleporinus macrocephalus,species,SYNONYM,Megaleporinus macrocephalus,1524119,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Anostomidae,Megaleporinus
Hypomasticus steindachneri,Hypomasticus steindachneri,Leporinus steindachneri,Leporinus steindachneri,species,ACCEPTED,Leporinus steindachneri,1526139,unaccepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Anostomidae,Leporinus
Myloplus schomburgkii,Myloplus schomburgkii,Myleus cf. schomburgkii XL-2018,Myleus schomburgkii,species,SYNONYM,Myleus schomburgkii,1021798,unaccepted,senior synonym,1,Animalia,Chordata,Teleostei,Characiformes,Serrasalmidae,Myleus
Pristella maxillaris,Pristella maxillaris,Pristella maxillaris,Pristella maxillaris,species,ACCEPTED,Pristella maxillaris,1467890,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Characidae,Pristella
Aphareus furca,Aphareus furca,Aphareus furca,Aphareus furca,species,ACCEPTED,Aphareus furca,218470,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Aphareus
Triportheus auritus,Triportheus auritus,Triportheus auritus,Triportheus auritus,species,ACCEPTED,Triportheus auritus,1418652,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Triportheidae,Triportheus
Astyanax altiparanae,Astyanax altiparanae,Astyanax altiparanae,Astyanax altiparanae,species,ACCEPTED,Astyanax altiparanae,1010143,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Characidae,Astyanax
Schizodon nasutus,Schizodon nasutus,Schizodon nasutus,Schizodon nasutus,species,ACCEPTED,Schizodon nasutus,1021295,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Anostomidae,Schizodon
Astyanax lacustris,Astyanax lacustris,Astyanax lacustris,Astyanax lacustris,species,ACCEPTED,Astyanax lacustris,1259634,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Characidae,Astyanax
Astyanax bimaculatus,Astyanax bimaculatus,Astyanax bimaculatus,Astyanax bimaculatus,species,ACCEPTED,Astyanax bimaculatus,1023047,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Characidae,Astyanax
Paramisgurnus dabryanus,Paramisgurnus dabryanus,Paramisgurnus dabryanus,Paramisgurnus dabryanus,species,ACCEPTED,Paramisgurnus dabryanus,1020151,accepted,NA,0,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Paramisgurnus
Serrasalmus elongatus,Serrasalmus elongatus,Serrasalmus elongatus,Serrasalmus elongatus,species,ACCEPTED,Serrasalmus elongatus,1014175,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Serrasalmidae,Serrasalmus
Lefua echigonia,Lefua echigonia,Lefua echigonia,Lefua echigonia,species,ACCEPTED,Lefua echigonia,1018274,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Nemacheilidae,Lefua
Oligosarcus argenteus,Oligosarcus argenteus,Oligosarcus argenteus,Oligosarcus argenteus,species,ACCEPTED,Oligosarcus argenteus,1013266,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Characidae,Oligosarcus
Oligosarcus macrolepis,Oligosarcus macrolepis,Oligosarcus macrolepis,Oligosarcus macrolepis,species,ACCEPTED,Oligosarcus macrolepis,1422584,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Characidae,Oligosarcus
Megaleporinus garmani,Megaleporinus garmani,Megaleporinus garmani,Megaleporinus garmani,species,SYNONYM,Megaleporinus garmani,1525489,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Anostomidae,Megaleporinus
Parakneria cameronensis,Parakneria cameronensis,Parakneria cameronensis,Parakneria cameronensis,species,ACCEPTED,Parakneria cameronensis,1017980,accepted,NA,1,Animalia,Chordata,Teleostei,Gonorynchiformes,Kneriidae,Parakneria
Hemiodus unimaculatus,Hemiodus unimaculatus,Hemiodus unimaculatus,Hemiodus unimaculatus,species,ACCEPTED,Hemiodus unimaculatus,874259,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Hemiodontidae,Hemiodus
Osteoglossum bicirrhosum,Osteoglossum bicirrhosum,Osteoglossum bicirrhosum,Osteoglossum bicirrhosum,species,ACCEPTED,Osteoglossum bicirrhosum,1026694,accepted,NA,1,Animalia,Chordata,Teleostei,Osteoglossiformes,Osteoglossidae,Osteoglossum
Brycon henni,Brycon henni,Brycon henni,Brycon henni,species,ACCEPTED,Brycon henni,1017364,accepted,NA,1,Animalia,Chordata,Teleostei,Characiformes,Bryconidae,Brycon
Chitala chitala,Chitala chitala,Chitala chitala,Chitala chitala,species,ACCEPTED,Chitala chitala,1026796,accepted,NA,1,Animalia,Chordata,Teleostei,Osteoglossiformes,Notopteridae,Chitala
Coregonus laurettae,Coregonus laurettae,Coregonus laurettae,Coregonus laurettae,species,ACCEPTED,Coregonus laurettae,254567,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Coregonus clupeaformis,Coregonus clupeaformis,Coregonus clupeaformis,Coregonus clupeaformis,species,ACCEPTED,Coregonus clupeaformis,158726,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Coregonus migratorius,Coregonus migratorius,Coregonus migratorius,Coregonus migratorius,species,ACCEPTED,Coregonus migratorius,274340,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Coregonus baicalensis,Coregonus baicalensis,Coregonus baicalensis,Coregonus baicalensis,species,ACCEPTED,Coregonus baicalensis,1019719,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Coregonus artedi,Coregonus artedi,Coregonus artedi,Coregonus artedi,species,ACCEPTED,Coregonus artedi,158725,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Coregonus zenithicus,Coregonus zenithicus,Coregonus zenithicus,Coregonus zenithicus,species,ACCEPTED,Coregonus zenithicus,567528,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Coregonus sardinella,Coregonus sardinella,Coregonus sardinella,Coregonus sardinella,species,ACCEPTED,Coregonus sardinella,127181,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Coregonus chadary,Coregonus chadary,Coregonus chadary,Coregonus chadary,species,ACCEPTED,Coregonus chadary,1020664,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Stenodus leucichthys,Stenodus leucichthys,Stenodus leucichthys,Stenodus leucichthys,species,ACCEPTED,Stenodus leucichthys,127189,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Stenodus
Coregonus nasus,Coregonus nasus,Coregonus nasus,Coregonus nasus,species,ACCEPTED,Coregonus nasus,274342,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Coregonus hoyi,Coregonus hoyi,Coregonus hoyi,Coregonus hoyi,species,ACCEPTED,Coregonus hoyi,1049459,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus
Clupeichthys aesarnensis,Clupeichthys aesarnensis,Clupeichthys aesarnensis,Clupeichthys aesarnensis,species,ACCEPTED,Clupeichthys aesarnensis,1012164,accepted,NA,1,Animalia,Chordata,Teleostei,Clupeiformes,Ehiravidae,Clupeichthys
Oligocottus maculosus,Oligocottus maculosus,Oligocottus maculosus,Oligocottus maculosus,species,ACCEPTED,Oligocottus maculosus,281872,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Oligocottus
Oligocottus snyderi,Oligocottus snyderi,Oligocottus snyderi,Oligocottus snyderi,species,ACCEPTED,Oligocottus snyderi,281875,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Oligocottus
