found_taxa,worms_sciname,ncbi_species,gbif_name,rank,gbif_status,query,worms_aphiaid,worms_status,unacceptreason,freshwater_only,kingdom,phylum,class,order,family,genus
Mugilogobius myxodermus,Mugilogobius myxodermus,Mugilogobius myxodermus,Mugilogobius myxodermus,species,ACCEPTED,Mugilogobius myxodermus,1015346,accepted,NA,1,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Mugilogobius
Atherinomorus regina,Atherinomorus regina,Atherinomorus regina,Atherinomorus regina,species,ACCEPTED,Atherinomorus regina,272037,accepted,NA,0,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinomorus
Pungitius platygaster,Pungitius platygaster,Pungitius platygaster,Pungitius platygaster,species,ACCEPTED,Pungitius platygaster,126506,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Butis sp. HYW-2001,NA,Butis sp. HYW-2001,NA,NA,NA,Butis sp. HYW-2001,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Butis
Mugilogobius abei,Mugilogobius abei,Mugilogobius abei,Mugilogobius abei,species,ACCEPTED,Mugilogobius abei,277346,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Mugilogobius
Lateolabrax maculatus,NA,Lateolabrax maculatus,Lateolabrax maculatus,species,SYNONYM,Lateolabrax maculatus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Acropomatiformes,Lateolabracidae,Lateolabrax
Pseudoblennius zonostigma,Pseudoblennius zonostigma,Pseudoblennius zonostigma,Pseudoblennius zonostigma,species,ACCEPTED,Pseudoblennius zonostigma,282412,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Pseudoblennius
Amoya signata,Amoya signata,Amoya signata,Amoya signata,species,ACCEPTED,Amoya signata,311258,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Amoya
Scorpaenopsis neglecta,Scorpaenopsis neglecta,Scorpaenopsis neglecta,Scorpaenopsis neglecta,species,ACCEPTED,Scorpaenopsis neglecta,277528,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenopsis
Caffrogobius gilchristi,Caffrogobius gilchristi,Acentrogobius multifasciatus,Acentrogobius multifasciatus,species,ACCEPTED,Acentrogobius multifasciatus,219403,unaccepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Acentrogobius
Acentrogobius multifasciatus,Acentrogobius multifasciatus,Acentrogobius multifasciatus,Acentrogobius multifasciatus,species,ACCEPTED,Acentrogobius multifasciatus,367199,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Acentrogobius
Butis humeralis,Butis humeralis,Butis humeralis,Butis humeralis,species,ACCEPTED,Butis humeralis,278991,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Butis
Telmatherina bonti,Telmatherina bonti,Telmatherina bonti,Telmatherina bonti,species,ACCEPTED,Telmatherina bonti,1383189,accepted,NA,1,Animalia,Chordata,Teleostei,Atheriniformes,Telmatherinidae,Telmatherina
Istigobius ornatus,Istigobius ornatus,Istigobius ornatus,Istigobius ornatus,species,ACCEPTED,Istigobius ornatus,219505,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Istigobius
Furcina sp. FMNH_Uncat,NA,Furcina sp. FMNH_Uncat,NA,NA,NA,Furcina sp. FMNH_Uncat,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Furcina
Pseudoblennius marmoratus,Pseudoblennius marmoratus,Pseudoblennius marmoratus,Pseudoblennius marmoratus,species,ACCEPTED,Pseudoblennius marmoratus,282409,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Pseudoblennius
Furcina osimae,Furcina osimae,Furcina osimae,Furcina osimae,species,ACCEPTED,Furcina osimae,280804,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Furcina
Pseudoblennius argenteus,Pseudoblennius argenteus,Pseudoblennius argenteus,Pseudoblennius argenteus,species,ACCEPTED,Pseudoblennius argenteus,282407,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Pseudoblennius
Tautoga onitis,Tautoga onitis,Tautoga onitis,Tautoga onitis,species,ACCEPTED,Tautoga onitis,158830,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Tautoga
Istigobius sp. HYW-2001,NA,Istigobius sp. HYW-2001,NA,NA,NA,Istigobius sp. HYW-2001,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Istigobius
Scorpaenopsis diabolus,Scorpaenopsis diabolus,Scorpaenopsis diabolus,Scorpaenopsis diabolus,species,ACCEPTED,Scorpaenopsis diabolus,218110,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenopsis
Badis sp. CBM:ZF:14808,NA,Badis sp. CBM:ZF:14808,NA,NA,NA,Badis sp. CBM:ZF:14808,NA,NA,NA,NA,NA,NA,NA,NA,NA,Badis
Periophthalmus magnuspinnatus,Periophthalmus magnuspinnatus,Periophthalmus magnuspinnatus,Periophthalmus magnuspinnatus,species,ACCEPTED,Periophthalmus magnuspinnatus,1010793,accepted,NA,1,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Periophthalmus
Randallichthys filamentosus,Randallichthys filamentosus,Randallichthys filamentosus,Randallichthys filamentosus,species,ACCEPTED,Randallichthys filamentosus,282547,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Randallichthys
Scartelaos histophorus,Scartelaos histophorus,Scartelaos histophorus,Scartelaos histophorus,species,ACCEPTED,Scartelaos histophorus,282671,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Scartelaos
Remora remora,Remora remora,Remora remora,Remora remora,species,ACCEPTED,Remora remora,126853,accepted,NA,0,Animalia,Chordata,Teleostei,Carangiformes,Echeneidae,Remora
Acanthogobius hasta,Acanthogobius hasta,Acanthogobius hasta,Acanthogobius hasta,species,ACCEPTED,Acanthogobius hasta,279476,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Acanthogobius
Netuma thalassina,Netuma thalassina,Netuma thalassina,Netuma thalassina,species,ACCEPTED,Netuma thalassina,281745,accepted,NA,0,Animalia,Chordata,Teleostei,Siluriformes,Ariidae,Netuma
Scorpaenopsis venosa,Scorpaenopsis venosa,Scorpaenopsis venosa,Scorpaenopsis venosa,species,ACCEPTED,Scorpaenopsis venosa,218106,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenopsis
Heterotilapia buettikoferi,Heterotilapia buettikoferi,Heterotilapia buettikoferi,Heterotilapia buettikoferi,species,ACCEPTED,Heterotilapia buettikoferi,1605363,accepted,NA,1,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Heterotilapia
Vellitor centropomus,Vellitor centropomus,Vellitor centropomus,Vellitor centropomus,species,ACCEPTED,Vellitor centropomus,283138,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Vellitor
Malakichthys barbatus,Malakichthys barbatus,Malakichthys barbatus,Malakichthys barbatus,species,ACCEPTED,Malakichthys barbatus,281509,accepted,NA,0,Animalia,Chordata,Teleostei,Acropomatiformes,Acropomatidae,Malakichthys
Periophthalmus sp. CBM:ZF:12249,NA,Periophthalmus sp. CBM:ZF:12249,NA,NA,NA,Periophthalmus sp. CBM:ZF:12249,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Periophthalmus
Scorpaenopsis macrochir,Scorpaenopsis macrochir,Scorpaenopsis macrochir,Scorpaenopsis macrochir,species,ACCEPTED,Scorpaenopsis macrochir,277527,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenopsis
Malakichthys griseus,Malakichthys griseus,Malakichthys griseus,Malakichthys griseus,species,ACCEPTED,Malakichthys griseus,281511,accepted,NA,0,Animalia,Chordata,Teleostei,Acropomatiformes,Acropomatidae,Malakichthys
Lophiogobius ocellicauda,Lophiogobius ocellicauda,Lophiogobius ocellicauda,Lophiogobius ocellicauda,species,ACCEPTED,Lophiogobius ocellicauda,1043429,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Lophiogobius
Cetostoma regani,Cetostoma regani,Cetostoma regani,Cetostoma regani,species,ACCEPTED,Cetostoma regani,126406,accepted,NA,0,Animalia,Chordata,Teleostei,Beryciformes,Cetomimidae,Cetostoma
Lactarius lactarius,Lactarius lactarius,Lactarius lactarius,Lactarius lactarius,species,ACCEPTED,Lactarius lactarius,218381,accepted,NA,0,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Lactariidae,Lactarius
Vellitor minutus,Vellitor minutus,Vellitor minutus,Vellitor minutus,species,ACCEPTED,Vellitor minutus,283139,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Vellitor
Malakichthys elegans,Malakichthys elegans,Malakichthys elegans,Malakichthys elegans,species,ACCEPTED,Malakichthys elegans,281510,accepted,NA,0,Animalia,Chordata,Teleostei,Acropomatiformes,Acropomatidae,Malakichthys
Clinocottus acuticeps,Clinocottus acuticeps,Clinocottus acuticeps,Clinocottus acuticeps,species,ACCEPTED,Clinocottus acuticeps,280218,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Clinocottus
Sphyraena guachancho,Sphyraena guachancho,Sphyraena guachancho,Sphyraena guachancho,species,ACCEPTED,Sphyraena guachancho,159814,accepted,NA,0,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena
Malakichthys wakiyae,Malakichthys wakiyae,Malakichthys wakiyae,Malakichthys wakiyae,species,ACCEPTED,Malakichthys wakiyae,281514,accepted,NA,0,Animalia,Chordata,Teleostei,Acropomatiformes,Acropomatidae,Malakichthys
Acanthogobius flavimanus,Acanthogobius flavimanus,Acanthogobius flavimanus,Acanthogobius flavimanus,species,ACCEPTED,Acanthogobius flavimanus,279475,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Acanthogobius
Poeciliopsis monacha,Poeciliopsis monacha,Poeciliopsis monacha,Poeciliopsis monacha,species,ACCEPTED,Poeciliopsis monacha,1013768,accepted,NA,1,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Poeciliopsis
Periophthalmodon schlosseri,Periophthalmodon schlosseri,Periophthalmodon schlosseri,Periophthalmodon schlosseri,species,ACCEPTED,Periophthalmodon schlosseri,209262,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Periophthalmodon
Periophthalmus barbarus,Periophthalmus barbarus,Periophthalmus barbarus,Periophthalmus barbarus,species,ACCEPTED,Periophthalmus barbarus,277973,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Periophthalmus
Poeciliopsis monacha x P. lucida,NA,Poeciliopsis monacha x P. lucida,NA,NA,NA,Poeciliopsis monacha x P. lucida,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Poeciliopsis
Bryaninops yongei,Bryaninops yongei,Bryaninops yongei,Bryaninops yongei,species,ACCEPTED,Bryaninops yongei,219391,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Bryaninops
Scorpaenopsis ramaraoi,Scorpaenopsis ramaraoi,Scorpaenopsis ramaraoi,Scorpaenopsis ramaraoi,species,ACCEPTED,Scorpaenopsis ramaraoi,277537,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenopsis
Scorpaenopsis papuensis,Scorpaenopsis papuensis,Scorpaenopsis papuensis,Scorpaenopsis papuensis,species,ACCEPTED,Scorpaenopsis papuensis,277533,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenopsis
Gobionellus microdon,Gobionellus microdon,Gobionellus microdon,Gobionellus microdon,species,ACCEPTED,Gobionellus microdon,276498,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Gobionellus
Parascorpaena aurita,Parascorpaena aurita,Parascorpaena aurita,Parascorpaena aurita,species,ACCEPTED,Parascorpaena aurita,218065,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Parascorpaena
Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,Mullus surmuletus,species,ACCEPTED,Mullus surmuletus,126986,accepted,NA,0,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Mullus
Liachirus melanospilos,Liachirus melanospilos,Liachirus melanospilos,Liachirus melanospilos,species,ACCEPTED,Liachirus melanospilos,281348,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Liachirus
Polydactylus microstoma,Polydactylus microstoma,Polydactylus microstoma,Polydactylus microstoma,species,SYNONYM,Polydactylus microstoma,309705,accepted,NA,0,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Polynemidae,Polydactylus
Odontamblyopus rebecca,Odontamblyopus rebecca,Odontamblyopus rebecca,Odontamblyopus rebecca,species,ACCEPTED,Odontamblyopus rebecca,281818,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Odontamblyopus
Rexea prometheoides,Rexea prometheoides,Rexea prometheoides,Rexea prometheoides,species,ACCEPTED,Rexea prometheoides,219695,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Rexea
Iniistius twistii,Iniistius twistii,Iniistius twistii,Iniistius twistii,species,ACCEPTED,Iniistius twistii,344732,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Odontamblyopus rubicundus,Odontamblyopus rubicundus,Odontamblyopus rubicundus,Odontamblyopus rubicundus,species,ACCEPTED,Odontamblyopus rubicundus,281820,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Odontamblyopus
Polydactylus plebeius,Polydactylus plebeius,Polydactylus plebeius,Polydactylus plebeius,species,ACCEPTED,Polydactylus plebeius,218911,accepted,NA,0,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Polynemidae,Polydactylus
Favonigobius sp. OCF-P3775,NA,Favonigobius sp. OCF-P3775,NA,NA,NA,Favonigobius sp. OCF-P3775,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Favonigobius
Sicyopterus franouxi,Sicyopterus franouxi,Sicyopterus franouxi,Sicyopterus franouxi,species,ACCEPTED,Sicyopterus franouxi,1026976,accepted,NA,1,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Sicyopterus
Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,species,ACCEPTED,Epinephelus fuscoguttatus,218218,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus
Scorpaenopsis cirrosa,Scorpaenopsis cirrosa,Scorpaenopsis cirrosa,Scorpaenopsis cirrosa,species,ACCEPTED,Scorpaenopsis cirrosa,277520,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenopsis
Ditropichthys storeri,Ditropichthys storeri,Ditropichthys storeri,Ditropichthys storeri,species,ACCEPTED,Ditropichthys storeri,126407,accepted,NA,0,Animalia,Chordata,Teleostei,Beryciformes,Cetomimidae,Ditropichthys
Odontamblyopus lacepedii,Odontamblyopus lacepedii,Odontamblyopus lacepedii,Odontamblyopus lacepedii,species,ACCEPTED,Odontamblyopus lacepedii,281817,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Odontamblyopus
Iniistius trivittatus,Iniistius trivittatus,Iniistius trivittatus,Iniistius trivittatus,species,ACCEPTED,Iniistius trivittatus,475094,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Iniistius melanopus,Iniistius melanopus,Iniistius melanopus,Iniistius melanopus,species,ACCEPTED,Iniistius melanopus,712763,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Iniistius pentadactylus,Iniistius pentadactylus,Iniistius pentadactylus,Iniistius pentadactylus,species,ACCEPTED,Iniistius pentadactylus,312553,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Odontamblyopus sp. ZL-2016,NA,Odontamblyopus sp. ZL-2016,NA,NA,NA,Odontamblyopus sp. ZL-2016,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Odontamblyopus
Rexea nakamurai,Rexea nakamurai,Rexea nakamurai,Rexea nakamurai,species,ACCEPTED,Rexea nakamurai,219694,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Rexea
Iniistius celebicus,Iniistius celebicus,Iniistius celebicus,Iniistius celebicus,species,ACCEPTED,Iniistius celebicus,278797,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Eviota sp. MOH084,NA,Eviota sp. MOH084,NA,NA,NA,Eviota sp. MOH084,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Eviota
Iniistius verrens,Iniistius verrens,Iniistius verrens,Iniistius verrens,species,ACCEPTED,Iniistius verrens,712765,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Iniistius aneitensis,Iniistius aneitensis,Iniistius aneitensis,Iniistius aneitensis,species,ACCEPTED,Iniistius aneitensis,278794,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Chaenogobius annularis,Chaenogobius annularis,Chaenogobius annularis,Chaenogobius annularis,species,ACCEPTED,Chaenogobius annularis,1020086,accepted,NA,1,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Chaenogobius
Scorpaenopsis orientalis,Scorpaenopsis orientalis,Scorpaenopsis orientalis,Scorpaenopsis orientalis,species,ACCEPTED,Scorpaenopsis orientalis,277530,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenopsis
Taeniopsetta ocellata,Taeniopsetta ocellata,Taeniopsetta ocellata,Taeniopsetta ocellata,species,ACCEPTED,Taeniopsetta ocellata,219813,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Taeniopsetta
Taenioides sp. HYS-2014,NA,Taenioides sp. HYS-2014,NA,NA,NA,Taenioides sp. HYS-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taenioides
Pseudanthias randalli,Pseudanthias randalli,Pseudanthias randalli,Pseudanthias randalli,species,ACCEPTED,Pseudanthias randalli,277475,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Pseudanthias
Iniistius dea,Iniistius dea,Iniistius dea,Iniistius dea,species,ACCEPTED,Iniistius dea,312551,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Iniistius evides,Iniistius evides,Iniistius evides,Iniistius evides,species,ACCEPTED,Iniistius evides,712761,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Iniistius auropunctatus,Iniistius auropunctatus,Iniistius auropunctatus,Iniistius auropunctatus,species,ACCEPTED,Iniistius auropunctatus,278795,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius
Acentrogobius audax,Acentrogobius audax,Acentrogobius audax,Acentrogobius audax,species,ACCEPTED,Acentrogobius audax,219373,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Acentrogobius
Eviota abax,Eviota abax,Eviota abax,Eviota abax,species,ACCEPTED,Eviota abax,278579,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Eviota
Eviota sp. KAUM:I:101384,NA,Eviota sp. KAUM:I:101384,NA,NA,NA,Eviota sp. KAUM:I:101384,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Eviota
Eviota sp. KAUM:I:99019,NA,Eviota sp. KAUM:I:99019,NA,NA,NA,Eviota sp. KAUM:I:99019,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Eviota
Astronesthes sp. HUMZ:214176,NA,Astronesthes sp. HUMZ:214176,NA,NA,NA,Astronesthes sp. HUMZ:214176,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Astronesthes
Cottus sp. OGA-1,NA,Cottus sp. OGA-1,NA,NA,NA,Cottus sp. OGA-1,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Hyperlophus vittatus,Hyperlophus vittatus,Hyperlophus vittatus,Hyperlophus vittatus,species,ACCEPTED,Hyperlophus vittatus,281096,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Hyperlophus
Ilisha africana,Ilisha africana,Ilisha africana,Ilisha africana,species,ACCEPTED,Ilisha africana,281158,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Ilisha
Ilisha striatula,Ilisha striatula,Ilisha striatula,Ilisha striatula,species,ACCEPTED,Ilisha striatula,281171,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Ilisha
Potamalosa richmondia,Potamalosa richmondia,Potamalosa richmondia,Potamalosa richmondia,species,ACCEPTED,Potamalosa richmondia,282325,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Potamalosa
Ilisha melastoma,Ilisha melastoma,Ilisha melastoma,Ilisha melastoma,species,ACCEPTED,Ilisha melastoma,281167,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Ilisha
Opisthopterus tardoore,Opisthopterus tardoore,Opisthopterus tardoore,Opisthopterus tardoore,species,ACCEPTED,Opisthopterus tardoore,281923,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Opisthopterus
Pellona flavipinnis,Pellona flavipinnis,Pellona flavipinnis,Pellona flavipinnis,species,ACCEPTED,Pellona flavipinnis,277286,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Pellona
Clupeonella cultriventris,Clupeonella cultriventris,Clupeonella cultriventris,Clupeonella cultriventris,species,ACCEPTED,Clupeonella cultriventris,126418,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Ehiravidae,Clupeonella
Pellona ditchela,Pellona ditchela,Pellona ditchela,Pellona ditchela,species,ACCEPTED,Pellona ditchela,212279,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Pellona
Thryssa kammalensoides,Thryssa kammalensoides,Thryssa kammalensoides,Thryssa kammalensoides,species,ACCEPTED,Thryssa kammalensoides,275557,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
Ilisha sirishae,Ilisha sirishae,Ilisha sirishai,Ilisha sirishai,species,ACCEPTED,Ilisha sirishai,281170,unaccepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Ilisha
Sardina pilchardus,Sardina pilchardus,Sardina pilchardus,Sardina pilchardus,species,ACCEPTED,Sardina pilchardus,126421,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Sardina
Narcetes shonanmaruae,Narcetes shonanmaruae,Narcetes shonanmaruae,Narcetes shonanmaruae,species,ACCEPTED,Narcetes shonanmaruae,1517698,accepted,NA,0,Animalia,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Narcetes
Thryssa hamiltonii,Thryssa hamiltonii,Thryssa hamiltonii,Thryssa hamiltonii,species,ACCEPTED,Thryssa hamiltonii,275555,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
Thryssa setirostris,Thryssa setirostris,Thryssa setirostris,Thryssa setirostris,species,ACCEPTED,Thryssa setirostris,212289,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
Thryssa baelama,Thryssa baelama,Thryssa baelama,Thryssa baelama,species,ACCEPTED,Thryssa baelama,212291,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
Setipinna tenuifilis,Setipinna tenuifilis,Setipinna tenuifilis,Setipinna tenuifilis,species,ACCEPTED,Setipinna tenuifilis,282769,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Setipinna
Conocara sp. ASIZP:0067999,NA,Conocara sp. ASIZP:0067999,NA,NA,NA,Conocara sp. ASIZP:0067999,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Conocara
Conocara sp. ASIZP P0913760,NA,Conocara sp. ASIZP P0913760,NA,NA,NA,Conocara sp. ASIZP P0913760,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Conocara
Lepidocephalichthys guntea,Lepidocephalichthys guntea,Lepidocephalichthys guntea,Lepidocephalichthys guntea,species,ACCEPTED,Lepidocephalichthys guntea,281291,accepted,NA,0,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Lepidocephalichthys
Erromyzon sinensis,Erromyzon sinensis,Erromyzon sinensis,Erromyzon sinensis,species,ACCEPTED,Erromyzon sinensis,1012448,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Erromyzon
Gastromyzon scitulus,Gastromyzon scitulus,Gastromyzon scitulus,Gastromyzon scitulus,species,ACCEPTED,Gastromyzon scitulus,1384388,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Gastromyzon
Lycothrissa crocodilus,Lycothrissa crocodilus,Lycothrissa crocodilus,Lycothrissa crocodilus,species,ACCEPTED,Lycothrissa crocodilus,281450,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Lycothrissa
Beaufortia pingi,Beaufortia pingi,Beaufortia pingi,Beaufortia pingi,species,ACCEPTED,Beaufortia pingi,1015877,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Beaufortia
Pseudogastromyzon myersi,Pseudogastromyzon myersi,Pseudogastromyzon myersi,Pseudogastromyzon myersi,species,ACCEPTED,Pseudogastromyzon myersi,282420,accepted,NA,0,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Pseudogastromyzon
Erromyzon kalotaenia,Erromyzon kalotaenia,Erromyzon kalotaenia,Erromyzon kalotaenia,species,ACCEPTED,Erromyzon kalotaenia,1007499,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Erromyzon
Erimyzon oblongus,Erimyzon oblongus,Erimyzon oblongus,Erimyzon oblongus,species,ACCEPTED,Erimyzon oblongus,1022902,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Erimyzon
Etrumeus sadina,Etrumeus sadina,Etrumeus teres,Etrumeus teres,species,SYNONYM,Etrumeus teres,584793,unaccepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Dussumieriidae,Etrumeus
Etrumeus micropus,Etrumeus micropus,Etrumeus micropus,Etrumeus micropus,species,ACCEPTED,Etrumeus micropus,217442,accepted,NA,0,Animalia,Chordata,Teleostei,Clupeiformes,Dussumieriidae,Etrumeus
