asv,lca_rank,lca_taxon,kingdom,phylum,class,order,family,genus,species,method,survey,marker
ASV2028,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV203,species,Chthamalus fragilis,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus fragilis,best hit,calvert,coi
ASV2035,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2044,species,Schizobranchia insignis,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellidae,Schizobranchia,Schizobranchia insignis,best hit,calvert,coi
ASV2048,species,Amphipholis sp. AAD7203,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,Amphipholis sp. AAD7203,best hit,calvert,coi
ASV2049,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV205,species,Spionidae,Eukaryota,Annelida,Polychaeta,Spionida,unknown family,unknown genus,Spionidae,best hit,calvert,coi
ASV2052,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2061,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2062,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2064,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,calvert,coi
ASV2069,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV207,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV2071,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV2074,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV2077,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV2083,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV2085,species,Balanus glandula,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula,best hit,calvert,coi
ASV2087,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV209,species,Dactylopusia sp. FHL 2,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Dactylopusiidae,Dactylopusia,Dactylopusia sp. FHL 2,best hit,calvert,coi
ASV2090,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2093,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2094,species,Balanus glandula,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula,best hit,calvert,coi
ASV2100,species,Hesionidae,Eukaryota,Annelida,Polychaeta,Phyllodocida,unknown family,unknown genus,Hesionidae,best hit,calvert,coi
ASV2101,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2102,species,Proclea malmgreni,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,Proclea,Proclea malmgreni,lca,calvert,coi
ASV2105,species,Leptosynapta clarki,Eukaryota,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,Leptosynapta clarki,lca,calvert,coi
ASV2106,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,calvert,coi
ASV2107,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2111,species,Prionospio steenstrupi,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio steenstrupi,best hit,calvert,coi
ASV2113,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV2114,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2115,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV212,species,Synchaeta pectinata,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta pectinata,lca,calvert,coi
ASV2127,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV213,species,Chone magna CMC02,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,Chone magna CMC02,best hit,calvert,coi
ASV2131,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV2132,family,Balanidae,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,no identification,no identification,lca,calvert,coi
ASV2134,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2138,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV214,species,Balanus crenatus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus crenatus,best hit,calvert,coi
ASV2140,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV2143,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV2145,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV2147,species,Pseudocalanus acuspes,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes,best hit,calvert,coi
ASV2149,species,Balanus glandula,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula,best hit,calvert,coi
ASV215,species,Chthamalus fragilis,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus fragilis,best hit,calvert,coi
ASV2152,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2153,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2154,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV2158,species,Harmothoe fragilis,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe fragilis,best hit,calvert,coi
ASV2159,species,Pista,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,unknown genus,Pista,best hit,calvert,coi
ASV216,species,Spionidae,Eukaryota,Annelida,Polychaeta,Spionida,unknown family,unknown genus,Spionidae,best hit,calvert,coi
ASV2164,species,Strongylocentrotus purpuratus,Eukaryota,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus,best hit,calvert,coi
ASV2165,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV2167,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2169,species,Prionospio steenstrupi,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio steenstrupi,best hit,calvert,coi
ASV2171,order,Leptothecata,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,no identification,no identification,no identification,lca,calvert,coi
ASV2175,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV2177,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV2179,species,Paracalanus parvus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,best hit,calvert,coi
ASV218,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV2181,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2183,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2185,species,Idanthyrsus,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellariidae,unknown genus,Idanthyrsus,best hit,calvert,coi
ASV2189,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,calvert,coi
ASV219,species,Synchaeta baltica,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta baltica,lca,calvert,coi
ASV2190,species,Aurelia labiata,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia labiata,best hit,calvert,coi
ASV2192,genus,Pseudocalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,no identification,lca,calvert,coi
ASV2195,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,lca,calvert,coi
ASV2196,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV22,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV220,species,Polynoidae,Eukaryota,Annelida,Polychaeta,Phyllodocida,unknown family,unknown genus,Polynoidae,best hit,calvert,coi
ASV2201,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2202,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV2203,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2208,species,Synchaeta grimpei,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta grimpei,lca,calvert,coi
ASV2209,species,Bomolochus cuneatus,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Bomolochidae,Bomolochus,Bomolochus cuneatus,best hit,calvert,coi
ASV2212,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV2218,species,Saccocirrus sp. CMC01,Eukaryota,Annelida,Polychaeta,unknown order,Saccocirridae,Saccocirrus,Saccocirrus sp. CMC01,best hit,calvert,coi
ASV2227,species,Paracalanus parvus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,best hit,calvert,coi
ASV2229,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV223,species,Emplectonema,Eukaryota,Nemertea,Enopla,Monostilifera,Emplectonematidae,unknown genus,Emplectonema,best hit,calvert,coi
ASV2234,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV2235,species,Membranipora membranacea,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,best hit,calvert,coi
ASV2236,species,Ophiopholis aculeata,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiopholis,Ophiopholis aculeata,best hit,calvert,coi
ASV2241,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV2242,species,Ophiopholis aculeata,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiopholis,Ophiopholis aculeata,best hit,calvert,coi
ASV2251,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2255,species,Ophiopholis kennerlyi,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiopholis,Ophiopholis kennerlyi,best hit,calvert,coi
ASV2263,species,Glycinde picta,Eukaryota,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,Glycinde picta,best hit,calvert,coi
ASV2265,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV2266,species,Calanus pacificus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus,best hit,calvert,coi
ASV2268,family,Trichobranchidae,Eukaryota,Annelida,Polychaeta,Terebellida,Trichobranchidae,no identification,no identification,lca,calvert,coi
ASV227,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV2272,species,Glycinde armigera,Eukaryota,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,Glycinde armigera,best hit,calvert,coi
ASV2274,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2277,species,Balanus glandula,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula,best hit,calvert,coi
ASV228,species,Bolinopsis aff. infundibulum LMC-2021,Eukaryota,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,Bolinopsis aff. infundibulum LMC-2021,best hit,calvert,coi
ASV2280,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV2282,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV229,species,Balanus glandula,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula,best hit,calvert,coi
ASV2296,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV2297,species,Synchaeta triophthalma,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta triophthalma,lca,calvert,coi
ASV2301,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,calvert,coi
ASV2304,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV2305,species,Pycnopodia helianthoides,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Pycnopodia helianthoides,best hit,calvert,coi
ASV2306,species,Euphausia pacifica,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia pacifica,best hit,calvert,coi
ASV2307,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,calvert,coi
ASV2308,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV2315,species,Ophiopholis aculeata,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiopholis,Ophiopholis aculeata,best hit,calvert,coi
ASV2317,species,Pinnixa tubicola,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,Pinnixa tubicola,best hit,calvert,coi
ASV2319,species,Phascolosoma agassizii,Eukaryota,Sipuncula,unknown class,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,Phascolosoma agassizii,best hit,calvert,coi
ASV2320,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2321,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2324,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2325,species,Paracalanus parvus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,best hit,calvert,coi
ASV2327,species,Synchaeta baltica,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta baltica,lca,calvert,coi
ASV233,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV2331,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV2337,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV234,species,Ditrichocorycaeus anglicus,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus anglicus,best hit,calvert,coi
ASV2340,species,Pollicipes polymerus,Eukaryota,Arthropoda,Hexanauplia,Pedunculata,Pollicipedidae,Pollicipes,Pollicipes polymerus,best hit,calvert,coi
ASV2341,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV2342,species,Phoronopsis harmeri,Eukaryota,Phoronida,unknown class,unknown order,unknown family,Phoronopsis,Phoronopsis harmeri,best hit,calvert,coi
ASV2350,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV2352,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV2355,genus,Pseudocalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,no identification,lca,calvert,coi
ASV2359,species,Laophontidae sp. BMBM-1017,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,unknown genus,Laophontidae sp. BMBM-1017,best hit,calvert,coi
ASV2364,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV2366,species,Paleanotus bellis,Eukaryota,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Paleanotus,Paleanotus bellis,best hit,calvert,coi
ASV2370,species,Euphausia pacifica,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia pacifica,best hit,calvert,coi
ASV2372,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV2375,species,Harpacticus aff. obscurus 1 ML-2018,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus aff. obscurus 1 ML-2018,best hit,calvert,coi
ASV2376,species,Pectinaria californiensis,Eukaryota,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,Pectinaria californiensis,best hit,calvert,coi
ASV2377,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2378,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV2379,species,Euphausia pacifica,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia pacifica,best hit,calvert,coi
ASV238,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2381,genus,Paracalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,no identification,lca,calvert,coi
ASV2382,species,Scalibregma,Eukaryota,Annelida,Polychaeta,unknown order,Scalibregmatidae,unknown genus,Scalibregma,best hit,calvert,coi
ASV2383,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV2384,species,Syllidae sp. BP2010-008,Eukaryota,Annelida,Polychaeta,Phyllodocida,Syllidae,unknown genus,Syllidae sp. BP2010-008,best hit,calvert,coi
ASV2392,species,Balanus glandula,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula,best hit,calvert,coi
ASV2395,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV2397,species,Harmothoe extenuata,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe extenuata,best hit,calvert,coi
