species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Williamia peltoides,NA,Species,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Williamia,TRUE,FALSE,FALSE,559235,559235,796100,1522360
Melanella borealis,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella,TRUE,FALSE,FALSE,566100,566100,NA,NA
Diodora inaequalis,NA,Species,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,TRUE,NA,NA,575109,575109,NA,NA
Lirobittium armillatum,NA,Species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Lirobittium,TRUE,NA,FALSE,580432,580432,NA,NA
Barleeia subtenuis,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Barleeiidae,Barleeia,TRUE,FALSE,FALSE,580525,580525,NA,NA
Turbonilla stylina,NA,Species,Mollusca,Gastropoda,NA,Pyramidellidae,Turbonilla,TRUE,NA,NA,581374,581374,NA,NA
Loxosomella vancouverensis,NA,Species,Entoprocta,NA,NA,Loxosomatidae,Loxosomella,TRUE,FALSE,FALSE,597630,597630,NA,1156958
Ariadnaria borealis,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Ariadnaria,TRUE,NA,NA,714762,714762,600109,1676536
Tigriopus fulvus,Tigriopus fulvus fulvus,Subspecies,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Tigriopus,TRUE,FALSE,FALSE,116184,729772,NA,NA
Cephalorhyncha nybakkeni,NA,Species,Kinorhyncha,Cyclorhagida,Echinorhagata,Echinoderidae,Cephalorhyncha,TRUE,NA,NA,731324,731324,NA,NA
Pseudotanais oculatus,NA,Species,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,TRUE,NA,NA,820097,820097,NA,NA
Amathia verticillata,NA,Species,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,TRUE,FALSE,FALSE,851581,851581,758871,1928862
Pseudocallisoma coecum,NA,Species,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Pseudocallisoma,TRUE,FALSE,FALSE,852210,852210,NA,NA
Tedania (Tedaniopsis) gurjanovae,NA,Species,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,TRUE,FALSE,FALSE,867855,867855,NA,NA
Mesenchytraeus maculatus,NA,Species,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Mesenchytraeus,NA,NA,NA,1068852,1068852,NA,NA
Baicalellia daftpunka,NA,Species,Platyhelminthes,NA,Rhabdocoela,Provorticidae,Baicalellia,TRUE,FALSE,FALSE,1291358,1291358,NA,2200730
Baicalellia solaris,NA,Species,Platyhelminthes,NA,Rhabdocoela,Provorticidae,Baicalellia,TRUE,FALSE,FALSE,1439712,1439712,NA,2200731
Parvatrema boreale,NA,Species,Platyhelminthes,Trematoda,Plagiorchiida,Gymnophallidae,Parvatrema,TRUE,NA,NA,1479301,1479301,NA,NA
Orchomenella obtusa,NA,Species,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Orchomenella,TRUE,FALSE,FALSE,102695,102695,708895,2268672
Hymenodora acanthitelsonis,NA,Species,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Hymenodora,TRUE,FALSE,FALSE,107589,107589,NA,NA
Rhamphostomella costata,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Umbonulidae,Rhamphostomella,TRUE,FALSE,FALSE,111140,111140,NA,NA
Puellina setosa,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Puellina,TRUE,FALSE,FALSE,111341,111341,NA,NA
Hippothoa divaricata,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Hippothoa,TRUE,FALSE,FALSE,111399,111399,NA,NA
Clytemnestra scutellata,NA,Species,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Clytemnestra,TRUE,FALSE,FALSE,115805,115805,760417,NA
Nannopus palustris,NA,Species,Arthropoda,Copepoda,Harpacticoida,Nannopodidae,Nannopus,TRUE,FALSE,FALSE,116204,116204,768087,329896
Dynamena quadridentata,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Dynamena,TRUE,FALSE,FALSE,117889,117889,NA,1035491
Sertularia tenera,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,TRUE,NA,NA,117925,117925,726323,NA
Ceramaster granularis,NA,Species,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,TRUE,FALSE,FALSE,124020,124020,221185,NA
Eunoe senta,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,TRUE,FALSE,FALSE,130747,130747,NA,NA
Hermadionella truncata,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Hermadionella,TRUE,NA,NA,130786,130786,NA,NA
Fabricia stellaris,NA,Species,Annelida,Polychaeta,Sabellida,Fabriciidae,Fabricia,TRUE,FALSE,TRUE,130913,130913,700410,1002762
Anthosoma crassum,NA,Species,Arthropoda,Copepoda,Siphonostomatoida,Dichelesthiidae,Anthosoma,TRUE,FALSE,FALSE,135797,135797,512692,578961
Pandarus bicolor,NA,Species,Arthropoda,Copepoda,Siphonostomatoida,Pandaridae,Pandarus,TRUE,FALSE,FALSE,135980,135980,NA,NA
Spirula spirula,NA,Species,Mollusca,Cephalopoda,Spirulida,Spirulidae,Spirula,TRUE,NA,FALSE,141548,141548,30216,34541
Duplominona stilifera,NA,Species,Platyhelminthes,NA,Proseriata,Monocelididae,Duplominona,TRUE,NA,NA,152819,152819,NA,NA
Philosyrtis sanjuanensis,NA,Species,Platyhelminthes,NA,Proseriata,Otoplanidae,Philosyrtis,TRUE,NA,NA,154861,154861,NA,NA
Macoma lama,NA,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,TRUE,NA,NA,156797,156797,NA,NA
Cistenides hyperborea,NA,Species,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,TRUE,FALSE,FALSE,157317,157317,NA,NA
Microspio pigmentata,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Microspio,TRUE,FALSE,FALSE,157490,157490,NA,NA
Clathria (Microciona) brepha,NA,Species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,TRUE,FALSE,FALSE,167621,167621,NA,NA
Lasaea adansoni,NA,Species,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Lasaea,TRUE,NA,NA,178911,178911,651863,1383613
Leucon (Leucon) falcicosta,NA,Species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Leucon,TRUE,TRUE,FALSE,182342,182342,NA,NA
Chalinula ecbasis,NA,Species,Porifera,Demospongiae,Haplosclerida,Chalinidae,Chalinula,TRUE,FALSE,FALSE,196369,196369,NA,NA
Boreomysis pearcyi,NA,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Boreomysis,TRUE,NA,FALSE,226816,226816,NA,NA
Caprella ungulina,NA,Species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,TRUE,FALSE,FALSE,237010,237010,NA,NA
Ammothella tuberculata,NA,Species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Ammothella,TRUE,FALSE,FALSE,240308,240308,103180,373262
Ophiacanthella acontophora,NA,Species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthida incertae sedis,Ophiacanthella,TRUE,FALSE,FALSE,243431,243431,NA,NA
Aplidium propinquum,NA,Species,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,TRUE,NA,FALSE,249917,249917,NA,NA
Cirolana diminuta,NA,Species,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Cirolana,TRUE,FALSE,FALSE,256515,256515,NA,NA
Synidotea calcarea,NA,Species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,TRUE,FALSE,FALSE,257376,257376,NA,NA
Munidion parvum,NA,Species,Arthropoda,Malacostraca,Isopoda,Bopyridae,Munidion,TRUE,FALSE,FALSE,261323,261323,NA,NA
Epizoanthus induratum,NA,Species,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,TRUE,NA,FALSE,283857,283857,NA,NA
Cladocarpus vancouverensis,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Cladocarpus,TRUE,NA,NA,284109,284109,NA,NA
Acanthoptilum album,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Acanthoptilum,TRUE,FALSE,FALSE,289322,289322,NA,NA
Dictyocladium flabellum,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Dictyocladium,TRUE,NA,NA,289815,289815,NA,NA
Halecium washingtoni,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,TRUE,FALSE,FALSE,292300,292300,NA,NA
Dipolydora akaina,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,TRUE,FALSE,FALSE,326983,326983,NA,NA
Boccardia basilaria,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,TRUE,FALSE,FALSE,327240,327240,NA,NA
Galapagomystides aristata,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Galapagomystides,TRUE,FALSE,FALSE,328065,328065,NA,NA
Lepidonotopodium williamsae,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotopodium,TRUE,FALSE,FALSE,328774,328774,NA,907758
Macrochaeta pege,NA,Species,Annelida,Polychaeta,Terebellida,Acrocirridae,Macrochaeta,TRUE,FALSE,FALSE,329115,329115,NA,NA
Pista agassizi,NA,Species,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,TRUE,FALSE,FALSE,330750,330750,NA,NA
Pseudopotamilla socialis,NA,Species,Annelida,Polychaeta,Sabellida,Sabellidae,Pseudopotamilla,TRUE,FALSE,FALSE,331426,331426,NA,NA
Rullierinereis hancocki,NA,Species,Annelida,Polychaeta,Phyllodocida,Nereididae,Rullierinereis,TRUE,FALSE,FALSE,331536,331536,NA,NA
Trypanosyllis ingens,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis,TRUE,FALSE,FALSE,332229,332229,NA,NA
Octopus bimaculatus,NA,Species,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,TRUE,NA,FALSE,341951,341951,747584,37652
Clavella parva,NA,Species,Arthropoda,Copepoda,Siphonostomatoida,Lernaeopodidae,Clavella,TRUE,FALSE,FALSE,350158,350158,NA,NA
Haplosaccus elongatus,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplosaccus,TRUE,FALSE,FALSE,352081,352081,NA,NA
Bomolochus cuneatus,NA,Species,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Bomolochus,TRUE,FALSE,FALSE,357416,357416,NA,864309
Paraeuchaeta paraprudens,NA,Species,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,TRUE,FALSE,FALSE,359869,359869,NA,NA
Pteraster coscinopeplus,NA,Species,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster,TRUE,FALSE,FALSE,369034,369034,221836,868588
Pisaster giganteus,Pisaster giganteus giganteus,Subspecies,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,TRUE,FALSE,FALSE,240758,378992,NA,NA
Leptasterias hexactis,Leptasterias hexactis vancouveri,Subspecies,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,TRUE,FALSE,FALSE,369177,379712,NA,NA
Meiomenia swedmarki,NA,Species,Mollusca,Solenogastres,NA,Meiomeniidae,Meiomenia,TRUE,NA,NA,391074,391074,652187,1500384
Gibbosaverruca montereyi,NA,Species,Arthropoda,Thecostraca,Verrucomorpha,Verrucidae,Gibbosaverruca,TRUE,NA,NA,395473,395473,NA,NA
Thalassocrinus alvinae,NA,Species,Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,Thalassocrinus,TRUE,FALSE,FALSE,395486,395486,NA,NA
Boonea bisuturalis,NA,Species,Mollusca,Gastropoda,NA,Pyramidellidae,Boonea,TRUE,NA,NA,397024,397024,NA,NA
Gibberosus myersi,NA,Species,Arthropoda,Malacostraca,Amphipoda,Megaluropidae,Gibberosus,TRUE,NA,NA,421500,421500,370401,NA
Bathymedon covilhani,NA,Species,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Bathymedon,TRUE,FALSE,FALSE,428594,428594,NA,NA
Mitromorpha carpenteri,NA,Species,Mollusca,Gastropoda,Neogastropoda,Mitromorphidae,Mitromorpha,TRUE,NA,NA,434427,434427,NA,NA
Callopora armata,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Callopora,TRUE,FALSE,FALSE,469291,469291,NA,NA
Upogebia macginitieorum,NA,Species,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,TRUE,FALSE,FALSE,477924,477924,NA,NA
Cumella alaskensis,NA,Species,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Cumella,TRUE,NA,NA,489230,489230,NA,NA
Rhachotropis americana,NA,Species,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,TRUE,NA,NA,489870,489870,NA,NA
Chione californiensis,NA,Species,Mollusca,Bivalvia,Venerida,Veneridae,Chione,TRUE,NA,NA,507499,507499,NA,NA
Megalomphalus schmiederi,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Vanikoridae,Megalomphalus,TRUE,NA,NA,510044,510044,NA,NA
Paronesimoides voightae,NA,Species,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Paronesimoides,TRUE,FALSE,FALSE,526252,526252,NA,NA
Pentamera charlottae,NA,Species,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Pentamera,TRUE,FALSE,FALSE,529912,529912,NA,NA
Hamatoscalpellum columbianum,NA,Species,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Hamatoscalpellum,TRUE,NA,NA,535183,535183,NA,NA
Bathymedon roquedo,NA,Species,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Bathymedon,TRUE,FALSE,FALSE,547017,547017,NA,NA
Foxiphalus falciformis,NA,Species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Foxiphalus,TRUE,FALSE,FALSE,548807,548807,NA,NA
Thorlaksonius carinatus,NA,Species,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Thorlaksonius,TRUE,FALSE,FALSE,549704,549704,804541,NA
Neohela intermedia,NA,Species,Arthropoda,Malacostraca,Amphipoda,Unciolidae,Neohela,TRUE,FALSE,FALSE,557445,557445,NA,NA
Pseudhaloptilus abbreviatus,NA,Species,Arthropoda,Copepoda,Calanoida,Augaptilidae,Pseudhaloptilus,TRUE,FALSE,FALSE,567102,567102,NA,NA
Spiophanes norrisi,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,TRUE,FALSE,FALSE,567182,567182,378647,696730
Nipponnemertes fernaldi,NA,Species,Nemertea,Hoplonemertea,Monostilifera,Cratenemertidae,Nipponnemertes,TRUE,NA,FALSE,571766,571766,NA,NA
Amphioplus euryaspis,NA,Species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus,TRUE,NA,NA,572090,572090,NA,NA
Calyptraea mamillaris,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Calyptraea,TRUE,NA,NA,574919,574919,31456,NA
Liocerithium judithae,NA,Species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Liocerithium,TRUE,FALSE,FALSE,574968,574968,NA,NA
Axinodon redondoensis,NA,Species,Mollusca,Bivalvia,Galeommatida,Galeommatidae,Axinodon,TRUE,NA,NA,582533,582533,NA,NA
Calantica moskalevi,NA,Species,Arthropoda,Thecostraca,Calanticomorpha,Calanticidae,Calantica,TRUE,NA,NA,733392,733392,NA,NA
Idunella diffusa,NA,Species,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,Idunella,TRUE,FALSE,FALSE,754199,754199,NA,NA
Weberella perlucida,NA,Species,Porifera,Demospongiae,Polymastiida,Polymastiidae,Weberella,TRUE,FALSE,FALSE,766262,766262,NA,NA
Marsenina zadei,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Marsenina,TRUE,NA,NA,833065,833065,717711,1631789
Barentsia hildegardae,NA,Species,Entoprocta,NA,NA,Barentsiidae,Barentsia,TRUE,FALSE,FALSE,851772,851772,NA,68037
Bolocera kensmithi,NA,Species,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bolocera,TRUE,NA,NA,854442,854442,NA,NA
Hainotis sharonae,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Hainotis,TRUE,FALSE,FALSE,872629,872629,NA,2496351
Cuthonella concinna,NA,Species,Mollusca,Gastropoda,Nudibranchia,Cuthonellidae,Cuthonella,TRUE,NA,NA,893251,893251,795325,763118
Sternostylus iaspis,NA,Species,Arthropoda,Malacostraca,Decapoda,Sternostylidae,Sternostylus,TRUE,FALSE,FALSE,1310477,1310477,NA,NA
Alternatipathes venusta,NA,Species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,TRUE,FALSE,FALSE,1466703,1466703,NA,NA
Acanthascus profundus,NA,Species,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,TRUE,FALSE,FALSE,1474674,1474674,NA,NA
Allantactis parasitica,NA,Species,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Allantactis,TRUE,NA,NA,100933,100933,805311,656070
Lanceola sayana,NA,Species,Arthropoda,Malacostraca,Amphipoda,Lanceolidae,Lanceola,TRUE,FALSE,FALSE,103265,103265,754998,472278
Chirundina streetsii,NA,Species,Arthropoda,Copepoda,Calanoida,Aetideidae,Chirundina,TRUE,FALSE,FALSE,104294,104294,809288,1707834
Sergestes atlanticus,NA,Species,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,TRUE,NA,FALSE,107127,107127,NA,2283564
Spirontocaris phippsii,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,TRUE,FALSE,FALSE,107532,107532,512535,2449102
Eudorellopsis deformis,NA,Species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorellopsis,TRUE,TRUE,FALSE,110536,110536,NA,NA
Campylaspis rubicunda,NA,Species,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,TRUE,NA,NA,110555,110555,514442,NA
Rhamphostomella spinigera,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Umbonulidae,Rhamphostomella,TRUE,FALSE,FALSE,111146,111146,NA,NA
Crisia denticulata,NA,Species,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,TRUE,FALSE,FALSE,111695,111695,737707,134926
Barentsia gracilis,NA,Species,Entoprocta,NA,NA,Barentsiidae,Barentsia,TRUE,FALSE,FALSE,111802,111802,304580,232741
Aegisthus mucronatus,NA,Species,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Aegisthus,TRUE,FALSE,FALSE,115509,115509,NA,NA
Aeginopsis laurentii,NA,Species,Cnidaria,Hydrozoa,Narcomedusae,Solmundaeginidae,Aeginopsis,TRUE,NA,NA,117265,117265,303013,588336
Bimeria vestita,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bimeria,TRUE,NA,NA,117320,117320,NA,367911
Dipleurosoma typicum,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Dipleurosomatidae,Dipleurosoma,TRUE,FALSE,FALSE,117510,117510,NA,2006934
Halitrephes maasi,NA,Species,Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,Halitrephes,TRUE,NA,NA,117622,117622,NA,2099346
Aegiochus ventrosa,NA,Species,Arthropoda,Malacostraca,Isopoda,Aegidae,Aegiochus,TRUE,FALSE,FALSE,118831,118831,683921,NA
Styracaster elongatus,NA,Species,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Styracaster,TRUE,FALSE,FALSE,123944,123944,NA,NA
Leptosynapta galliennii,NA,Species,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,TRUE,FALSE,FALSE,124464,124464,NA,NA
Peniagone purpurea,NA,Species,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,TRUE,FALSE,FALSE,124742,124742,223089,NA
Cytheropteron arcticum,NA,Species,Arthropoda,Ostracoda,Podocopida,Cytheruridae,Cytheropteron,TRUE,NA,FALSE,128009,128009,NA,NA
Finmarchinella (Barentsovia) angulata,NA,Species,Arthropoda,Ostracoda,Podocopida,Hemicytheridae,Finmarchinella,TRUE,NA,NA,128463,128463,NA,NA
Staurosoma parasiticum,NA,Species,Arthropoda,Copepoda,Cyclopoida,Antheacheridae,Staurosoma,TRUE,FALSE,FALSE,128740,128740,NA,NA
Oncaea media,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,TRUE,FALSE,FALSE,128938,128938,315359,349676
Oncaea ornata,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,TRUE,FALSE,FALSE,128944,128944,NA,557820
Vanadis crystallina,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Vanadis,TRUE,FALSE,FALSE,129764,129764,NA,2004713
Dysponetus pygmaeus,NA,Species,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,TRUE,FALSE,FALSE,129932,129932,714453,1471185
Eunice vittata,NA,Species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,TRUE,FALSE,FALSE,130067,130067,NA,188451
Bispira volutacornis,NA,Species,Annelida,Polychaeta,Sabellida,Sabellidae,Bispira,TRUE,FALSE,FALSE,130875,130875,700407,NA
Laonice appelloefi,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Laonice,TRUE,FALSE,FALSE,131126,131126,NA,2068823
Tomopteris nisseni,NA,Species,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,TRUE,FALSE,FALSE,131562,131562,NA,NA
Colossendeis macerrima,NA,Species,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Colossendeis,TRUE,FALSE,FALSE,134666,134666,195751,424464
Cardiodectes bellottii,NA,Species,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Cardiodectes,TRUE,FALSE,FALSE,135985,135985,NA,NA
Echiniscoides sigismundi,NA,Species,Tardigrada,Heterotardigrada,Echiniscoidea,Echiniscoididae,Echiniscoides,TRUE,NA,NA,136679,136679,NA,500494
Tubificoides diazi,NA,Species,Annelida,Clitellata,Tubificida,Naididae,Tubificoides,TRUE,TRUE,FALSE,137574,137574,648772,883180
Argonauta argo,NA,Species,Mollusca,Cephalopoda,Octopoda,Argonautidae,Argonauta,TRUE,NA,FALSE,138803,138803,26436,294695
Buccinum cyaneum,NA,Species,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,TRUE,FALSE,FALSE,138862,138862,740206,NA
Cavolinia tridentata,NA,Species,Mollusca,Gastropoda,Pteropoda,Cavoliniidae,Cavolinia,TRUE,FALSE,FALSE,139030,139030,751969,649051
Clio cuspidata,NA,Species,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,TRUE,FALSE,FALSE,139032,139032,650219,649052
Puncturella noachina,NA,Species,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Puncturella,TRUE,FALSE,FALSE,139975,139975,708836,2268678
Lucinoma borealis,NA,Species,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinoma,TRUE,NA,NA,140283,140283,674384,244482
Liocyma fluctuosa,NA,Species,Mollusca,Bivalvia,Venerida,Veneridae,Liocyma,TRUE,FALSE,FALSE,141918,141918,151137,NA
Carinomella lactea,NA,Species,Nemertea,Palaeonemertea,Tubulaniformes,Carinomellidae,Carinomella,TRUE,NA,FALSE,146927,146927,NA,NA
Tubulanus albocinctus,NA,Species,Nemertea,Palaeonemertea,Tubulaniformes,Tubulanidae,Tubulanus,TRUE,NA,FALSE,147207,147207,NA,NA
Asilomaria ampullata,NA,Species,Platyhelminthes,NA,Proseriata,Calviriidae,Asilomaria,TRUE,NA,NA,152503,152503,NA,NA
Coelogynopora tenuiformis,NA,Species,Platyhelminthes,NA,Proseriata,Coelogynoporidae,Coelogynopora,TRUE,NA,NA,152581,152581,NA,NA
Invenusta paracnida,NA,Species,Platyhelminthes,NA,Proseriata,Coelogynoporidae,Invenusta,TRUE,NA,NA,152586,152586,NA,NA
Itaspiella bursituba,NA,Species,Platyhelminthes,NA,Proseriata,Otoplanidae,Itaspiella,TRUE,NA,NA,154695,154695,NA,NA
Parotoplana pacifica,NA,Species,Platyhelminthes,NA,Proseriata,Otoplanidae,Parotoplana,TRUE,NA,NA,154857,154857,NA,NA
Austrorhynchus californicus,NA,Species,Platyhelminthes,NA,Rhabdocoela,Polycystididae,Austrorhynchus,TRUE,FALSE,FALSE,154962,154962,NA,NA
Tharyx acutus,NA,Species,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,TRUE,FALSE,FALSE,155243,155243,NA,NA
Paraustrorhynchus pacificus,NA,Species,Platyhelminthes,NA,Rhabdocoela,Polycystididae,Paraustrorhynchus,TRUE,FALSE,FALSE,155334,155334,NA,2068798
Utelga montereyensis,NA,Species,Platyhelminthes,NA,Rhabdocoela,Koinocystididae,Utelga,TRUE,FALSE,FALSE,155806,155806,NA,NA
Neptunea ventricosa,NA,Species,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,TRUE,NA,NA,156264,156264,151119,NA
Themisto compressa,NA,Species,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,TRUE,FALSE,FALSE,156451,156451,NA,371516
Polynoe gracilis,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polynoe,TRUE,FALSE,FALSE,157540,157540,NA,NA
Eualus macilentus,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,TRUE,FALSE,FALSE,158359,158359,88712,587147
Lissodendoryx (Lissodendoryx) kyma,NA,Species,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,TRUE,FALSE,FALSE,168972,168972,NA,NA
Acanthancora cyanocrypta,NA,Species,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Acanthancora,TRUE,FALSE,FALSE,169126,169126,NA,NA
Spheciospongia confoederata,NA,Species,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,TRUE,FALSE,FALSE,170531,170531,NA,NA
Heterochone tenera,NA,Species,Porifera,Hexactinellida,Sceptrulophora,Aphrocallistidae,Heterochone,TRUE,FALSE,FALSE,171639,171639,NA,NA
Phascolion (Montuga) lutense,NA,Species,Annelida,NA,Sipuncula,Golfingiidae,Phascolion,TRUE,FALSE,FALSE,175039,175039,NA,NA
Leucon (Diaphonoleucon) declivis,NA,Species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Leucon,TRUE,TRUE,FALSE,182325,182325,NA,NA
Bathymodiolus thermophilus,NA,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,TRUE,NA,NA,183000,183000,31810,12966
Phasianella solida,NA,Species,Mollusca,Gastropoda,Trochida,Phasianellidae,Phasianella,TRUE,NA,NA,208625,208625,81522,335754
Octopus cyanea,NA,Species,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,TRUE,NA,FALSE,210788,210788,26428,34525
Gaetanus kruppii,NA,Species,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,TRUE,FALSE,FALSE,221290,221290,NA,507449
