species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Epiactis prolifera,NA,Species,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,TRUE,NA,NA,283435,283435,324508,160221
Americhelidium rectipalmum,NA,Species,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium,TRUE,FALSE,FALSE,546997,546997,NA,NA
Asterias amurensis,NA,Species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,TRUE,FALSE,FALSE,254497,254497,24751,7602
Tricellaria occidentalis,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,TRUE,FALSE,FALSE,395061,395061,400069,991043
Acantholithodes hispidus,NA,Species,Arthropoda,Malacostraca,Decapoda,Hapalogastridae,Acantholithodes,TRUE,FALSE,FALSE,590103,590103,NA,397923
Aequorea victoria,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,TRUE,NA,NA,283998,283998,590935,6100
Paleanotus bellis,NA,Species,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Paleanotus,TRUE,FALSE,FALSE,334328,334328,786506,2172709
Praxillella gracilis,NA,Species,Annelida,Polychaeta,NA,Maldanidae,Praxillella,TRUE,FALSE,FALSE,130324,130324,516099,1818039
Rhepoxynius daboius,NA,Species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,TRUE,FALSE,FALSE,549006,549006,NA,NA
Euphilomedes producta,NA,Species,Arthropoda,Ostracoda,Myodocopida,Philomedidae,Euphilomedes,TRUE,FALSE,FALSE,451226,451226,374263,NA
Echinoclathria beringensis,NA,Species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Echinoclathria,TRUE,FALSE,FALSE,167912,167912,NA,NA
Syllis heterochaeta,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,TRUE,FALSE,FALSE,195998,195998,NA,NA
Chionoecetes opilio,NA,Species,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,TRUE,FALSE,FALSE,107315,107315,25191,41210
Hermissenda crassicornis,NA,Species,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,TRUE,NA,NA,367883,367883,387491,205593
Henricia aspera,NA,Species,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,TRUE,FALSE,FALSE,369100,369100,220901,NA
Eupentacta quinquesemita,NA,Species,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,TRUE,FALSE,FALSE,529305,529305,33452,42394
Myosotella myosotis,NA,Species,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Myosotella,TRUE,FALSE,FALSE,139673,139673,164637,252580
Sagenaster evermanni,NA,Species,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,Sagenaster,TRUE,FALSE,FALSE,254775,254775,218331,869242
Upogebia pugettensis,NA,Species,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,TRUE,FALSE,FALSE,367757,367757,607488,1882547
Gattyana treadwelli,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Gattyana,TRUE,FALSE,FALSE,254738,254738,NA,NA
Macoma elimata,NA,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,TRUE,NA,NA,582757,582757,600765,NA
Paciocinebrina interfossa,NA,Species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Paciocinebrina,TRUE,NA,FALSE,1329778,1329778,NA,NA
Myxilla (Myxilla) incrustans,NA,Species,Porifera,Demospongiae,Poecilosclerida,Myxillidae,Myxilla,TRUE,FALSE,FALSE,169466,169466,NA,NA
Cirriformia spirabrancha,NA,Species,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirriformia,TRUE,FALSE,FALSE,332700,332700,NA,NA
Diastylis pellucida,NA,Species,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,TRUE,TRUE,FALSE,181974,181974,370394,NA
Anguillosyllis inornata,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,TRUE,FALSE,FALSE,1442152,1442152,NA,NA
Melita nitida,NA,Species,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,TRUE,FALSE,FALSE,146922,146922,26463,315598
Dytaster gilberti,NA,Species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,TRUE,FALSE,FALSE,380342,380342,NA,NA
Fabia subquadrata,NA,Species,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Fabia,TRUE,FALSE,FALSE,445132,445132,197655,504422
Keenaea centifilosa,NA,Species,Mollusca,Bivalvia,Cardiida,Cardiidae,Keenaea,TRUE,FALSE,FALSE,746069,746069,NA,NA
Neostylidium eschrichtii,NA,Species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Neostylidium,TRUE,FALSE,FALSE,744620,744620,600855,NA
Hyperoche medusarum,NA,Species,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperoche,TRUE,FALSE,FALSE,103256,103256,153435,472258
Sigambra bassi,NA,Species,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,TRUE,FALSE,FALSE,157568,157568,497243,NA
Pseudosagitta maxima,NA,Species,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,TRUE,FALSE,FALSE,105445,105445,216072,1686019
Malmgrenia lunulata,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia,TRUE,FALSE,FALSE,155194,155194,NA,NA
Pagurus granosimanus,NA,Species,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,TRUE,FALSE,FALSE,366694,366694,395163,519093
Pseudochitinopoma occidentalis,NA,Species,Annelida,Polychaeta,Sabellida,Serpulidae,Pseudochitinopoma,TRUE,NA,NA,369262,369262,808433,356926
Amathia gracilis,NA,Species,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,TRUE,FALSE,FALSE,851589,851589,758864,560980
Clathria (Microciona) pennata,NA,Species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,TRUE,FALSE,FALSE,167672,167672,NA,NA
Nephtys caeca,NA,Species,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,TRUE,FALSE,FALSE,130355,130355,377875,714603
Nephtys punctata,NA,Species,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,TRUE,FALSE,FALSE,254751,254751,NA,NA
Exogone (Parexogone) molesta,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,TRUE,FALSE,FALSE,333450,333450,NA,NA
Conopeum tenuissimum,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Conopeum,TRUE,FALSE,FALSE,159808,159808,506676,864786
Malmgreniella macginitiei,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgreniella,TRUE,FALSE,FALSE,329206,329206,NA,NA
Eumida longicornuta,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida,TRUE,FALSE,FALSE,333284,333284,299354,1261549
Pilargis maculata,NA,Species,Annelida,Polychaeta,Phyllodocida,Pilargidae,Pilargis,TRUE,FALSE,FALSE,330655,330655,NA,NA
Phyllodoce longipes,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,TRUE,FALSE,FALSE,130673,130673,NA,329442
Micronereis nanaimoensis,NA,Species,Annelida,Polychaeta,Phyllodocida,Nereididae,Micronereis,TRUE,FALSE,FALSE,329379,329379,205831,868089
Elthusa vulgaris,NA,Species,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Elthusa,TRUE,FALSE,FALSE,256803,256803,104999,432128
Scalibregma californicum,NA,Species,Annelida,Polychaeta,NA,Scalibregmatidae,Scalibregma,TRUE,FALSE,FALSE,331210,331210,370484,NA
Elassochirus tenuimanus,NA,Species,Arthropoda,Malacostraca,Decapoda,Paguridae,Elassochirus,TRUE,FALSE,FALSE,366322,366322,722672,1933395
Boreocingula martyni,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Boreocingula,TRUE,FALSE,FALSE,254636,254636,NA,NA
Beroe cucumis,NA,Species,Ctenophora,Nuda,Beroida,Beroidae,Beroe,TRUE,FALSE,FALSE,106358,106358,381311,31167
Cirratulus cirratus,NA,Species,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulus,TRUE,FALSE,FALSE,129959,129959,205827,394749
Pista cristata,NA,Species,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,TRUE,FALSE,FALSE,131516,131516,164286,279652
Eteone leptotes,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,TRUE,FALSE,FALSE,327530,327530,NA,NA
Hobsonia florida,NA,Species,Annelida,Polychaeta,Terebellida,Ampharetidae,Hobsonia,TRUE,FALSE,TRUE,333624,333624,NA,356786
Cucumaria vegae,NA,Species,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,TRUE,FALSE,FALSE,241810,241810,33460,42202
Scoloplos acmeceps,NA,Species,Annelida,Polychaeta,NA,Orbiniidae,Scoloplos,TRUE,FALSE,FALSE,337437,337437,807532,273007
Stelletta clarella,NA,Species,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,TRUE,FALSE,FALSE,169914,169914,238432,1006789
Acanthamunnopsis milleri,NA,Species,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Acanthamunnopsis,TRUE,FALSE,FALSE,258647,258647,164190,471300
Crepipatella dorsata,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepipatella,TRUE,FALSE,FALSE,745701,745701,104470,397599
Tonicella insignis,NA,Species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,TRUE,NA,NA,386440,386440,495423,1421152
Travisia brevis,NA,Species,Annelida,Polychaeta,NA,Travisiidae,Travisia,TRUE,FALSE,FALSE,332630,332630,299368,321962
Mopalia ciliata,NA,Species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,TRUE,NA,NA,386342,386342,105237,413423
Mopalia muscosa,NA,Species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,TRUE,NA,NA,386353,386353,30135,256104
Polycirrus californicus,NA,Species,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,TRUE,FALSE,FALSE,330867,330867,NA,NA
Delectopecten vancouverensis,NA,Species,Mollusca,Bivalvia,Pectinida,Pectinidae,Delectopecten,TRUE,NA,NA,391795,391795,799832,1048600
Urticina crassicornis,NA,Species,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,TRUE,NA,NA,100832,100832,33441,45621
Pagurus kennerlyi,NA,Species,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,TRUE,FALSE,FALSE,366712,366712,NA,1933390
Sigambra setosa,NA,Species,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,TRUE,FALSE,FALSE,331930,331930,NA,NA
Clymenella zonalis,NA,Species,Annelida,Polychaeta,NA,Maldanidae,Clymenella,TRUE,NA,NA,157320,157320,544202,2461442
Eteone longa,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,TRUE,FALSE,FALSE,130616,130616,190325,195259
Myriochele gracilis,NA,Species,Annelida,Polychaeta,NA,Oweniidae,Myriochele,TRUE,FALSE,FALSE,329068,329068,NA,NA
Eranno bicirrata,NA,Species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Eranno,TRUE,FALSE,FALSE,332792,332792,NA,NA
Cistenides granulata,NA,Species,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,TRUE,FALSE,FALSE,238377,238377,544291,NA
Schizoporella unicornis,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,TRUE,FALSE,FALSE,111538,111538,NA,NA
Polyorchis penicillatus,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Polyorchis,TRUE,NA,NA,290843,290843,516118,6091
Ampithoe lacertosa,NA,Species,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,TRUE,FALSE,FALSE,423106,423106,314183,429030
Aricidea (Acmira) simplex,NA,Species,Annelida,Polychaeta,NA,Paraonidae,Aricidea,TRUE,FALSE,FALSE,333037,333037,NA,NA
Histodermella kagigunensis,NA,Species,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Histodermella,TRUE,FALSE,FALSE,736899,736899,NA,NA
Guitarra abbotti,NA,Species,Porifera,Demospongiae,Poecilosclerida,Guitarridae,Guitarra,TRUE,FALSE,FALSE,168399,168399,NA,NA
Eudorellopsis longirostris,NA,Species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorellopsis,TRUE,TRUE,FALSE,182302,182302,NA,NA
Solmundella bitentaculata,NA,Species,Cnidaria,Hydrozoa,Narcomedusae,Solmundaeginidae,Solmundella,TRUE,FALSE,FALSE,117267,117267,654129,497513
Scleroplax schmitti,NA,Species,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Scleroplax,TRUE,FALSE,FALSE,1424669,1424669,NA,NA
Spio filicornis,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Spio,TRUE,FALSE,TRUE,131183,131183,666845,990114
Bugulina stolonifera,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,TRUE,FALSE,FALSE,834018,834018,758885,192920
Rhepoxynius boreovariatus,NA,Species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,TRUE,FALSE,FALSE,549005,549005,NA,NA
Macoploma yoldiformis,NA,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoploma,TRUE,NA,NA,879988,879988,NA,NA
Mopalia lignosa,NA,Species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,TRUE,NA,NA,386349,386349,105221,413426
Nuculana minuta,NA,Species,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Nuculana,TRUE,NA,NA,140577,140577,30939,120444
Nearchaster (Nearchaster) aciculosus,NA,Species,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Nearchaster,TRUE,FALSE,FALSE,380816,380816,NA,NA
Cidarina cidaris,NA,Species,Mollusca,Gastropoda,Seguenziida,Calliotropidae,Cidarina,TRUE,NA,NA,528712,528712,159962,1421109
Rhynchospio glutaea,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Rhynchospio,TRUE,FALSE,FALSE,174830,174830,715078,1495100
Crepidula convexa,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,TRUE,NA,NA,160228,160228,31980,171532
Owenia collaris,NA,Species,Annelida,Polychaeta,NA,Oweniidae,Owenia,TRUE,FALSE,FALSE,334327,334327,807891,398492
Chaetozone lunula,NA,Species,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,TRUE,FALSE,FALSE,327424,327424,NA,NA
Nucella canaliculata,NA,Species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,TRUE,NA,NA,404205,404205,30741,51627
Cardiomya planetica,NA,Species,Mollusca,Bivalvia,NA,Cuspidariidae,Cardiomya,TRUE,NA,NA,408487,408487,NA,NA
Kellia suborbicularis,NA,Species,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kellia,TRUE,NA,NA,140161,140161,495427,1421129
Prionospio pygmaeus,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,TRUE,FALSE,FALSE,338539,338539,NA,NA
Gadila aberrans,NA,Species,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,TRUE,NA,NA,344321,344321,30824,235480
Petrolisthes cinctipes,NA,Species,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,TRUE,TRUE,FALSE,431841,431841,8488,88211
Rhithropanopeus harrisii,NA,Species,Arthropoda,Malacostraca,Decapoda,Panopeidae,Rhithropanopeus,TRUE,TRUE,FALSE,107414,107414,8362,108123
Modiolus modiolus,NA,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,TRUE,NA,NA,140467,140467,211199,40256
Celleporella hyalina,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Celleporella,TRUE,FALSE,FALSE,111397,111397,103314,60593
Aricidea (Strelzovia) antennata,NA,Species,Annelida,Polychaeta,NA,Paraonidae,Aricidea,TRUE,FALSE,FALSE,734520,734520,NA,NA
Archaeomysis grebnitzkii,NA,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Archaeomysis,TRUE,TRUE,NA,226485,226485,91918,401108
Cystechinus loveni,NA,Species,Echinodermata,Echinoidea,Holasteroida,Urechinidae,Cystechinus,TRUE,FALSE,FALSE,568594,568594,NA,NA
Crangon dalli,NA,Species,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,TRUE,FALSE,FALSE,254486,254486,NA,NA
Pista brevibranchiata,NA,Species,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,TRUE,FALSE,FALSE,330754,330754,299373,NA
Euphysa flammea,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,TRUE,FALSE,FALSE,117562,117562,303009,588327
Solaster paxillatus,NA,Species,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,TRUE,FALSE,FALSE,292727,292727,140196,655539
Yoldia myalis,NA,Species,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,TRUE,NA,NA,157006,157006,495413,129187
Branchinotogluma tunnicliffeae,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchinotogluma,TRUE,NA,NA,767075,767075,853486,NA
Myriochele olgae,NA,Species,Annelida,Polychaeta,NA,Oweniidae,Myriochele,TRUE,FALSE,FALSE,329073,329073,700415,NA
Cyanoplax dentiens,NA,Species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Cyanoplax,TRUE,FALSE,FALSE,386414,386414,105250,413415
Calliopius pacificus,NA,Species,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Calliopius,TRUE,NA,NA,430720,430720,NA,NA
Acartia (Acartiura) hudsonica,NA,Species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,TRUE,FALSE,FALSE,149751,149751,NA,NA
Opisthoteuthis californiana,NA,Species,Mollusca,Cephalopoda,Octopoda,Opisthoteuthidae,Opisthoteuthis,TRUE,NA,FALSE,342092,342092,600844,167140
Mytilus galloprovincialis,NA,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,TRUE,FALSE,FALSE,140481,140481,26340,29158
Terebratulina unguicula,NA,Species,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,TRUE,NA,NA,235529,235529,NA,151082
Sphaerodoropsis sphaerulifer,NA,Species,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodoropsis,TRUE,FALSE,FALSE,254759,254759,NA,NA
Sericosura verenae,NA,Species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sericosura,TRUE,FALSE,FALSE,407708,407708,500240,NA
Eualus biunguis,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,TRUE,FALSE,FALSE,423365,423365,9198,397950
Pandora bilirata,NA,Species,Mollusca,Bivalvia,NA,Pandoridae,Pandora,TRUE,NA,NA,506826,506826,600776,2172710
Marphysa sanguinea,NA,Species,Annelida,Polychaeta,Eunicida,Eunicidae,Marphysa,TRUE,FALSE,FALSE,130075,130075,28563,167828
Themisto libellula,NA,Species,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,TRUE,FALSE,FALSE,156452,156452,8764,587162
Magelona berkeleyi,NA,Species,Annelida,Polychaeta,NA,Magelonidae,Magelona,TRUE,FALSE,FALSE,329125,329125,NA,1490213
Orbiniella nuda,NA,Species,Annelida,Polychaeta,NA,Orbiniidae,Orbiniella,TRUE,FALSE,FALSE,329840,329840,NA,NA
Lepidozona mertensii,NA,Species,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,TRUE,FALSE,FALSE,386048,386048,30139,256066
Cheirimedeia zotea,NA,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Cheirimedeia,TRUE,NA,NA,431414,431414,NA,NA
Serpula columbiana,NA,Species,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,TRUE,FALSE,FALSE,338088,338088,205777,357160
Chaetoderma argenteum,NA,Species,Mollusca,Caudofoveata,Chaetodermatida,Chaetodermatidae,Chaetoderma,TRUE,NA,NA,545006,545006,NA,NA
Heptacarpus stimpsoni,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Heptacarpus,TRUE,FALSE,FALSE,515267,515267,NA,NA
Sphaerodoropsis sexantennella,NA,Species,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodoropsis,TRUE,FALSE,FALSE,331990,331990,NA,NA
Sphaerosyllis ranunculus,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis,TRUE,FALSE,FALSE,332025,332025,NA,NA
Bradabyssa villosa,NA,Species,Annelida,Polychaeta,Terebellida,Flabelligeridae,Bradabyssa,TRUE,FALSE,FALSE,1355594,1355594,NA,NA
Halichondria (Eumastia) sitiens,NA,Species,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,TRUE,FALSE,FALSE,165789,165789,NA,NA
Spirontocaris prionota,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,TRUE,FALSE,FALSE,515336,515336,277586,2172715
Pseudarchaster dissonus,NA,Species,Echinodermata,Asteroidea,Paxillosida,Pseudarchasteridae,Pseudarchaster,TRUE,FALSE,FALSE,370836,370836,140237,1037270
Minolia peramabilis,NA,Species,Mollusca,Gastropoda,Trochida,Solariellidae,Minolia,TRUE,FALSE,FALSE,1376095,1376095,NA,NA
Hemipodia simplex,NA,Species,Annelida,Polychaeta,Phyllodocida,Glyceridae,Hemipodia,TRUE,FALSE,FALSE,333592,333592,705515,1746056
Lottia instabilis,NA,Species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,NA,NA,510025,510025,801294,NA
Paguristes turgidus,NA,Species,Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,TRUE,FALSE,FALSE,368303,368303,8377,177240
Leucilla nuttingi,NA,Species,Porifera,Calcarea,Leucosolenida,Amphoriscidae,Leucilla,TRUE,FALSE,FALSE,164219,164219,237717,73653
Boccardia pugettensis,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,TRUE,FALSE,FALSE,327251,327251,NA,NA
Bradyidius saanichi,NA,Species,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,TRUE,FALSE,FALSE,346179,346179,NA,NA
Cryptonatica affinis,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,TRUE,NA,NA,140525,140525,449243,1421112
Euchone incolor,NA,Species,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone,TRUE,FALSE,FALSE,155202,155202,NA,NA
Callogorgia compressa,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Callogorgia,TRUE,FALSE,FALSE,292043,292043,NA,NA
Sinocorophium heteroceratum,NA,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,TRUE,NA,NA,431368,431368,299384,NA
Lirularia succincta,NA,Species,Mollusca,Gastropoda,Trochida,Trochidae,Lirularia,TRUE,NA,NA,528721,528721,495436,55012
Calocalanus styliremis,NA,Species,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,TRUE,FALSE,FALSE,104673,104673,668273,1281428
Thysanocardia procera,NA,Species,Annelida,NA,Sipuncula,Golfingiidae,Thysanocardia,TRUE,FALSE,FALSE,136063,136063,NA,NA
Marenzelleria viridis,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Marenzelleria,TRUE,NA,TRUE,131135,131135,78932,70924
Ophiopholis bakeri,NA,Species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,TRUE,FALSE,FALSE,243913,243913,NA,NA
Ampharete labrops,NA,Species,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,TRUE,FALSE,FALSE,326317,326317,205826,868022
Argis levior,NA,Species,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,TRUE,FALSE,FALSE,515539,515539,797844,1930628
Palaemon macrodactylus,NA,Species,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,TRUE,TRUE,FALSE,181372,181372,500011,390956
Glycymeris septentrionalis,NA,Species,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymeris,TRUE,FALSE,FALSE,504512,504512,495418,1421125
Alia carinata,NA,Species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Alia,TRUE,NA,NA,511703,511703,495451,1421181
Microsetella rosea,NA,Species,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella,TRUE,FALSE,FALSE,116116,116116,326843,NA
Cucumaria piperata,NA,Species,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,TRUE,FALSE,FALSE,529459,529459,33454,42204
Amphipholis squamata,NA,Species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,TRUE,TRUE,FALSE,125064,125064,84451,48271
Didemnum vexillum,NA,Species,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,TRUE,FALSE,FALSE,250126,250126,247193,516032
Ampelisca agassizi,NA,Species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,TRUE,FALSE,FALSE,158021,158021,370388,NA
Ptychogena lactea,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Ptychogena,TRUE,NA,NA,117728,117728,599783,1538289
Anthopleura artemisia,NA,Species,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,TRUE,NA,NA,283337,283337,526158,160216
Patinopecten caurinus,NA,Species,Mollusca,Bivalvia,Pectinida,Pectinidae,Patinopecten,TRUE,FALSE,FALSE,393720,393720,81994,294744
Granulina margaritula,NA,Species,Mollusca,Gastropoda,Neogastropoda,Granulinidae,Granulina,TRUE,NA,NA,550134,550134,600862,NA
Ampelisca macrocephala,NA,Species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,TRUE,FALSE,FALSE,101908,101908,88669,2219843
Cossura candida,NA,Species,Annelida,Polychaeta,NA,Cossuridae,Cossura,TRUE,FALSE,FALSE,326847,326847,NA,273015
Turtonia minuta,NA,Species,Mollusca,Bivalvia,Venerida,Veneridae,Turtonia,TRUE,NA,NA,141875,141875,83142,345469
Podarkeopsis perkinsi,NA,Species,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,TRUE,FALSE,FALSE,330827,330827,NA,1675620
Eulalia viridis,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,TRUE,FALSE,FALSE,130639,130639,214520,251455
Nicomache venticola,NA,Species,Annelida,Polychaeta,NA,Maldanidae,Nicomache,TRUE,FALSE,FALSE,329812,329812,853487,1964455
Grandifoxus grandis,NA,Species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Grandifoxus,TRUE,FALSE,FALSE,548986,548986,NA,NA
Ascidia callosa,NA,Species,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,TRUE,NA,FALSE,103700,103700,807876,NA
Maculaura alaskensis,NA,Species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Maculaura,TRUE,FALSE,FALSE,894172,894172,852484,187798
