found_taxa,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Porichthys myriaster,Porichthys myriaster,accepted,Porichthys myriaster,NA,species,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,TRUE,FALSE,FALSE,275657,275657,25258,262771,Southern California Bight
Icelinus quadriseriatus,Icelinus quadriseriatus,accepted,Icelinus quadriseriatus,NA,species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281141,281141,76459,305510,Southern California Bight
Prionace glauca,Prionace glauca,accepted,Prionace glauca,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,TRUE,TRUE,FALSE,105801,105801,12783,7815,Southern California Bight
Sebastes caurinus,Sebastes caurinus,accepted,Sebastes caurinus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274780,274780,33903,72063,Southern California Bight
Ceratoscopelus townsendi,Ceratoscopelus townsendi,accepted,Ceratoscopelus townsendi,NA,species,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,TRUE,FALSE,FALSE,272656,272656,125476,875772,Southern California Bight
Scopelogadus bispinosus,Scopelogadus bispinosus,accepted,Scopelogadus bispinosus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Scopelogadus,TRUE,FALSE,FALSE,306621,306621,151697,319445,Southern California Bight
Leptocottus armatus,Leptocottus armatus,accepted,Leptocottus armatus,NA,species,Actinopteri,Perciformes,Cottidae,Leptocottus,TRUE,TRUE,FALSE,254345,254345,59606,214925,Southern California Bight
Protomyctophum crockeri,Protomyctophum crockeri,accepted,Protomyctophum crockeri,NA,species,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,TRUE,FALSE,FALSE,272731,272731,125480,91656,Southern California Bight
Urobatis halleri,Urobatis halleri,accepted,Urobatis halleri,NA,species,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,TRUE,FALSE,FALSE,283085,283085,754144,86675,Southern California Bight
Hypsoblennius gilberti,Hypsoblennius gilberti,accepted,Hypsoblennius gilberti,NA,species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,FALSE,FALSE,276324,276324,758039,57812,Southern California Bight
Sebastolobus altivelis,Sebastolobus altivelis,accepted,Sebastolobus altivelis,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282741,282741,33887,8110,Southern California Bight
Sebastes serranoides,Sebastes serranoides,accepted,Sebastes serranoides,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274852,274852,160600,72102,Southern California Bight
Hippoglossina stomata,Hippoglossina stomata,accepted,Hippoglossina stomata,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Hippoglossina,TRUE,FALSE,FALSE,275827,275827,125601,1154596,Southern California Bight
Argyropelecus lychnus,Argyropelecus lychnus,accepted,Argyropelecus lychnus,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,158836,158836,89103,875771,Southern California Bight
Oligocottus snyderi,Oligocottus snyderi,accepted,Oligocottus snyderi,NA,species,Actinopteri,Perciformes,Cottidae,Oligocottus,TRUE,FALSE,FALSE,281875,281875,125661,459052,Southern California Bight
Amphistichus argenteus,Amphistichus argenteus,accepted,Amphistichus argenteus,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,TRUE,FALSE,FALSE,279594,279594,140356,100186,Southern California Bight
Pleuronichthys ritteri,Pleuronichthys ritteri,accepted,Pleuronichthys ritteri,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282294,282294,125508,320380,Southern California Bight
Sebastes rubrivinctus,Sebastes rubrivinctus,accepted,Sebastes rubrivinctus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274845,274845,140740,72099,Southern California Bight
Sagamichthys abei,Sagamichthys abei,accepted,Sagamichthys abei,NA,species,Actinopteri,Alepocephaliformes,Platytroctidae,Sagamichthys,TRUE,FALSE,FALSE,234630,234630,33975,319782,Southern California Bight
Sebastes melanostomus,Sebastes melanostomus,accepted,Sebastes melanostomus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274819,274819,140830,72086,Southern California Bight
Neoclinus blanchardi,Neoclinus blanchardi,accepted,Neoclinus blanchardi,NA,species,Actinopteri,Blenniiformes,Chaenopsidae,Neoclinus,TRUE,FALSE,FALSE,281679,281679,76445,57830,Southern California Bight
Argentina sialis,Argentina sialis,accepted,Argentina sialis,NA,species,Actinopteri,Argentiniformes,Argentinidae,Argentina,TRUE,TRUE,FALSE,272897,272897,71904,260512,Southern California Bight
Peprilus simillimus,Peprilus simillimus,accepted,Peprilus simillimus,NA,species,Actinopteri,Perciformes,Stromateidae,Peprilus,TRUE,FALSE,FALSE,276563,276563,125550,320412,Southern California Bight
Menticirrhus undulatus,Menticirrhus undulatus,accepted,Menticirrhus undulatus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,TRUE,FALSE,FALSE,276150,276150,125527,320396,Southern California Bight
Trachipterus altivelis,Trachipterus altivelis,accepted,Trachipterus altivelis,NA,species,Actinopteri,Lampriformes,Trachipteridae,Trachipterus,TRUE,FALSE,FALSE,272531,272531,125556,320416,Southern California Bight
Anchoa compressa,Anchoa compressa,accepted,Anchoa compressa,NA,species,Actinopteri,Clupeiformes,Engraulidae,Anchoa,TRUE,TRUE,FALSE,275512,275512,76479,307589,Southern California Bight
Myliobatis californica,Myliobatis californica,accepted,Myliobatis californica,NA,species,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,TRUE,FALSE,FALSE,271485,271485,125487,319543,Southern California Bight
Ophiodon elongatus,Ophiodon elongatus,accepted,Ophiodon elongatus,NA,species,Actinopteri,Perciformes,Hexagrammidae,Ophiodon,TRUE,FALSE,FALSE,240745,240745,17835,225387,Southern California Bight
Leiocottus hirundo,Leiocottus hirundo,accepted,Leiocottus hirundo,NA,species,Actinopteri,Perciformes,Cottidae,Leiocottus,TRUE,FALSE,FALSE,281282,281282,503708,459049,Southern California Bight
Ruscarius creaseri,Ruscarius creaseri,accepted,Ruscarius creaseri,NA,species,Actinopteri,Perciformes,Cottidae,Ruscarius,TRUE,FALSE,FALSE,282636,282636,125567,320607,Southern California Bight
Cephaloscyllium ventriosum,Cephaloscyllium ventriosum,accepted,Cephaloscyllium ventriosum,NA,species,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,TRUE,FALSE,FALSE,277105,277105,92272,740693,Southern California Bight
Zalembius rosaceus,Zalembius rosaceus,accepted,Zalembius rosaceus,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Zalembius,TRUE,FALSE,FALSE,283202,283202,140361,100204,Southern California Bight
Vinciguerria lucetia,Vinciguerria lucetia,accepted,Vinciguerria lucetia,NA,species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,274961,274961,452597,875782,Southern California Bight
Zaniolepis latipinnis,Zaniolepis latipinnis,accepted,Zaniolepis latipinnis,NA,species,Actinopteri,Perciformes,Hexagrammidae,Zaniolepis,TRUE,FALSE,FALSE,283209,283209,140736,283621,Southern California Bight
Xeneretmus latifrons,Xeneretmus latifrons,accepted,Xeneretmus latifrons,NA,species,Actinopteri,Perciformes,Agonidae,Xeneretmus,TRUE,FALSE,FALSE,283171,283171,33909,274780,Southern California Bight
Ilypnus gilberti,Ilypnus gilberti,accepted,Ilypnus gilberti,NA,species,Actinopteri,Gobiiformes,Gobiidae,Ilypnus,TRUE,FALSE,FALSE,281174,281174,758038,185744,Southern California Bight
Quietula y-cauda,Quietula y-cauda,accepted,Quietula y-cauda,NA,species,Actinopteri,Gobiiformes,Gobiidae,Quietula,TRUE,TRUE,FALSE,282537,282537,76494,185748,Southern California Bight
Alloclinus holderi,Alloclinus holderi,accepted,Alloclinus holderi,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Alloclinus,TRUE,FALSE,FALSE,279560,279560,125464,314245,Southern California Bight
Chilara taylori,Chilara taylori,accepted,Chilara taylori,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Chilara,TRUE,TRUE,FALSE,280146,280146,82766,274688,Southern California Bight
Oligocottus rubellio,Oligocottus rubellio,accepted,Oligocottus rubellio,NA,species,Actinopteri,Perciformes,Cottidae,Oligocottus,TRUE,FALSE,FALSE,281874,281874,125660,459051,Southern California Bight
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,127273,34228,88708,Southern California Bight
Typhlogobius californiensis,Typhlogobius californiensis,accepted,Typhlogobius californiensis,NA,species,Actinopteri,Gobiiformes,Gobiidae,Typhlogobius,TRUE,FALSE,FALSE,283075,283075,53792,166768,Southern California Bight
Sebastes rosaceus,Sebastes rosaceus,accepted,Sebastes rosaceus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274841,274841,140738,72096,Southern California Bight
Gibbonsia montereyensis,Gibbonsia montereyensis,accepted,Gibbonsia montereyensis,NA,species,Actinopteri,Blenniiformes,Clinidae,Gibbonsia,TRUE,FALSE,FALSE,280836,280836,125652,57803,Southern California Bight
Danaphos oculatus,Danaphos oculatus,accepted,Danaphos oculatus,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Danaphos,TRUE,FALSE,FALSE,280483,280483,503706,875787,Southern California Bight
Sebastes constellatus,Sebastes constellatus,accepted,Sebastes constellatus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274783,274783,160591,72066,Southern California Bight
Isurus oxyrinchus,Isurus oxyrinchus,accepted,Isurus oxyrinchus,NA,species,Elasmobranchii,Lamniformes,Lamnidae,Isurus,TRUE,FALSE,FALSE,105839,105839,12675,57983,Southern California Bight
Argyropelecus hemigymnus,Argyropelecus hemigymnus,accepted,Argyropelecus hemigymnus,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,127309,127309,59409,68504,Southern California Bight
Lyopsetta exilis,Lyopsetta exilis,accepted,Lyopsetta exilis,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Lyopsetta,TRUE,FALSE,FALSE,281452,281452,15399,195626,Southern California Bight
Lythrypnus dalli,Lythrypnus dalli,accepted,Lythrypnus dalli,NA,species,Actinopteri,Gobiiformes,Gobiidae,Lythrypnus,TRUE,FALSE,FALSE,281457,281457,76492,314003,Southern California Bight
Cheilotrema saturnum,Cheilotrema saturnum,accepted,Cheilotrema saturnum,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Cheilotrema,TRUE,FALSE,FALSE,280137,280137,125523,320392,Southern California Bight
Parophrys vetulus,Parophrys vetulus,accepted,Parophrys vetulus,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Parophrys,TRUE,FALSE,FALSE,254393,254393,33893,172659,Southern California Bight
Pseudobatos productus,Pseudobatos productus,accepted,Pseudobatos productus,NA,species,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,TRUE,TRUE,FALSE,1043469,1043469,NA,170824,Southern California Bight
Sebastes wilsoni,Sebastes wilsoni,accepted,Sebastes wilsoni,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274868,274868,10713,72107,Southern California Bight
Sternoptyx obscura,Sternoptyx obscura,accepted,Sternoptyx obscura,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,275004,275004,59296,81875,Southern California Bight
Sebastes dallii,Sebastes dallii,accepted,Sebastes dallii,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274786,274786,160599,394690,Southern California Bight
Stereolepis gigas,Stereolepis gigas,accepted,Stereolepis gigas,NA,species,Actinopteri,Acropomatiformes,Polyprionidae,Stereolepis,TRUE,FALSE,FALSE,282884,282884,125511,184449,Southern California Bight
Eptatretus stoutii,Eptatretus stoutii,accepted,Eptatretus stoutii,NA,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279298,279298,60117,7765,Southern California Bight
Lycodes pacificus,Lycodes pacificus,accepted,Lycodes pacificus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274116,274116,11376,1772091,Southern California Bight
Sebastes umbrosus,Sebastes umbrosus,accepted,Sebastes umbrosus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274862,274862,160598,72105,Southern California Bight
Citharichthys xanthostigma,Citharichthys xanthostigma,accepted,Citharichthys xanthostigma,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275699,275699,125499,195600,Southern California Bight
Symphurus atricauda,Symphurus atricauda,accepted,Symphurus atricauda,NA,species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,305635,305635,750773,NA,Southern California Bight
Sebastes diploproa,Sebastes diploproa,accepted,Sebastes diploproa,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274787,274787,10781,72069,Southern California Bight
Triakis semifasciata,Triakis semifasciata,accepted,Triakis semifasciata,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,TRUE,TRUE,FALSE,279060,279060,122048,30493,Southern California Bight
Ulvicola sanctaerosae,Ulvicola sanctaerosae,accepted,Ulvicola sanctaerosae,NA,species,Actinopteri,Perciformes,Pholidae,Ulvicola,TRUE,FALSE,FALSE,322270,322270,NA,NA,Southern California Bight
Symphurus atricaudus,Symphurus atricaudus,accepted,Symphurus atricaudus,NA,species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,274234,274234,NA,305513,Southern California Bight
Anchoa delicatissima,Anchoa delicatissima,accepted,Anchoa delicatissima,NA,species,Actinopteri,Clupeiformes,Engraulidae,Anchoa,TRUE,TRUE,FALSE,275515,275515,76480,332922,Southern California Bight
Acanthogobius flavimanus,Acanthogobius flavimanus,accepted,Acanthogobius flavimanus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,TRUE,TRUE,TRUE,279475,279475,52653,86203,Southern California Bight
Sebastes levis,Sebastes levis,accepted,Sebastes levis,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274812,274812,140835,72083,Southern California Bight
Pleuronichthys coenosus,Pleuronichthys coenosus,accepted,Pleuronichthys coenosus,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282290,282290,33921,269452,Southern California Bight
Lythrypnus zebra,Lythrypnus zebra,accepted,Lythrypnus zebra,NA,species,Actinopteri,Gobiiformes,Gobiidae,Lythrypnus,TRUE,FALSE,FALSE,281472,281472,125568,320610,Southern California Bight
Hypsoblennius jenkinsi,Hypsoblennius jenkinsi,accepted,Hypsoblennius jenkinsi,NA,species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,FALSE,FALSE,276328,276328,471665,879500,Southern California Bight
Melanostigma pammelas,Melanostigma pammelas,accepted,Melanostigma pammelas,NA,species,Actinopteri,Perciformes,Zoarcidae,Melanostigma,TRUE,FALSE,FALSE,274134,274134,33999,557412,Southern California Bight
Eucyclogobius newberryi,Eucyclogobius newberryi,accepted,Eucyclogobius newberryi,NA,species,Actinopteri,Gobiiformes,Gobiidae,Eucyclogobius,TRUE,TRUE,FALSE,280737,280737,53816,166745,Southern California Bight
Ophidion scrippsae,Ophidion scrippsae,accepted,Ophidion scrippsae,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Ophidion,TRUE,FALSE,FALSE,272835,272835,125491,319755,Southern California Bight
Paralabrax maculatofasciatus,Paralabrax maculatofasciatus,accepted,Paralabrax maculatofasciatus,NA,species,Actinopteri,Perciformes,Serranidae,Paralabrax,TRUE,FALSE,FALSE,282058,282058,125538,147646,Southern California Bight
Sebastes ensifer,Sebastes ensifer,accepted,Sebastes ensifer,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274790,274790,160592,72072,Southern California Bight
Chauliodus macouni,Chauliodus macouni,accepted,Chauliodus macouni,NA,species,Actinopteri,Stomiiformes,Stomiidae,Chauliodus,TRUE,FALSE,FALSE,275055,275055,33959,302055,Southern California Bight
Xystreurys liolepis,Xystreurys liolepis,accepted,Xystreurys liolepis,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Xystreurys,TRUE,FALSE,FALSE,283199,283199,125500,195660,Southern California Bight
Chitonotus pugetensis,Chitonotus pugetensis,accepted,Chitonotus pugetensis,NA,species,Actinopteri,Perciformes,Cottidae,Chitonotus,TRUE,FALSE,FALSE,280162,280162,33905,283635,Southern California Bight
Sebastes goodei,Sebastes goodei,accepted,Sebastes goodei,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,TRUE,FALSE,274798,274798,10775,72078,Southern California Bight
Parvilux ingens,Parvilux ingens,accepted,Parvilux ingens,NA,species,Actinopteri,Myctophiformes,Myctophidae,Parvilux,TRUE,FALSE,FALSE,282178,282178,503634,717805,Southern California Bight
Mugil cephalus,Mugil cephalus,accepted,Mugil cephalus,NA,species,Actinopteri,Mugiliformes,Mugilidae,Mugil,TRUE,TRUE,TRUE,126983,126983,11398,48193,Southern California Bight
Artedius lateralis,Artedius lateralis,accepted,Artedius lateralis,NA,species,Actinopteri,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279702,279702,76453,322683,Southern California Bight
Parmaturus xaniurus,Parmaturus xaniurus,accepted,Parmaturus xaniurus,NA,species,Elasmobranchii,Carcharhiniformes,Pentanchidae,Parmaturus,TRUE,FALSE,FALSE,282166,282166,92276,320401,Southern California Bight
Glyptocephalus zachirus,Glyptocephalus zachirus,accepted,Glyptocephalus zachirus,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,TRUE,FALSE,FALSE,274287,274287,17183,195612,Southern California Bight
Odontopyxis trispinosa,Odontopyxis trispinosa,accepted,Odontopyxis trispinosa,NA,species,Actinopteri,Perciformes,Agonidae,Odontopyxis,TRUE,FALSE,FALSE,281836,281836,10690,320620,Southern California Bight
Melamphaes lugubris,Melamphaes lugubris,accepted,Melamphaes lugubris,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274932,274932,33946,319444,Southern California Bight
Syngnathus exilis,Syngnathus exilis,accepted,Syngnathus exilis,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,FALSE,FALSE,275223,275223,NA,350043,Southern California Bight
Ichthyococcus irregularis,Ichthyococcus irregularis,accepted,Ichthyococcus irregularis,NA,species,Actinopteri,Stomiiformes,Phosichthyidae,Ichthyococcus,TRUE,FALSE,FALSE,274954,274954,125503,2570680,Southern California Bight
Holtbyrnia latifrons,Holtbyrnia latifrons,accepted,Holtbyrnia latifrons,NA,species,Actinopteri,Alepocephaliformes,Platytroctidae,Holtbyrnia,TRUE,FALSE,FALSE,272944,272944,125596,740696,Southern California Bight
Umbrina roncador,Umbrina roncador,accepted,Umbrina roncador,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Umbrina,TRUE,FALSE,FALSE,273802,273802,125530,320399,Southern California Bight
Platyrhinoidis triseriata,Platyrhinoidis triseriata,accepted,Platyrhinoidis triseriata,NA,species,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Platyrhinoidis,TRUE,FALSE,FALSE,282280,282280,125519,740705,Southern California Bight
Scomber japonicus,Scomber japonicus,accepted,Scomber japonicus,NA,species,Actinopteri,Scombriformes,Scombridae,Scomber,TRUE,FALSE,FALSE,127022,127022,11602,13676,Southern California Bight
Mustelus californicus,Mustelus californicus,accepted,Mustelus californicus,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271381,271381,122046,320419,Southern California Bight
Atractoscion nobilis,Atractoscion nobilis,accepted,Atractoscion nobilis,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Atractoscion,TRUE,FALSE,FALSE,278535,278535,125521,259703,Southern California Bight
Aristostomias scintillans,Aristostomias scintillans,accepted,Aristostomias scintillans,NA,species,Actinopteri,Stomiiformes,Stomiidae,Aristostomias,TRUE,FALSE,FALSE,275007,275007,34006,319440,Southern California Bight
Hexanchus griseus,Hexanchus griseus,accepted,Hexanchus griseus,NA,species,Elasmobranchii,Hexanchiformes,Hexanchidae,Hexanchus,TRUE,FALSE,FALSE,105833,105833,76504,94987,Southern California Bight
Caulolatilus princeps,Caulolatilus princeps,accepted,Caulolatilus princeps,NA,species,Actinopteri,Eupercaria incertae sedis,Malacanthidae,Caulolatilus,TRUE,FALSE,FALSE,276217,276217,125471,319437,Southern California Bight
Hydrolagus colliei,Hydrolagus colliei,accepted,Hydrolagus colliei,NA,species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,271406,271406,33914,7873,Southern California Bight
Sphyraena argentea,Sphyraena argentea,accepted,Sphyraena argentea,NA,species,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,TRUE,FALSE,FALSE,273978,273978,52786,55125,Southern California Bight
Clinocottus recalvus,Clinocottus recalvus,accepted,Clinocottus recalvus,NA,species,Actinopteri,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280222,280222,125649,283633,Southern California Bight
Lipolagus ochotensis,Lipolagus ochotensis,accepted,Lipolagus ochotensis,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,TRUE,FALSE,FALSE,281374,281374,125598,170193,Southern California Bight
Pleuronichthys decurrens,Pleuronichthys decurrens,accepted,Pleuronichthys decurrens,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282292,282292,34549,320379,Southern California Bight
Hypsoblennius gentilis,Hypsoblennius gentilis,accepted,Hypsoblennius gentilis,NA,species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,TRUE,FALSE,276323,276323,71622,57811,Southern California Bight
Apristurus brunneus,Apristurus brunneus,accepted,Apristurus brunneus,NA,species,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,TRUE,FALSE,FALSE,158512,158512,33928,428037,Southern California Bight
Lampanyctus tenuiformis,Lampanyctus tenuiformis,accepted,Lampanyctus tenuiformis,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,158898,158898,125477,319540,Southern California Bight
Artedius corallinus,Artedius corallinus,accepted,Artedius corallinus,NA,species,Actinopteri,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279699,279699,76452,283624,Southern California Bight
Strongylura exilis,Strongylura exilis,accepted,Strongylura exilis,NA,species,Actinopteri,Beloniformes,Belonidae,Strongylura,TRUE,TRUE,TRUE,275978,275978,NA,129062,Southern California Bight
Kyphosus azureus,Kyphosus azureus,accepted,Kyphosus azureus,NA,species,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,1019728,1019728,758036,NA,Southern California Bight
Nemichthys scolopaceus,Nemichthys scolopaceus,accepted,Nemichthys scolopaceus,NA,species,Actinopteri,Anguilliformes,Nemichthyidae,Nemichthys,TRUE,FALSE,FALSE,126306,126306,34569,118170,Southern California Bight
Lestidiops ringens,Lestidiops ringens,accepted,Lestidiops ringens,NA,species,Actinopteri,Aulopiformes,Paralepididae,Lestidiops,TRUE,FALSE,FALSE,272096,272096,125494,319759,Southern California Bight
Myctophum nitidulum,Myctophum nitidulum,accepted,Myctophum nitidulum,NA,species,Actinopteri,Myctophiformes,Myctophidae,Myctophum,TRUE,FALSE,FALSE,126626,126626,125634,123340,Southern California Bight
Sebastes rosenblatti,Sebastes rosenblatti,accepted,Sebastes rosenblatti,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274842,274842,140831,72097,Southern California Bight
Beringraja inornata,Beringraja inornata,accepted,Beringraja inornata,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461134,1461134,NA,NA,Southern California Bight
Diogenichthys atlanticus,Diogenichthys atlanticus,accepted,Diogenichthys atlanticus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diogenichthys,TRUE,FALSE,FALSE,126599,126599,263446,123333,Southern California Bight
Icelinus cavifrons,Icelinus cavifrons,accepted,Icelinus cavifrons,NA,species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281135,281135,76457,305508,Southern California Bight
Avocettina infans,Avocettina infans,accepted,Avocettina infans,NA,species,Actinopteri,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,126304,126304,34561,121280,Southern California Bight
Sebastes ovalis,Sebastes ovalis,accepted,Sebastes ovalis,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274830,274830,160608,72092,Southern California Bight
Orthonopias triacis,Orthonopias triacis,accepted,Orthonopias triacis,NA,species,Actinopteri,Perciformes,Cottidae,Orthonopias,TRUE,FALSE,FALSE,281935,281935,76461,305512,Southern California Bight
Bathylagoides nigrigenys,Bathylagoides nigrigenys,accepted,Bathylagoides nigrigenys,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Bathylagoides,TRUE,FALSE,FALSE,712443,712443,779235,NA,Southern California Bight
Anoplopoma fimbria,Anoplopoma fimbria,accepted,Anoplopoma fimbria,NA,species,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,TRUE,FALSE,FALSE,159463,159463,13145,229290,Southern California Bight
Rimicola eigenmanni,Rimicola eigenmanni,accepted,Rimicola eigenmanni,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Rimicola,TRUE,FALSE,FALSE,282616,282616,NA,NA,Southern California Bight
Rathbunella hypoplecta,Rathbunella hypoplecta,accepted,Rathbunella hypoplecta,NA,species,Actinopteri,Perciformes,Bathymasteridae,Rathbunella,TRUE,FALSE,FALSE,282556,282556,71908,301822,Southern California Bight
Physiculus rastrelliger,Physiculus rastrelliger,accepted,Physiculus rastrelliger,NA,species,Actinopteri,Gadiformes,Moridae,Physiculus,TRUE,FALSE,FALSE,272510,272510,125603,740704,Southern California Bight
Sebastolobus alascanus,Sebastolobus alascanus,accepted,Sebastolobus alascanus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282740,282740,10767,72110,Southern California Bight
Sternoptyx diaphana,Sternoptyx diaphana,accepted,Sternoptyx diaphana,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,127314,127314,70955,81873,Southern California Bight
Talismania bifurcata,Talismania bifurcata,accepted,Talismania bifurcata,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Talismania,TRUE,FALSE,FALSE,272884,272884,34564,492049,Southern California Bight
Coryphaenoides acrolepis,Coryphaenoides acrolepis,accepted,Coryphaenoides acrolepis,NA,species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272313,272313,33884,83390,Southern California Bight
