species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Liparis tunicatus,NA,Species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,TRUE,FALSE,154825,154825,10724,420949
Eurymen gyrinus,NA,Species,Actinopteri,Perciformes,Psychrolutidae,Eurymen,TRUE,FALSE,FALSE,254565,254565,122625,980413
Lepidopus fitchi,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Lepidopus,TRUE,FALSE,FALSE,274018,274018,125625,515182
Icelinus cavifrons,NA,Species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281135,281135,76457,305508
Gigantactis vanhoeffeni,NA,Species,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,126542,126542,59463,242958
Howella sherborni,NA,Species,Actinopteri,Acropomatiformes,Howellidae,Howella,TRUE,FALSE,FALSE,126995,126995,72897,2036876
Anguilla rostrata,NA,Species,Actinopteri,Anguilliformes,Anguillidae,Anguilla,TRUE,TRUE,TRUE,158562,158562,27616,7938
Pachycara bulbiceps,NA,Species,Actinopteri,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,127121,127121,NA,NA
Lipophrys pholis,NA,Species,Actinopteri,Blenniiformes,Blenniidae,Lipophrys,TRUE,FALSE,FALSE,126768,126768,214571,56720
Luvarus imperialis,NA,Species,Actinopteri,Acanthuriformes,Luvaridae,Luvarus,TRUE,FALSE,FALSE,126974,126974,53033,75026
Icelus uncinalis,NA,Species,Actinopteri,Perciformes,Cottidae,Icelus,TRUE,FALSE,FALSE,274388,274388,NA,NA
Sebastes rosenblatti,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274842,274842,140831,72097
Rhincodon typus,NA,Species,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,TRUE,FALSE,FALSE,105847,105847,91693,259920
Ceratias holboelli,NA,Species,Actinopteri,Lophiiformes,Ceratiidae,Ceratias,TRUE,FALSE,FALSE,126537,126537,20239,206108
Sarritor leptorhynchus,NA,Species,Actinopteri,Perciformes,Agonidae,Sarritor,TRUE,FALSE,FALSE,254376,254376,140417,255539
Benthodesmus pacificus,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Benthodesmus,TRUE,FALSE,FALSE,274013,274013,NA,1738883
Lepidopus caudatus,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Lepidopus,TRUE,FALSE,FALSE,127088,127088,15345,107245
Tridentiger barbatus,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Tridentiger,FALSE,TRUE,FALSE,283044,283044,509851,88147
Sebastes umbrosus,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274862,274862,160598,72105
Caulolatilus princeps,NA,Species,Actinopteri,Eupercaria incertae sedis,Malacanthidae,Caulolatilus,TRUE,FALSE,FALSE,276217,276217,125471,319437
Cyprinodon salinus,NA,Species,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,FALSE,TRUE,TRUE,293573,293573,NA,69140
Osmerus mordax,Osmerus mordax dentex,Subspecies,Actinopteri,Osmeriformes,Osmeridae,Osmerus,TRUE,TRUE,TRUE,126737,293648,NA,476919
Ceratoscopelus warmingii,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,TRUE,FALSE,FALSE,126586,126586,52849,123251
Malacocephalus laevis,NA,Species,Actinopteri,Gadiformes,Macrouridae,Malacocephalus,TRUE,FALSE,FALSE,272392,272392,8163,630738
Ulvicola sanctaerosae,NA,Species,Actinopteri,Perciformes,Pholidae,Ulvicola,TRUE,FALSE,FALSE,322270,322270,NA,NA
Careproctus canus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274416,274416,160341,557341
Heterodontus francisci,NA,Species,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,TRUE,FALSE,FALSE,276694,276694,30389,7792
Coelorinchus scaphopsis,NA,Species,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,TRUE,FALSE,FALSE,280334,280334,125469,319433
Melanolagus bericoides,NA,Species,Actinopteri,Argentiniformes,Bathylagidae,Melanolagus,TRUE,FALSE,FALSE,126721,126721,141009,1459833
Scopeloberyx robustus,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,TRUE,FALSE,FALSE,127276,127276,70933,94934
Bathyraja violacea,NA,Species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271540,271540,33986,392425
Ichthyococcus irregularis,NA,Species,Actinopteri,Stomiiformes,Phosichthyidae,Ichthyococcus,TRUE,FALSE,FALSE,274954,274954,125503,2570680
Hemilepidotus zapus,NA,Species,Actinopteri,Perciformes,Cottidae,Hemilepidotus,TRUE,FALSE,FALSE,279414,279414,NA,274760
Cyclothone alba,NA,Species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127283,127283,359542,48442
Lestidium atlanticum,NA,Species,Actinopteri,Aulopiformes,Paralepididae,Lestidium,TRUE,FALSE,FALSE,158871,158871,140890,172140
Euprotomicrus bispinatus,NA,Species,Elasmobranchii,Squaliformes,Dalatiidae,Euprotomicrus,TRUE,FALSE,FALSE,215608,215608,76468,305515
Quietula y-cauda,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Quietula,TRUE,TRUE,FALSE,282537,282537,76494,185748
Barathronus pacificus,NA,Species,Actinopteri,Ophidiiformes,Aphyonidae,Barathronus,TRUE,FALSE,FALSE,272755,272755,805616,NA
Lampanyctus steinbecki,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272717,272717,NA,NA
Mentodus eubranchus,NA,Species,Actinopteri,Alepocephaliformes,Platytroctidae,Mentodus,TRUE,FALSE,FALSE,272950,272950,NA,NA
Triglops jordani,NA,Species,Actinopteri,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,274398,274398,465594,NA
Bathysaurus mollis,NA,Species,Actinopteri,Aulopiformes,Bathysauridae,Bathysaurus,TRUE,FALSE,FALSE,126370,126370,805613,1126214
Fundulus parvipinnis,NA,Species,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,TRUE,TRUE,FALSE,276032,276032,76481,28757
Albula vulpes,NA,Species,Actinopteri,Albuliformes,Albulidae,Albula,TRUE,TRUE,FALSE,212256,212256,10470,54909
Dolichopteryx parini,NA,Species,Actinopteri,Argentiniformes,Opisthoproctidae,Dolichopteryx,TRUE,FALSE,FALSE,272937,272937,887731,NA
Remora australis,NA,Species,Actinopteri,Carangiformes,Echeneidae,Remora,TRUE,FALSE,FALSE,126850,126850,34793,490280
Paraplagusia bilineata,NA,Species,Actinopteri,Pleuronectiformes,Cynoglossidae,Paraplagusia,TRUE,TRUE,FALSE,219858,219858,72412,NA
Lampanyctus simulator,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272716,272716,NA,NA
Dicrolene filamentosa,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Dicrolene,TRUE,FALSE,FALSE,275892,275892,483198,2048735
Argyropelecus aculeatus,NA,Species,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,127306,127306,59408,81868
Ophichthus unicolor,NA,Species,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,TRUE,FALSE,FALSE,217589,217589,269989,NA
Pteraclis aesticola,NA,Species,Actinopteri,Scombriformes,Bramidae,Pteraclis,TRUE,FALSE,FALSE,273151,273151,159998,1219345
Cheilotrema saturnum,NA,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Cheilotrema,TRUE,FALSE,FALSE,280137,280137,125523,320392
Gasterosteus aculeatus,Gasterosteus aculeatus williamsoni,Subspecies,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,TRUE,TRUE,TRUE,126505,293602,NA,481462
Lethops connectens,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Lethops,TRUE,FALSE,FALSE,240723,240723,76490,314005
Syngnathus exilis,NA,Species,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,FALSE,FALSE,275223,275223,NA,350043
Gobiesox rhessodon,NA,Species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275679,275679,76484,311527
Isurus oxyrinchus,NA,Species,Elasmobranchii,Lamniformes,Lamnidae,Isurus,TRUE,FALSE,FALSE,105839,105839,12675,57983
Caranx caballus,NA,Species,Actinopteri,Carangiformes,Carangidae,Caranx,TRUE,TRUE,FALSE,273271,273271,11567,173313
Porichthys margaritatus,NA,Species,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,TRUE,FALSE,FALSE,275655,275655,299679,NA
Lampanyctus niger,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301537,301537,NA,NA
Hippoglossus hippoglossus,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,TRUE,FALSE,FALSE,127138,127138,34623,8267
Hypsoblennius gilberti,NA,Species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,FALSE,FALSE,276324,276324,758039,57812
Salmo trutta,Salmo trutta fario,Subspecies,Actinopteri,Salmoniformes,Salmonidae,Salmo,TRUE,TRUE,TRUE,127187,293723,NA,99804
Gymnelus hemifasciatus,NA,Species,Actinopteri,Perciformes,Zoarcidae,Gymnelus,TRUE,FALSE,FALSE,254583,254583,110727,932718
Zenopsis nebulosa,NA,Species,Actinopteri,Zeiformes,Zeidae,Zenopsis,TRUE,FALSE,FALSE,275302,275302,59152,94939
Chaunacops coloratus,NA,Species,Actinopteri,Lophiiformes,Chaunacidae,Chaunacops,TRUE,FALSE,FALSE,280133,280133,509710,1197887
Scorpaena guttata,NA,Species,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,TRUE,FALSE,FALSE,274713,274713,79414,72114
Hypsoblennius jenkinsi,NA,Species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,FALSE,FALSE,276328,276328,471665,879500
Lycodapus leptus,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279390,279390,72887,557349
Thunnus thynnus,NA,Species,Actinopteri,Scombriformes,Scombridae,Thunnus,TRUE,TRUE,FALSE,127029,127029,20666,8237
Electrona risso,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Electrona,TRUE,FALSE,FALSE,126600,126600,59458,473311
Sebastolobus macrochir,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282742,282742,59157,98657
Naucrates ductor,NA,Species,Actinopteri,Carangiformes,Carangidae,Naucrates,TRUE,FALSE,FALSE,126811,126811,52933,875791
Rimicola eigenmanni,NA,Species,Actinopteri,Gobiesociformes,Gobiesocidae,Rimicola,TRUE,FALSE,FALSE,282616,282616,NA,NA
Temnocora candida,NA,Species,Actinopteri,Perciformes,Liparidae,Temnocora,TRUE,FALSE,FALSE,282939,282939,804244,1696920
Photonectes margarita,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Photonectes,TRUE,FALSE,FALSE,127370,127370,140686,882859
Bathysphyraenops simplex,NA,Species,Actinopteri,Acropomatiformes,Howellidae,Bathysphyraenops,TRUE,FALSE,FALSE,159845,159845,NA,NA
Maulisia mauli,NA,Species,Actinopteri,Alepocephaliformes,Platytroctidae,Maulisia,TRUE,FALSE,FALSE,126742,126742,70926,443640
Eurypharynx pelecanoides,NA,Species,Actinopteri,Saccopharyngiformes,Eurypharyngidae,Eurypharynx,TRUE,FALSE,FALSE,127165,127165,27311,55117
Porocottus mednius,NA,Species,Actinopteri,Perciformes,Cottidae,Porocottus,TRUE,FALSE,FALSE,254383,254383,NA,NA
Benthalbella linguidens,NA,Species,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,272103,272103,228185,1154594
Careproctus ostentum,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274453,274453,78125,1837948
Hemitripterus villosus,NA,Species,NA,Scorpaeniformes,Hemitripteridae,Hemitripterus,TRUE,FALSE,FALSE,276257,276257,59188,255551
Paraliparis bullacephalus,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,474965,474965,NA,NA
Pachystomias microdon,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Pachystomias,TRUE,FALSE,FALSE,127367,127367,141129,436884
Diodon holocanthus,NA,Species,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,TRUE,FALSE,FALSE,127402,127402,10997,229062
Benthodesmus tenuis,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Benthodesmus,TRUE,FALSE,FALSE,159834,159834,140864,1219340
Gyrinomimus grahami,NA,Species,Actinopteri,Beryciformes,Cetomimidae,Gyrinomimus,TRUE,FALSE,FALSE,221398,221398,148284,114860
Careproctus georgianus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,234643,234643,77437,487674
Rouleina attrita,NA,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,Rouleina,TRUE,FALSE,FALSE,126709,126709,70940,700664
Seriola lalandi,NA,Species,Actinopteri,Carangiformes,Carangidae,Seriola,TRUE,TRUE,FALSE,218436,218436,11519,302047
Gymnothorax castaneus,NA,Species,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,TRUE,FALSE,FALSE,271825,271825,364661,182437
Gymnothorax mordax,NA,Species,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,TRUE,FALSE,FALSE,271856,271856,503705,875776
Avocettina bowersii,NA,Species,Actinopteri,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,271904,271904,722998,2048720
Ophidion scrippsae,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Ophidion,TRUE,FALSE,FALSE,272835,272835,125491,319755
Ictalurus furcatus,NA,Species,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,FALSE,TRUE,TRUE,275329,275329,30848,66913
Esselenichthys laurae,NA,Species,Actinopteri,Perciformes,Stichaeidae,Esselenichthys,TRUE,FALSE,FALSE,280719,280719,NA,NA
Neoclinus stephensae,NA,Species,Actinopteri,Blenniiformes,Chaenopsidae,Neoclinus,TRUE,FALSE,FALSE,281685,281685,NA,NA
Rathbunella hypoplecta,NA,Species,Actinopteri,Perciformes,Bathymasteridae,Rathbunella,TRUE,FALSE,FALSE,282556,282556,71908,301822
Sarda chiliensis,NA,Species,Actinopteri,Scombriformes,Scombridae,Sarda,TRUE,FALSE,FALSE,293729,293729,52777,8231
Gadus morhua,NA,Species,Actinopteri,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,126436,126436,26136,8049
Stylephorus chordatus,NA,Species,Actinopteri,Stylephoriformes,Stylephoridae,Stylephorus,TRUE,FALSE,FALSE,126526,126526,140702,409996
Isistius brasiliensis,NA,Species,Elasmobranchii,Squaliformes,Dalatiidae,Isistius,TRUE,FALSE,FALSE,215612,215612,108142,862898
Himantolophus sagamius,NA,Species,Actinopteri,Lophiiformes,Himantolophidae,Himantolophus,TRUE,FALSE,FALSE,272586,272586,76505,314234
Careproctus abbreviatus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274402,274402,NA,NA
Caulophryne jordani,NA,Species,Actinopteri,Lophiiformes,Caulophrynidae,Caulophryne,TRUE,FALSE,FALSE,126534,126534,747350,717990
Venefica procera,NA,Species,Actinopteri,Anguilliformes,Nettastomatidae,Venefica,TRUE,FALSE,FALSE,158593,158593,140894,1232747
Kali indica,NA,Species,Actinopteri,Scombriformes,Chiasmodontidae,Kali,TRUE,FALSE,FALSE,159666,159666,59484,473314
Trachinops caudimaculatus,NA,Species,Actinopteri,Ovalentaria incertae sedis,Plesiopidae,Trachinops,TRUE,FALSE,FALSE,283030,283030,NA,NA
Kyphosus azureus,NA,Species,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,1019728,1019728,758036,NA
Taaningichthys bathyphilus,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Taaningichthys,TRUE,FALSE,FALSE,126631,126631,70952,123249
Eumicrotremus spinosus,NA,Species,Actinopteri,Perciformes,Cyclopteridae,Eumicrotremus,TRUE,FALSE,FALSE,127217,127217,34603,430040
Leptostomias analis,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Leptostomias,TRUE,FALSE,FALSE,275152,275152,NA,NA
Poromitra rugosa,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,474953,474953,NA,NA
Ophichthus triserialis,NA,Species,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,TRUE,FALSE,FALSE,271987,271987,452594,875770
Gymnelus popovi,NA,Species,Actinopteri,Perciformes,Zoarcidae,Gymnelus,TRUE,FALSE,FALSE,274051,274051,NA,NA
Careproctus attenuatus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274410,274410,78139,557340
Hippoglossina stomata,NA,Species,Actinopteri,Pleuronectiformes,Paralichthyidae,Hippoglossina,TRUE,FALSE,FALSE,275827,275827,125601,1154596
Lycodapus psarostomatus,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279395,279395,NA,NA
Citharichthys spilopterus,NA,Species,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,TRUE,TRUE,159166,159166,140718,1154647
Triglops metopias,NA,Species,Actinopteri,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,274400,274400,NA,NA
Lumpenopsis hypochroma,NA,Species,Actinopteri,Perciformes,Stichaeidae,Lumpenopsis,TRUE,FALSE,FALSE,281437,281437,NA,NA
Narcetes stomias,NA,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,Narcetes,TRUE,FALSE,FALSE,126706,126706,95925,492032
Etropus crossotus,NA,Species,Actinopteri,Pleuronectiformes,Paralichthyidae,Etropus,TRUE,TRUE,FALSE,158799,158799,139751,253860
Aphanopus intermedius,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Aphanopus,TRUE,FALSE,FALSE,159833,159833,125641,375204
Icelus canaliculatus,NA,Species,Actinopteri,Perciformes,Cottidae,Icelus,TRUE,FALSE,FALSE,254524,254524,NA,NA
Derepodichthys alepidotus,NA,Species,Actinopteri,Perciformes,Zoarcidae,Derepodichthys,TRUE,FALSE,FALSE,280501,280501,NA,NA
Paralabrax nebulifer,NA,Species,Actinopteri,Perciformes,Serranidae,Paralabrax,TRUE,FALSE,FALSE,282059,282059,140355,30873
Radulinus vinculus,NA,Species,Actinopteri,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282544,282544,NA,NA
Aspidophoroides olrikii,NA,Species,Actinopteri,Perciformes,Agonidae,Aspidophoroides,TRUE,TRUE,FALSE,309268,309268,360474,980419
Merluccius bilinearis,NA,Species,Actinopteri,Gadiformes,Merlucciidae,Merluccius,TRUE,FALSE,FALSE,158962,158962,34581,79698
Allocyttus verrucosus,NA,Species,Actinopteri,Zeiformes,Oreosomatidae,Allocyttus,TRUE,FALSE,FALSE,127422,127422,10491,245700
Ctenopharyngodon idella,NA,Species,Actinopteri,Cypriniformes,Cyprinidae,Ctenopharyngodon,FALSE,TRUE,TRUE,154314,154314,56083,7959
Myoxocephalus octodecemspinosus,NA,Species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,FALSE,159520,159520,34576,68557
Hydrolagus trolli,NA,Species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,271418,271418,53092,495865
Lestidiops sphyraenopsis,NA,Species,Actinopteri,Aulopiformes,Paralepididae,Lestidiops,TRUE,FALSE,FALSE,272098,272098,NA,1604570
Sebastes macdonaldi,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274814,274814,160609,394693
Astronesthes nigroides,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Astronesthes,TRUE,FALSE,FALSE,275033,275033,NA,NA
Hypomesus nipponensis,NA,Species,Actinopteri,Osmeriformes,Osmeridae,Hypomesus,TRUE,TRUE,TRUE,279421,279421,200840,182223
Esselenichthys carli,NA,Species,Actinopteri,Perciformes,Stichaeidae,Esselenichthys,TRUE,FALSE,FALSE,280718,280718,125546,320406
Lythrypnus dalli,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Lythrypnus,TRUE,FALSE,FALSE,281457,281457,76492,314003
Lampanyctus hawaiiensis,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,1525480,1525480,NA,NA
Loweina rara,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Loweina,TRUE,FALSE,FALSE,126625,126625,325330,1519984
Opisthoproctus soleatus,NA,Species,Actinopteri,Argentiniformes,Opisthoproctidae,Opisthoproctus,TRUE,FALSE,FALSE,126733,126733,30295,170206
Coregonus autumnalis,NA,Species,Actinopteri,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,127179,127179,88737,27773
Rhadinesthes decimus,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Rhadinesthes,TRUE,FALSE,FALSE,127373,127373,140662,882883
Porichthys myriaster,NA,Species,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,TRUE,FALSE,FALSE,275657,275657,25258,262771
Notolychnus valdiviae,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Notolychnus,TRUE,FALSE,FALSE,126629,126629,125479,123232
Mugil cephalus,NA,Species,Actinopteri,Mugiliformes,Mugilidae,Mugil,TRUE,TRUE,TRUE,126983,126983,11398,48193
Vinciguerria nimbaria,NA,Species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,127303,127303,140902,270541
Lethotremus muticus,NA,Species,Actinopteri,Perciformes,Cyclopteridae,Lethotremus,TRUE,FALSE,FALSE,254348,254348,140827,1482666
Lophiodes caulinaris,NA,Species,Actinopteri,Lophiiformes,Lophiidae,Lophiodes,TRUE,FALSE,FALSE,278525,278525,125466,314249
Lythrypnus zebra,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Lythrypnus,TRUE,FALSE,FALSE,281472,281472,125568,320610
Poromitra cristiceps,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,306617,306617,NA,1828456
Rondeletia loricata,NA,Species,Actinopteri,Beryciformes,Rondeletiidae,Rondeletia,TRUE,FALSE,FALSE,126412,126412,30383,88713
Regalecus glesne,NA,Species,Actinopteri,Lampriformes,Regalecidae,Regalecus,TRUE,FALSE,FALSE,126525,126525,52964,81389
Neonesthes capensis,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Neonesthes,TRUE,FALSE,FALSE,127366,127366,141096,882844
Ophichthus zophochir,NA,Species,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,TRUE,FALSE,FALSE,271991,271991,125490,319751
Saccopharynx lavenbergi,NA,Species,Actinopteri,Saccopharyngiformes,Saccopharyngidae,Saccopharynx,TRUE,FALSE,FALSE,274336,274336,NA,136490
Agonopsis sterletus,NA,Species,Actinopteri,Perciformes,Agonidae,Agonopsis,TRUE,FALSE,FALSE,279521,279521,125578,740689
Halieutichthys aculeatus,NA,Species,Actinopteri,Lophiiformes,Ogcocephalidae,Halieutichthys,TRUE,FALSE,FALSE,159190,159190,71716,242974
Paraliparis calidus,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,159529,159529,17848,2036878
Cyprinodon salinus,Cyprinodon salinus salinus,Subspecies,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,FALSE,TRUE,TRUE,293573,276022,NA,NA
Leiocottus hirundo,NA,Species,Actinopteri,Perciformes,Cottidae,Leiocottus,TRUE,FALSE,FALSE,281282,281282,503708,459049
Pachycara karenae,NA,Species,Actinopteri,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,834993,834993,NA,NA
Caulophryne polynema,NA,Species,Actinopteri,Lophiiformes,Caulophrynidae,Caulophryne,TRUE,FALSE,FALSE,126535,126535,806119,2546099
Lagocephalus lagocephalus,NA,Species,Actinopteri,Tetraodontiformes,Tetraodontidae,Lagocephalus,TRUE,FALSE,FALSE,127414,127414,456450,546522
Myoxocephalus quadricornis,NA,Species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,TRUE,254529,254529,56079,200680
Dysalotus oligoscolus,NA,Species,Actinopteri,Scombriformes,Chiasmodontidae,Dysalotus,TRUE,FALSE,FALSE,276360,276360,281848,2578276
Lampanyctus bristori,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,1525474,1525474,NA,NA
Scomberomorus concolor,NA,Species,Actinopteri,Scombriformes,Scombridae,Scomberomorus,TRUE,TRUE,FALSE,273812,273812,NA,99342
Dolopichthys longicornis,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Dolopichthys,TRUE,FALSE,FALSE,126565,126565,59455,NA
Hygophum reinhardtii,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Hygophum,TRUE,FALSE,FALSE,126604,126604,59476,473313
Xiphias gladius,NA,Species,Actinopteri,Carangiformes,Xiphiidae,Xiphias,TRUE,FALSE,FALSE,127094,127094,11091,8245
Scopeloberyx opisthopterus,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,TRUE,FALSE,FALSE,127275,127275,70974,473332
Dorosoma cepedianum,NA,Species,Actinopteri,Clupeiformes,Clupeidae,Dorosoma,TRUE,TRUE,TRUE,159600,159600,50237,336262
Sebastes simulator,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274854,274854,160604,72103
Hypsoblennius gentilis,NA,Species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,TRUE,FALSE,276323,276323,71622,57811
Anisotremus davidsonii,NA,Species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Anisotremus,TRUE,FALSE,FALSE,279617,279617,76499,314002
Hyporthodus niveatus,NA,Species,Actinopteri,Perciformes,Serranidae,Hyporthodus,TRUE,FALSE,FALSE,475101,475101,669732,160726
Leptochilichthys agassizii,NA,Species,Actinopteri,Osmeriformes,Leptochilichthyidae,Leptochilichthys,TRUE,FALSE,FALSE,126722,126722,163950,443636
Liparis fabricii,NA,Species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,127218,127218,71296,241823
Leiostomus xanthurus,NA,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Leiostomus,TRUE,TRUE,FALSE,159322,159322,140985,59837
Pegasus volitans,NA,Species,Actinopteri,Dactylopteriformes,Pegasidae,Pegasus,TRUE,TRUE,FALSE,218163,218163,103430,215342
Heniochus acuminatus,NA,Species,Actinopteri,Acanthuriformes,Chaetodontidae,Heniochus,TRUE,TRUE,FALSE,218765,218765,11450,109917
Priolepis eugenius,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Priolepis,TRUE,FALSE,FALSE,219553,219553,53764,166758
Diaphus kuroshio,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272677,272677,NA,1828415
