"","accepted_name","verbatim_species","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","region","fishbase_name"
"3220","Haemulon flaviguttatum","Haemulon flaviguttatum","accepted","Haemulon flaviguttatum",NA,"species","Actinopteri","Eupercaria incertae sedis","Haemulidae","Haemulon",TRUE,FALSE,FALSE,275726,555489,"Southern California Bight","Haemulon flaviguttatum"
"3221","Orthopristis reddingi","Orthopristis reddingi","accepted","Orthopristis reddingi",NA,"species","Actinopteri","Eupercaria incertae sedis","Haemulidae","Orthopristis",TRUE,FALSE,FALSE,275745,1181261,"Southern California Bight","Orthopristis reddingi"
"3222","Halichoeres notospilus","Halichoeres notospilus","accepted","Halichoeres notospilus",NA,"species","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres",TRUE,FALSE,FALSE,275781,241298,"Southern California Bight","Halichoeres notospilus"
"3223","Hemanthias signifer","Hemanthias signifer","accepted","Hemanthias signifer",NA,"species","Actinopteri","Perciformes","Serranidae","Hemanthias",TRUE,FALSE,FALSE,275931,320402,"Southern California Bight","Hemanthias signifer"
"3224","Strongylura scapularis","Strongylura scapularis","accepted","Strongylura scapularis",NA,"species","Actinopteri","Beloniformes","Belonidae","Strongylura",TRUE,FALSE,FALSE,275984,129069,"Southern California Bight","Strongylura scapularis"
"3225","Diapterus peruvianus","Diapterus peruvianus","accepted","Diapterus peruvianus",NA,"species","Actinopteri","Eupercaria incertae sedis","Gerreidae","Diapterus",TRUE,FALSE,FALSE,276414,490259,"Southern California Bight","Diapterus peruvianus"
"3226","Lutjanus peru","Lutjanus peru","accepted","Lutjanus peru",NA,"species","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",TRUE,FALSE,FALSE,276546,290247,"Southern California Bight","Lutjanus peru"
"3227","Decodon melasma","Decodon melasma","accepted","Decodon melasma",NA,"species","Actinopteri","Eupercaria incertae sedis","Labridae","Decodon",TRUE,FALSE,FALSE,276745,875773,"Southern California Bight","Decodon melasma"
"3228","Lycodapus dermatinus","Lycodapus dermatinus","accepted","Lycodapus dermatinus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279387,NA,"Southern California Bight","Lycodapus dermatinus"
"3229","Apodichthys flavidus","Apodichthys flavidus","accepted","Apodichthys flavidus",NA,"species","Actinopteri","Perciformes","Pholidae","Apodichthys",TRUE,FALSE,FALSE,279664,57779,"Southern California Bight","Apodichthys flavidus"
"3230","Fodiator rostratus","Fodiator rostratus","accepted","Fodiator rostratus",NA,"species","Actinopteri","Beloniformes","Exocoetidae","Fodiator",TRUE,FALSE,FALSE,280792,938390,"Southern California Bight","Fodiator rostratus"
"3231","Icelinus burchami","Icelinus burchami","accepted","Icelinus burchami",NA,"species","Actinopteri","Perciformes","Cottidae","Icelinus",TRUE,FALSE,FALSE,281134,305506,"Southern California Bight","Icelinus burchami"
"3232","Nectoliparis pelagicus","Nectoliparis pelagicus","accepted","Nectoliparis pelagicus",NA,"species","Actinopteri","Perciformes","Liparidae","Nectoliparis",TRUE,FALSE,FALSE,281641,446815,"Southern California Bight","Nectoliparis pelagicus"
"3233","Paraclinus beebei","Paraclinus beebei","accepted","Paraclinus beebei",NA,"species","Actinopteri","Blenniiformes","Labrisomidae","Paraclinus",TRUE,FALSE,FALSE,282018,NA,"Southern California Bight","Paraclinus beebei"
"3234","Pliosteostoma lutipinnis","Pliosteostoma lutipinnis","accepted","Pliosteostoma lutipinnis",NA,"species","Actinopteri","Clupeiformes","Clupeidae","Pliosteostoma",TRUE,FALSE,FALSE,282303,NA,"Southern California Bight","Pliosteostoma lutipinnis"
"3235","Salmo trutta fario","Salmo trutta fario","accepted","Salmo trutta","Salmo trutta fario","subspecies","Actinopteri","Salmoniformes","Salmonidae","Salmo",TRUE,TRUE,TRUE,293723,99804,"Southern California Bight","Salmo trutta"
"3236","Paracaristius nudarcus","Paracaristius nudarcus","accepted","Paracaristius nudarcus",NA,"species","Actinopteri","Scombriformes","Caristiidae","Paracaristius",TRUE,FALSE,FALSE,712726,NA,"Southern California Bight","Paracaristius nudarcus"
"3237","Antimora rostrata","Antimora rostrata","accepted","Antimora rostrata",NA,"species","Actinopteri","Gadiformes","Moridae","Antimora",TRUE,FALSE,FALSE,126486,473346,"Southern California Bight","Antimora rostrata"
"3238","Trachipterus trachypterus","Trachipterus trachypterus","accepted","Trachipterus trachypterus",NA,"species","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",TRUE,FALSE,FALSE,126528,143894,"Southern California Bight","Trachipterus trachypterus"
"3239","Electrona risso","Electrona risso","accepted","Electrona risso",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Electrona",TRUE,FALSE,FALSE,126600,473311,"Southern California Bight","Electrona risso"
"3240","Myctophum selenops","Myctophum selenops","accepted","Myctophum selenops",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Myctophum",TRUE,FALSE,FALSE,126628,1519988,"Southern California Bight","Dasyscopelus selenops"
"3241","Seriola rivoliana","Seriola rivoliana","accepted","Seriola rivoliana",NA,"species","Actinopteri","Carangiformes","Carangidae","Seriola",TRUE,FALSE,FALSE,126818,173321,"Southern California Bight","Seriola rivoliana"
