"","accepted_name","verbatim_species","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","region","fishbase_name"
"6369","Mola mola","Mola mola","accepted","Mola mola",NA,"species","Actinopteri","Tetraodontiformes","Molidae","Mola",TRUE,FALSE,FALSE,127405,94237,"North Pacific Transitional","Mola mola"
"6370","Lampanyctus tenuiformis","Lampanyctus tenuiformis","accepted","Lampanyctus tenuiformis",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,158898,319540,"North Pacific Transitional","Lampanyctus tenuiformis"
"6371","Bathysphyraenops simplex","Bathysphyraenops simplex","accepted","Bathysphyraenops simplex",NA,"species","Actinopteri","Acropomatiformes","Howellidae","Bathysphyraenops",TRUE,FALSE,FALSE,159845,NA,"North Pacific Transitional","Bathysphyraenops simplex"
"6372","Trachipterus altivelis","Trachipterus altivelis","accepted","Trachipterus altivelis",NA,"species","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",TRUE,FALSE,FALSE,272531,320416,"North Pacific Transitional","Trachipterus altivelis"
"6373","Barathronus pacificus","Barathronus pacificus","accepted","Barathronus pacificus",NA,"species","Actinopteri","Ophidiiformes","Aphyonidae","Barathronus",TRUE,FALSE,FALSE,272755,NA,"North Pacific Transitional","Barathronus pacificus"
"6374","Cetostoma regani","Cetostoma regani","accepted","Cetostoma regani",NA,"species","Actinopteri","Beryciformes","Cetomimidae","Cetostoma",TRUE,FALSE,FALSE,126406,88671,"North Pacific Transitional","Cetostoma regani"
"6375","Microstoma microstoma","Microstoma microstoma","accepted","Microstoma microstoma",NA,"species","Actinopteri","Argentiniformes","Microstomatidae","Microstoma",TRUE,FALSE,FALSE,126724,880961,"North Pacific Transitional","Microstoma microstoma"
"6376","Naucrates ductor","Naucrates ductor","accepted","Naucrates ductor",NA,"species","Actinopteri","Carangiformes","Carangidae","Naucrates",TRUE,FALSE,FALSE,126811,875791,"North Pacific Transitional","Naucrates ductor"
"6377","Chiasmodon niger","Chiasmodon niger","accepted","Chiasmodon niger",NA,"species","Actinopteri","Scombriformes","Chiasmodontidae","Chiasmodon",TRUE,FALSE,FALSE,126840,1154619,"North Pacific Transitional","Chiasmodon niger"
"6378","Sternoptyx pseudobscura","Sternoptyx pseudobscura","accepted","Sternoptyx pseudobscura",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Sternoptyx",TRUE,FALSE,FALSE,127315,320404,"North Pacific Transitional","Sternoptyx pseudobscura"
"6379","Coryphaenoides armatus","Coryphaenoides armatus","accepted","Coryphaenoides armatus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,158952,76798,"North Pacific Transitional","Coryphaenoides armatus"
"6380","Stenobrachius nannochir","Stenobrachius nannochir","accepted","Stenobrachius nannochir",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius",TRUE,FALSE,FALSE,254364,123240,"North Pacific Transitional","Stenobrachius nannochir"
"6381","Scopelarchus stephensi","Scopelarchus stephensi","accepted","Scopelarchus stephensi",NA,"species","Actinopteri","Aulopiformes","Scopelarchidae","Scopelarchus",TRUE,FALSE,FALSE,272107,1622144,"North Pacific Transitional","Scopelarchus stephensi"
"6382","Coryphaenoides yaquinae","Coryphaenoides yaquinae","accepted","Coryphaenoides yaquinae",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,272358,83387,"North Pacific Transitional","Coryphaenoides yaquinae"
"6383","Diaphus anderseni","Diaphus anderseni","accepted","Diaphus anderseni",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272657,1074458,"North Pacific Transitional","Diaphus anderseni"
"6384","Bathylagus pacificus","Bathylagus pacificus","accepted","Bathylagus pacificus",NA,"species","Actinopteri","Argentiniformes","Bathylagidae","Bathylagus",TRUE,FALSE,FALSE,272919,557336,"North Pacific Transitional","Bathylagus pacificus"
"6385","Vinciguerria lucetia","Vinciguerria lucetia","accepted","Vinciguerria lucetia",NA,"species","Actinopteri","Stomiiformes","Phosichthyidae","Vinciguerria",TRUE,FALSE,FALSE,274961,875782,"North Pacific Transitional","Vinciguerria lucetia"
"6386","Desmodema lorum","Desmodema lorum","accepted","Desmodema lorum",NA,"species","Actinopteri","Lampriformes","Trachipteridae","Desmodema",TRUE,FALSE,FALSE,275872,320418,"North Pacific Transitional","Desmodema lorum"
"6387","Diplophos taenia","Diplophos taenia","accepted","Diplophos taenia",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Diplophos",TRUE,FALSE,FALSE,127292,91975,"North Pacific Transitional","Diplophos taenia"
"6388","Valenciennellus tripunctulatus","Valenciennellus tripunctulatus","accepted","Valenciennellus tripunctulatus",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Valenciennellus",TRUE,FALSE,FALSE,127316,882895,"North Pacific Transitional","Valenciennellus tripunctulatus"
"6389","Sardinops sagax","Sardinops sagax","accepted","Sardinops sagax",NA,"species","Actinopteri","Clupeiformes","Clupeidae","Sardinops",TRUE,FALSE,FALSE,217452,28381,"North Pacific Transitional","Sardinops sagax"
"6390","Scopelosaurus harryi","Scopelosaurus harryi","accepted","Scopelosaurus harryi",NA,"species","Actinopteri","Aulopiformes","Notosudidae","Scopelosaurus",TRUE,FALSE,FALSE,272082,319750,"North Pacific Transitional","Scopelosaurus harryi"
"6391","Diaphus kuroshio","Diaphus kuroshio","accepted","Diaphus kuroshio",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272677,1828415,"North Pacific Transitional","Diaphus kuroshio"
"6392","Lampanyctus hawaiiensis","Nannobrachium hawaiiensis","unaccepted","Nannobrachium hawaiiensis",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Nannobrachium",TRUE,FALSE,FALSE,275863,1519991,"North Pacific Transitional","Lampanyctus hawaiiensis"
"6393","Icichthys lockingtoni","Icichthys lockingtoni","accepted","Icichthys lockingtoni",NA,"species","Actinopteri","Scombriformes","Centrolophidae","Icichthys",TRUE,FALSE,FALSE,279354,302051,"North Pacific Transitional","Icichthys lockingtoni"
"6394","Congriscus megastoma","Thalassenchelys coheni","unaccepted","Thalassenchelys coheni",NA,"species","Actinopteri","Anguilliformes","Colocongridae","Thalassenchelys",TRUE,FALSE,FALSE,282952,1604600,"North Pacific Transitional","Congriscus megastoma"
"6395","Lampanyctus niger","Lampanyctus niger","accepted","Lampanyctus niger",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,301537,NA,"North Pacific Transitional","Lampanyctus niger"
"6396","Lampanyctus regalis","Lampanyctus regalis","accepted","Lampanyctus regalis",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,301545,91654,"North Pacific Transitional","Lampanyctus regalis"
"6397","Squalus acanthias","Squalus acanthias","accepted","Squalus acanthias",NA,"species","Elasmobranchii","Squaliformes","Squalidae","Squalus",TRUE,TRUE,FALSE,105923,7797,"North Pacific Transitional","Squalus acanthias"
"6398","Bathysaurus mollis","Bathysaurus mollis","accepted","Bathysaurus mollis",NA,"species","Actinopteri","Aulopiformes","Bathysauridae","Bathysaurus",TRUE,FALSE,FALSE,126370,1126214,"North Pacific Transitional","Bathysaurus mollis"
"6399","Taaningichthys bathyphilus","Taaningichthys bathyphilus","accepted","Taaningichthys bathyphilus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Taaningichthys",TRUE,FALSE,FALSE,126631,123249,"North Pacific Transitional","Taaningichthys bathyphilus"
"6400","Bathylychnops exilis","Bathylychnops exilis","accepted","Bathylychnops exilis",NA,"species","Actinopteri","Argentiniformes","Opisthoproctidae","Bathylychnops",TRUE,FALSE,FALSE,126730,473350,"North Pacific Transitional","Bathylychnops exilis"
"6401","Opisthoproctus soleatus","Opisthoproctus soleatus","accepted","Opisthoproctus soleatus",NA,"species","Actinopteri","Argentiniformes","Opisthoproctidae","Opisthoproctus",TRUE,FALSE,FALSE,126733,170206,"North Pacific Transitional","Opisthoproctus soleatus"
"6402","Caristius macropus","Caristius macropus","accepted","Caristius macropus",NA,"species","Actinopteri","Scombriformes","Caristiidae","Caristius",TRUE,FALSE,FALSE,126824,740692,"North Pacific Transitional","Caristius macropus"
"6403","Remora remora","Remora remora","accepted","Remora remora",NA,"species","Actinopteri","Carangiformes","Echeneidae","Remora",TRUE,FALSE,FALSE,126853,305631,"North Pacific Transitional","Remora remora"
"6404","Diplospinus multistriatus","Diplospinus multistriatus","accepted","Diplospinus multistriatus",NA,"species","Actinopteri","Scombriformes","Gempylidae","Diplospinus",TRUE,FALSE,FALSE,126861,372796,"North Pacific Transitional","Diplospinus multistriatus"
"6405","Scopelogadus mizolepis","Scopelogadus mizolepis","accepted","Scopelogadus mizolepis",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Scopelogadus",TRUE,FALSE,FALSE,127279,143333,"North Pacific Transitional","Scopelogadus mizolepis"
"6406","Leptostomias gladiator","Leptostomias gladiator","accepted","Leptostomias gladiator",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Leptostomias",TRUE,FALSE,FALSE,127355,882839,"North Pacific Transitional","Leptostomias gladiator"
"6407","Neonesthes capensis","Neonesthes capensis","accepted","Neonesthes capensis",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Neonesthes",TRUE,FALSE,FALSE,127366,882844,"North Pacific Transitional","Neonesthes capensis"
"6408","Stomias longibarbatus","Stomias longibarbatus","accepted","Stomias longibarbatus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Stomias",TRUE,FALSE,FALSE,127376,2420061,"North Pacific Transitional","Stomias longibarbatus"
"6409","Diaphus fulgens","Diaphus fulgens","accepted","Diaphus fulgens",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,217692,1519963,"North Pacific Transitional","Diaphus fulgens"
"6410","Hygophum proximum","Hygophum proximum","accepted","Hygophum proximum",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Hygophum",TRUE,FALSE,FALSE,217700,89988,"North Pacific Transitional","Hygophum proximum"
"6411","Triphoturus nigrescens","Triphoturus nigrescens","accepted","Triphoturus nigrescens",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Triphoturus",TRUE,FALSE,FALSE,217721,123243,"North Pacific Transitional","Triphoturus nigrescens"
"6412","Scopelarchus guentheri","Scopelarchus guentheri","accepted","Scopelarchus guentheri",NA,"species","Actinopteri","Aulopiformes","Scopelarchidae","Scopelarchus",TRUE,FALSE,FALSE,217724,1076264,"North Pacific Transitional","Scopelarchus guentheri"
"6413","Cubiceps baxteri","Cubiceps baxteri","accepted","Cubiceps baxteri",NA,"species","Actinopteri","Scombriformes","Nomeidae","Cubiceps",TRUE,FALSE,FALSE,219745,319749,"North Pacific Transitional","Cubiceps baxteri"
"6414","Lamna ditropis","Lamna ditropis","accepted","Lamna ditropis",NA,"species","Elasmobranchii","Lamniformes","Lamnidae","Lamna",TRUE,FALSE,FALSE,271421,38578,"North Pacific Transitional","Lamna ditropis"
"6415","Notoscopelus japonicus","Notoscopelus japonicus","accepted","Notoscopelus japonicus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Notoscopelus",TRUE,FALSE,FALSE,272727,1069386,"North Pacific Transitional","Notoscopelus japonicus"
"6416","Trachurus symmetricus","Trachurus symmetricus","accepted","Trachurus symmetricus",NA,"species","Actinopteri","Carangiformes","Carangidae","Trachurus",TRUE,FALSE,FALSE,273305,271940,"North Pacific Transitional","Trachurus symmetricus"
"6417","Hyperoglyphe japonica","Hyperoglyphe japonica","accepted","Hyperoglyphe japonica",NA,"species","Actinopteri","Scombriformes","Centrolophidae","Hyperoglyphe",TRUE,FALSE,FALSE,273311,171196,"North Pacific Transitional","Hyperoglyphe japonica"
"6418","Howella zina","Howella zina","accepted","Howella zina",NA,"species","Actinopteri","Acropomatiformes","Howellidae","Howella",TRUE,FALSE,FALSE,273685,1163485,"North Pacific Transitional","Howella zina"
"6419","Lycodes cortezianus","Lycodes cortezianus","accepted","Lycodes cortezianus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodes",TRUE,FALSE,FALSE,274097,57818,"North Pacific Transitional","Lycodes cortezianus"
"6420","Careproctus longifilis","Careproctus longifilis","accepted","Careproctus longifilis",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274437,NA,"North Pacific Transitional","Careproctus longifilis"
"6421","Aristostomias xenostoma","Aristostomias xenostoma","accepted","Aristostomias xenostoma",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Aristostomias",TRUE,FALSE,FALSE,275008,2100586,"North Pacific Transitional","Aristostomias xenostoma"
"6422","Eustomias ioani","Eustomias ioani","accepted","Eustomias ioani",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275101,NA,"North Pacific Transitional","Eustomias ioani"
"6423","Oplegnathus fasciatus","Oplegnathus fasciatus","accepted","Oplegnathus fasciatus",NA,"species","Actinopteri","Centrarchiformes","Oplegnathidae","Oplegnathus",TRUE,FALSE,FALSE,277892,163134,"North Pacific Transitional","Oplegnathus fasciatus"
"6424","Triphoturus mexicanus","Triphoturus mexicanus","accepted","Triphoturus mexicanus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Triphoturus",TRUE,FALSE,FALSE,278566,242287,"North Pacific Transitional","Triphoturus mexicanus"
"6425","Hemilepidotus spinosus","Hemilepidotus spinosus","accepted","Hemilepidotus spinosus",NA,"species","Actinopteri","Perciformes","Cottidae","Hemilepidotus",TRUE,FALSE,FALSE,279413,271501,"North Pacific Transitional","Hemilepidotus spinosus"
"6426","Erilepis zonifer","Erilepis zonifer","accepted","Erilepis zonifer",NA,"species","Actinopteri","Perciformes","Anoplopomatidae","Erilepis",TRUE,FALSE,FALSE,280700,270543,"North Pacific Transitional","Erilepis zonifer"
"6427","Eucryphycus californicus","Eucryphycus californicus","accepted","Eucryphycus californicus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Eucryphycus",TRUE,FALSE,FALSE,280736,1311546,"North Pacific Transitional","Eucryphycus californicus"
"6428","Icosteus aenigmaticus","Icosteus aenigmaticus","accepted","Icosteus aenigmaticus",NA,"species","Actinopteri","Scombriformes","Icosteidae","Icosteus",TRUE,FALSE,FALSE,281153,215386,"North Pacific Transitional","Icosteus aenigmaticus"
"6429","Macropinna microstoma","Macropinna microstoma","accepted","Macropinna microstoma",NA,"species","Actinopteri","Argentiniformes","Opisthoproctidae","Macropinna",TRUE,FALSE,FALSE,281482,557410,"North Pacific Transitional","Macropinna microstoma"
"6430","Pseudobathylagus milleri","Pseudobathylagus milleri","accepted","Pseudobathylagus milleri",NA,"species","Actinopteri","Argentiniformes","Bathylagidae","Pseudobathylagus",TRUE,FALSE,FALSE,282406,301820,"North Pacific Transitional","Pseudobathylagus milleri"
"6431","Pentaceros wheeleri","Pentaceros wheeleri","accepted","Pentaceros wheeleri",NA,"species","Actinopteri","Acropomatiformes","Pentacerotidae","Pentaceros",TRUE,FALSE,FALSE,313241,257887,"North Pacific Transitional","Pentaceros wheeleri"
"6432","Scopeloberyx pequenoi","Scopeloberyx pequenoi","accepted","Scopeloberyx pequenoi",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Scopeloberyx",TRUE,FALSE,FALSE,388864,NA,"North Pacific Transitional","Scopeloberyx pequenoi"
"6433","Poromitra rugosa","Poromitra rugosa","accepted","Poromitra rugosa",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Poromitra",TRUE,FALSE,FALSE,474953,NA,"North Pacific Transitional","Poromitra rugosa"
"6434","Derichthys serpentinus","Derichthys serpentinus","accepted","Derichthys serpentinus",NA,"species","Actinopteri","Anguilliformes","Derichthyidae","Derichthys",TRUE,FALSE,FALSE,126291,391192,"North Pacific Transitional","Derichthys serpentinus"
"6435","Anoplogaster cornuta","Anoplogaster cornuta","accepted","Anoplogaster cornuta",NA,"species","Actinopteri","Trachichthyiformes","Anoplogastridae","Anoplogaster",TRUE,FALSE,FALSE,126393,88656,"North Pacific Transitional","Anoplogaster cornuta"
"6436","Antimora rostrata","Antimora rostrata","accepted","Antimora rostrata",NA,"species","Actinopteri","Gadiformes","Moridae","Antimora",TRUE,FALSE,FALSE,126486,473346,"North Pacific Transitional","Antimora rostrata"
"6437","Stylephorus chordatus","Stylephorus chordatus","accepted","Stylephorus chordatus",NA,"species","Actinopteri","Stylephoriformes","Stylephoridae","Stylephorus",TRUE,FALSE,FALSE,126526,409996,"North Pacific Transitional","Stylephorus chordatus"
"6438","Dolopichthys longicornis","Dolopichthys longicornis","accepted","Dolopichthys longicornis",NA,"species","Actinopteri","Lophiiformes","Oneirodidae","Dolopichthys",TRUE,FALSE,FALSE,126565,NA,"North Pacific Transitional","Dolopichthys longicornis"
"6439","Centrobranchus nigroocellatus","Centrobranchus nigroocellatus","accepted","Centrobranchus nigroocellatus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Centrobranchus",TRUE,FALSE,FALSE,126584,123342,"North Pacific Transitional","Centrobranchus nigroocellatus"
"6440","Taractes asper","Taractes asper","accepted","Taractes asper",NA,"species","Actinopteri","Scombriformes","Bramidae","Taractes",TRUE,FALSE,FALSE,126786,302046,"North Pacific Transitional","Taractes asper"
"6441","Psenes pellucidus","Psenes pellucidus","accepted","Psenes pellucidus",NA,"species","Actinopteri","Scombriformes","Nomeidae","Psenes",TRUE,FALSE,FALSE,126993,316144,"North Pacific Transitional","Psenes pellucidus"
"6442","Scopeloberyx opisthopterus","Scopeloberyx opisthopterus","accepted","Scopeloberyx opisthopterus",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Scopeloberyx",TRUE,FALSE,FALSE,127275,473332,"North Pacific Transitional","Scopeloberyx opisthopterus"
"6443","Cyclothone alba","Cyclothone alba","accepted","Cyclothone alba",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone",TRUE,FALSE,FALSE,127283,48442,"North Pacific Transitional","Cyclothone alba"
"6444","Gonostoma atlanticum","Gonostoma atlanticum","accepted","Gonostoma atlanticum",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Gonostoma",TRUE,FALSE,FALSE,127293,48456,"North Pacific Transitional","Gonostoma atlanticum"
"6445","Argyropelecus aculeatus","Argyropelecus aculeatus","accepted","Argyropelecus aculeatus",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus",TRUE,FALSE,FALSE,127306,81868,"North Pacific Transitional","Argyropelecus aculeatus"
"6446","Flagellostomias boureei","Flagellostomias boureei","accepted","Flagellostomias boureei",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Flagellostomias",TRUE,FALSE,FALSE,127351,882833,"North Pacific Transitional","Flagellostomias boureei"
"6447","Malacosteus niger","Malacosteus niger","accepted","Malacosteus niger",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Malacosteus",TRUE,FALSE,FALSE,127358,76143,"North Pacific Transitional","Malacosteus niger"
"6448","Photonectes parvimanus","Photonectes parvimanus","accepted","Photonectes parvimanus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Photonectes",TRUE,FALSE,FALSE,127371,NA,"North Pacific Transitional","Photonectes parvimanus"
"6449","Clupea pallasii","Clupea pallasii","accepted","Clupea pallasii",NA,"species","Actinopteri","Clupeiformes","Clupeidae","Clupea",TRUE,TRUE,TRUE,151159,30724,"North Pacific Transitional","Clupea pallasii"
"6450","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","accepted","Oncorhynchus tshawytscha",NA,"species","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",TRUE,TRUE,TRUE,158075,74940,"North Pacific Transitional","Oncorhynchus tshawytscha"
"6451","Pteroplatytrygon violacea","Pteroplatytrygon violacea","accepted","Pteroplatytrygon violacea",NA,"species","Elasmobranchii","Myliobatiformes","Dasyatidae","Pteroplatytrygon",TRUE,FALSE,FALSE,158540,651723,"North Pacific Transitional","Pteroplatytrygon violacea"
"6452","Bolinichthys photothorax","Bolinichthys photothorax","accepted","Bolinichthys photothorax",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Bolinichthys",TRUE,FALSE,FALSE,158886,1519956,"North Pacific Transitional","Bolinichthys photothorax"
"6453","Lampadena luminosa","Lampadena luminosa","accepted","Lampadena luminosa",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampadena",TRUE,FALSE,FALSE,158896,123247,"North Pacific Transitional","Lampadena luminosa"
"6454","Lobianchia gemellarii","Lobianchia gemellarii","accepted","Lobianchia gemellarii",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lobianchia",TRUE,FALSE,FALSE,158901,123234,"North Pacific Transitional","Lobianchia gemellarii"
"6455","Myctophum asperum","Myctophum asperum","accepted","Myctophum asperum",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Myctophum",TRUE,FALSE,FALSE,158903,152771,"North Pacific Transitional","Dasyscopelus asper"
"6456","Myctophum obtusirostre","Myctophum obtusirostre","accepted","Myctophum obtusirostre",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Myctophum",TRUE,FALSE,FALSE,158904,1519986,"North Pacific Transitional","Dasyscopelus obtusirostris"
"6457","Coryphaenoides leptolepis","Coryphaenoides leptolepis","accepted","Coryphaenoides leptolepis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,158959,216981,"North Pacific Transitional","Coryphaenoides leptolepis"
"6458","Anoplopoma fimbria","Anoplopoma fimbria","accepted","Anoplopoma fimbria",NA,"species","Actinopteri","Perciformes","Anoplopomatidae","Anoplopoma",TRUE,FALSE,FALSE,159463,229290,"North Pacific Transitional","Anoplopoma fimbria"
"6459","Kuhlia mugil","Kuhlia mugil","accepted","Kuhlia mugil",NA,"species","Actinopteri","Centrarchiformes","Kuhliidae","Kuhlia",TRUE,TRUE,FALSE,218355,163137,"North Pacific Transitional","Kuhlia mugil"
"6460","Parupeneus heptacanthus","Parupeneus heptacanthus","accepted","Parupeneus heptacanthus",NA,"species","Actinopteri","Mulliformes","Mullidae","Parupeneus",TRUE,TRUE,FALSE,218657,334900,"North Pacific Transitional","Parupeneus heptacanthus"
"6461","Canthigaster rivulata","Canthigaster rivulata","accepted","Canthigaster rivulata",NA,"species","Actinopteri","Tetraodontiformes","Tetraodontidae","Canthigaster",TRUE,FALSE,FALSE,219937,264151,"North Pacific Transitional","Canthigaster rivulata"
"6462","Engraulis japonicus","Engraulis japonicus","accepted","Engraulis japonicus",NA,"species","Actinopteri","Clupeiformes","Engraulidae","Engraulis",TRUE,FALSE,FALSE,219984,42892,"North Pacific Transitional","Engraulis japonicus"
"6463","Stemonosudis macrura","Stemonosudis macrura","accepted","Stemonosudis macrura",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Stemonosudis",TRUE,FALSE,FALSE,220334,319772,"North Pacific Transitional","Stemonosudis macrura"
"6464","Podothecus accipenserinus","Podothecus accipenserinus","accepted","Podothecus accipenserinus",NA,"species","Actinopteri","Perciformes","Agonidae","Podothecus",TRUE,FALSE,FALSE,254501,320612,"North Pacific Transitional","Podothecus accipenserinus"
"6465","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus","accepted","Myoxocephalus polyacanthocephalus",NA,"species","Actinopteri","Perciformes","Cottidae","Myoxocephalus",TRUE,FALSE,FALSE,254528,238839,"North Pacific Transitional","Myoxocephalus polyacanthocephalus"
"6466","Oneirodes thompsoni","Oneirodes thompsoni","accepted","Oneirodes thompsoni",NA,"species","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",TRUE,FALSE,FALSE,254554,412658,"North Pacific Transitional","Oneirodes thompsoni"
"6467","Lycenchelys crotalinus","Lycenchelys crotalinus","accepted","Lycenchelys crotalinus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycenchelys",TRUE,FALSE,FALSE,254592,320591,"North Pacific Transitional","Lycenchelys crotalinus"
"6468","Avocettina bowersii","Avocettina bowersii","accepted","Avocettina bowersii",NA,"species","Actinopteri","Anguilliformes","Nemichthyidae","Avocettina",TRUE,FALSE,FALSE,271904,2048720,"North Pacific Transitional","Avocettina bowersii"
"6469","Serrivomer sector","Serrivomer sector","accepted","Serrivomer sector",NA,"species","Actinopteri","Anguilliformes","Serrivomeridae","Serrivomer",TRUE,FALSE,FALSE,272005,290102,"North Pacific Transitional","Serrivomer sector"
"6470","Lestidiops pacificus","Lestidiops pacificus","accepted","Lestidiops pacificus",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Lestidiops",TRUE,FALSE,FALSE,272095,1077868,"North Pacific Transitional","Lestidiops pacificus"
"6471","Engraulis mordax","Engraulis mordax","accepted","Engraulis mordax",NA,"species","Actinopteri","Clupeiformes","Engraulidae","Engraulis",TRUE,FALSE,FALSE,272286,239368,"North Pacific Transitional","Engraulis mordax"
"6472","Coryphaenoides acrolepis","Coryphaenoides acrolepis","accepted","Coryphaenoides acrolepis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,272313,83390,"North Pacific Transitional","Coryphaenoides acrolepis"
"6473","Coryphaenoides filifer","Coryphaenoides filifer","accepted","Coryphaenoides filifer",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,272331,216980,"North Pacific Transitional","Coryphaenoides filifer"
"6474","Bolinichthys longipes","Bolinichthys longipes","accepted","Bolinichthys longipes",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Bolinichthys",TRUE,FALSE,FALSE,272650,123245,"North Pacific Transitional","Bolinichthys longipes"
"6475","Diaphus chrysorhynchus","Diaphus chrysorhynchus","accepted","Diaphus chrysorhynchus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272662,1069381,"North Pacific Transitional","Diaphus chrysorhynchus"
"6476","Nansenia pelagica","Nansenia pelagica","accepted","Nansenia pelagica",NA,"species","Actinopteri","Argentiniformes","Microstomatidae","Nansenia",TRUE,FALSE,FALSE,272931,NA,"North Pacific Transitional","Nansenia pelagica"
"6477","Epigonus atherinoides","Epigonus atherinoides","accepted","Epigonus atherinoides",NA,"species","Actinopteri","Acropomatiformes","Epigonidae","Epigonus",TRUE,FALSE,FALSE,273402,2478881,"North Pacific Transitional","Epigonus atherinoides"
"6478","Howella parini","Howella parini","accepted","Howella parini",NA,"species","Actinopteri","Acropomatiformes","Howellidae","Howella",TRUE,FALSE,FALSE,273684,1306754,"North Pacific Transitional","Howella parini"
"6479","Glyptocephalus zachirus","Glyptocephalus zachirus","accepted","Glyptocephalus zachirus",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus",TRUE,FALSE,FALSE,274287,195612,"North Pacific Transitional","Glyptocephalus zachirus"
"6480","Careproctus microstomus","Careproctus microstomus","accepted","Careproctus microstomus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274446,NA,"North Pacific Transitional","Careproctus microstomus"
"6481","Liparis fucensis","Liparis fucensis","accepted","Liparis fucensis",NA,"species","Actinopteri","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274515,433401,"North Pacific Transitional","Liparis fucensis"
"6482","Bathophilus kingi","Bathophilus kingi","accepted","Bathophilus kingi",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Bathophilus",TRUE,FALSE,FALSE,275047,NA,"North Pacific Transitional","Bathophilus kingi"
