verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
Limacina helicina,Limacina helicina,accepted,Limacina helicina,NA,species,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,TRUE,NA,NA,140223,140223,30719,220647,138122
Phorbas paucistylifer,Phorbas paucistylifer,accepted,Phorbas paucistylifer,NA,species,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Phorbas,TRUE,FALSE,FALSE,169346,169346,NA,NA,131953
Parasagitta elegans,Parasagitta elegans,accepted,Parasagitta elegans,NA,species,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,TRUE,FALSE,FALSE,105440,105440,216061,1562708,105408
Scolecithricella minor minor,Scolecithricella minor minor,accepted,Scolecithricella minor,Scolecithricella minor minor,subspecies,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,TRUE,FALSE,FALSE,104811,1509944,NA,NA,104229
NA,Pleuromamma,accepted,NA,NA,genus,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,TRUE,FALSE,FALSE,NA,104191,NA,148583,104191
Isodictya palmata,Isodictya palmata,accepted,Isodictya palmata,NA,species,Porifera,Demospongiae,Poecilosclerida,Isodictyidae,Isodictya,TRUE,FALSE,FALSE,133247,133247,243876,1545969,131905
NA,Asbestopluma,accepted,NA,NA,genus,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,TRUE,FALSE,FALSE,NA,131893,NA,68560,131893
Ceramaster patagonicus,Ceramaster patagonicus,accepted,Ceramaster patagonicus,NA,species,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,TRUE,FALSE,FALSE,213335,213335,99734,136955,123291
Asbestopluma (Asbestopluma) ramosa,Asbestopluma (Asbestopluma) ramosa,accepted,Asbestopluma (Asbestopluma) ramosa,NA,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,TRUE,FALSE,FALSE,133181,133181,NA,NA,131893
Craniella craniana,Craniella craniana,accepted,Craniella craniana,NA,species,Porifera,Demospongiae,Tetractinellida,Tetillidae,Craniella,TRUE,FALSE,FALSE,171329,171329,NA,NA,132093
Echinoclathria beringensis,Echinoclathria beringensis,accepted,Echinoclathria beringensis,NA,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Echinoclathria,TRUE,FALSE,FALSE,167912,167912,NA,NA,167906
NA,Distichopora,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Distichopora,TRUE,NA,FALSE,NA,205513,NA,51113,205513
NA,Strongylocentrotus,accepted,NA,NA,genus,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,TRUE,FALSE,FALSE,NA,123390,NA,7664,123390
Clione limacina,Clione limacina,accepted,Clione limacina,NA,species,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,TRUE,NA,NA,139178,139178,30720,71516,137793
Aulosaccus schulzei,Aulosaccus schulzei,accepted,Aulosaccus schulzei,NA,species,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Aulosaccus,TRUE,FALSE,FALSE,172025,172025,NA,NA,172018
Lebbeus groenlandicus,Lebbeus groenlandicus,accepted,Lebbeus groenlandicus,NA,species,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,TRUE,FALSE,FALSE,107520,107520,8424,397956,106989
Callistephanus pacificus,Callistephanus pacificus,accepted,Callistephanus pacificus,NA,species,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Callistephanus,TRUE,NA,FALSE,1567760,1567760,NA,NA,1473059
Polymastia pachymastia,Polymastia pachymastia,accepted,Polymastia pachymastia,NA,species,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,TRUE,FALSE,FALSE,170652,170652,NA,283556,132046
Microcalanus pygmaeus,Microcalanus pygmaeus,accepted,Microcalanus pygmaeus,NA,species,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus,TRUE,FALSE,FALSE,104513,104513,766660,201645,104164
Primnoa pacifica,Primnoa pacifica,accepted,Primnoa pacifica,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Primnoa,TRUE,NA,FALSE,286539,286539,514206,328425,125321
Microsetella rosea,Microsetella rosea,accepted,Microsetella rosea,NA,species,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella,TRUE,FALSE,FALSE,116116,116116,326843,NA,115341
Euphausia pacifica,Euphausia pacifica,accepted,Euphausia pacifica,NA,species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,TRUE,NA,NA,237851,237851,30905,102976,110673
Dimophyes arctica,Dimophyes arctica,accepted,Dimophyes arctica,NA,species,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,TRUE,FALSE,FALSE,135418,135418,263625,645386,135361
NA,Nitzschia,accepted,NA,NA,genus,Platyhelminthes,Monogenea,Capsalidea,Capsalidae,Nitzschia,TRUE,TRUE,NA,NA,119270,NA,NA,119270
Aglantha digitale,Aglantha digitale,accepted,Aglantha digitale,NA,species,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,TRUE,NA,FALSE,117849,117849,303016,56245,117212
NA,Aequorea,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,TRUE,FALSE,FALSE,NA,116998,NA,6099,116998
Triconia borealis,Triconia borealis,accepted,Triconia borealis,NA,species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,TRUE,FALSE,FALSE,128956,128956,684042,2056981,128691
Leptasterias (Hexasterias) alaskensis,Leptasterias (Hexasterias) alaskensis,accepted,Leptasterias (Hexasterias) alaskensis,NA,species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,TRUE,FALSE,FALSE,369153,369153,NA,NA,123222
Abyssocladia flagrum,Abyssocladia flagrum,accepted,Abyssocladia flagrum,NA,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Abyssocladia,TRUE,FALSE,FALSE,864174,864174,NA,NA,184559
Muriceides cylindrica,Muriceides cylindrica,accepted,Muriceides cylindrica,NA,species,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Muriceides,TRUE,NA,FALSE,286358,286358,514313,NA,125310
Pandalus borealis,Pandalus borealis,accepted,Pandalus borealis,NA,species,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,TRUE,FALSE,FALSE,107649,107649,19213,6703,107044
Chrysaora melanaster,Chrysaora melanaster,accepted,Chrysaora melanaster,NA,species,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,TRUE,FALSE,FALSE,287209,287209,302997,168724,135261
Okutania anonycha,Okutania anonycha,accepted,Okutania anonycha,NA,species,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,TRUE,FALSE,FALSE,1468871,1468871,NA,NA,1468848
Polymastia pacifica,Polymastia pacifica,accepted,Polymastia pacifica,NA,species,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,TRUE,FALSE,FALSE,170653,170653,239932,NA,132046
Thouarella cristata,Thouarella cristata,accepted,Thouarella cristata,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Thouarella,TRUE,FALSE,FALSE,574232,574232,NA,NA,125323
NA,Axinella,accepted,NA,NA,genus,Porifera,Demospongiae,Axinellida,Axinellidae,Axinella,TRUE,FALSE,FALSE,NA,131774,NA,NA,131774
NA,Ophiolebes,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiolebes,TRUE,FALSE,FALSE,NA,123594,NA,NA,123594
Tritonia tetraquetra,Tritonia tetraquetra,accepted,Tritonia tetraquetra,NA,species,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,TRUE,NA,NA,851422,851422,NA,NA,138580
Primnoa wingi,Primnoa wingi,accepted,Primnoa wingi,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Primnoa,TRUE,NA,FALSE,286540,286540,514198,500560,125321
Calanus marshallae,Calanus marshallae,accepted,Calanus marshallae,NA,species,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,TRUE,FALSE,FALSE,196770,196770,31234,136139,104152
Cyphocaris challengeri,Cyphocaris challengeri,accepted,Cyphocaris challengeri,NA,species,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,TRUE,FALSE,FALSE,428630,428630,809289,NA,101603
NA,Neocalanus,accepted,NA,NA,genus,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,TRUE,FALSE,FALSE,NA,104155,NA,119367,104155
Plumarella hapala,Plumarella hapala,accepted,Plumarella hapala,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Plumarella,TRUE,FALSE,FALSE,574235,574235,NA,2175898,177839
NA,Cyclohelia,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Cyclohelia,TRUE,NA,NA,NA,267361,NA,520353,267361
Pteraster tesselatus,Pteraster tesselatus,accepted,Pteraster tesselatus,NA,species,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster,TRUE,FALSE,FALSE,369053,369053,160332,105949,123335
Paraeuchaeta elongata,Paraeuchaeta elongata,accepted,Paraeuchaeta elongata,NA,species,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,TRUE,FALSE,FALSE,196779,196779,310773,1707830,196874
Chlamys rubida,Chlamys rubida,accepted,Chlamys rubida,NA,species,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,TRUE,FALSE,FALSE,254460,254460,600753,644113,138315
Regadrella okinoseana,Regadrella okinoseana,accepted,Regadrella okinoseana,NA,species,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Regadrella,TRUE,FALSE,FALSE,171875,171875,NA,NA,132117
Tentorium semisuberites,Tentorium semisuberites,accepted,Tentorium semisuberites,NA,species,Porifera,Demospongiae,Polymastiida,Polymastiidae,Tentorium,TRUE,FALSE,FALSE,134224,134224,239990,942699,132053
Plumarella nuttingi,Plumarella nuttingi,accepted,Plumarella nuttingi,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Plumarella,TRUE,FALSE,FALSE,574238,574238,NA,NA,177839
Monanchora alaskensis,Monanchora alaskensis,accepted,Monanchora alaskensis,NA,species,Porifera,Demospongiae,Poecilosclerida,Crambeidae,Monanchora,TRUE,FALSE,FALSE,169015,169015,NA,NA,169014
Metacrangon variabilis,Metacrangon variabilis,accepted,Metacrangon variabilis,NA,species,Arthropoda,Malacostraca,Decapoda,Crangonidae,Metacrangon,TRUE,FALSE,FALSE,515746,515746,NA,NA,107008
Primno macropa,Primno macropa,accepted,Primno macropa,NA,species,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,TRUE,NA,NA,180759,180759,264634,371520,101806
Arthrogorgia utinomii,Arthrogorgia utinomii,accepted,Arthrogorgia utinomii,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Arthrogorgia,TRUE,NA,FALSE,289459,289459,514185,2175895,267238
Pandalus stenolepis,Pandalus stenolepis,accepted,Pandalus stenolepis,NA,species,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,TRUE,FALSE,FALSE,514361,514361,15885,397980,107044
Sarcodictyon incrustans,Sarcodictyon incrustans,accepted,Sarcodictyon incrustans,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Sarcodictyonidae,Sarcodictyon,TRUE,NA,FALSE,759935,759935,514299,NA,125287
Solaster paxillatus,Solaster paxillatus,accepted,Solaster paxillatus,NA,species,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,TRUE,FALSE,FALSE,292727,292727,140196,655539,123338
Thysanoessa inermis,Thysanoessa inermis,accepted,Thysanoessa inermis,NA,species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,TRUE,NA,NA,110708,110708,310776,210626,110679
Strongylocentrotus polyacanthus,Strongylocentrotus polyacanthus,accepted,Strongylocentrotus polyacanthus,NA,species,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,TRUE,FALSE,FALSE,423782,423782,124066,86354,123390
NA,Javania,accepted,NA,NA,genus,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,TRUE,NA,FALSE,NA,135115,NA,91456,135115
NA,Eukrohnia,accepted,NA,NA,genus,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,TRUE,NA,NA,NA,105399,NA,52636,105399
Plumarella echinata,Plumarella echinata,accepted,Plumarella echinata,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Plumarella,TRUE,FALSE,FALSE,574239,574239,NA,NA,177839
Thouarella trilineata,Thouarella trilineata,accepted,Thouarella trilineata,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Thouarella,TRUE,FALSE,FALSE,574233,574233,NA,NA,125323
Solaster dawsoni,Solaster dawsoni,accepted,Solaster dawsoni,NA,species,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,TRUE,FALSE,FALSE,292720,292720,140242,105863,123338
Balticina californica,Balticina californica,accepted,Balticina californica,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Balticinidae,Balticina,TRUE,FALSE,FALSE,1392940,1392940,NA,NA,146534
NA,Oikopleura,accepted,NA,NA,genus,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,TRUE,TRUE,NA,NA,103367,NA,34763,103367
NA,Tomopteris,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,TRUE,FALSE,FALSE,NA,129715,NA,397573,129715
Astrochele laevis,Astrochele laevis,accepted,Astrochele laevis,NA,species,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Astrochele,TRUE,FALSE,FALSE,243169,243169,NA,NA,182883
Axoniderma corona,Axoniderma corona,accepted,Axoniderma corona,NA,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Axoniderma,TRUE,FALSE,FALSE,1466524,1466524,NA,NA,196438
Paragorgia arborea,Paragorgia arborea,accepted,Paragorgia arborea,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Paragorgia,TRUE,FALSE,FALSE,125418,125418,506141,318094,125326
NA,Distaplia,accepted,NA,NA,genus,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,TRUE,NA,NA,NA,103464,NA,322838,103464
Cheiraster (Luidiaster) dawsoni,Cheiraster (Luidiaster) dawsoni,accepted,Cheiraster (Luidiaster) dawsoni,NA,species,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Cheiraster,TRUE,FALSE,FALSE,380798,380798,NA,NA,123240
Tedania (Tedania) dirhaphis,Tedania (Tedania) dirhaphis,accepted,Tedania (Tedania) dirhaphis,NA,species,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,TRUE,FALSE,FALSE,169558,169558,NA,NA,131974
Paralithodes platypus,Paralithodes platypus,accepted,Paralithodes platypus,NA,species,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralithodes,TRUE,FALSE,FALSE,254493,254493,25187,273748,106847
Phacellophora camtschatica,Phacellophora camtschatica,accepted,Phacellophora camtschatica,NA,species,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,TRUE,FALSE,FALSE,135309,135309,526156,168771,135266
Dendrobathypathes boutillieri,Dendrobathypathes boutillieri,accepted,Dendrobathypathes boutillieri,NA,species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Dendrobathypathes,TRUE,FALSE,FALSE,289787,289787,304547,639598,267372
Weberella bursa,Weberella bursa,accepted,Weberella bursa,NA,species,Porifera,Demospongiae,Polymastiida,Polymastiidae,Weberella,TRUE,FALSE,FALSE,134232,134232,239998,1391061,132059
NA,Stylissa,accepted,NA,NA,genus,Porifera,Demospongiae,Scopalinida,Scopalinidae,Stylissa,TRUE,FALSE,FALSE,NA,131781,NA,237127,131781
Themisto pacifica,Themisto pacifica,accepted,Themisto pacifica,NA,species,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,TRUE,FALSE,FALSE,254453,254453,754994,1307125,101800
Craniella sigmoancoratum,Craniella sigmoancoratum,accepted,Craniella sigmoancoratum,NA,species,Porifera,Demospongiae,Tetractinellida,Tetillidae,Craniella,TRUE,FALSE,FALSE,293251,293251,NA,NA,132093
Craniella sputnika,Craniella sputnika,accepted,Craniella sputnika,NA,species,Porifera,Demospongiae,Tetractinellida,Tetillidae,Craniella,TRUE,FALSE,FALSE,559368,559368,NA,NA,132093
NA,Staurocalyptus,accepted,NA,NA,genus,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Staurocalyptus,TRUE,FALSE,FALSE,NA,464585,NA,NA,464585
Astronebris tatafilius,Astronebris tatafilius,accepted,Astronebris tatafilius,NA,species,Echinodermata,Ophiuroidea,Euryalida,Asteronychidae,Astronebris,TRUE,FALSE,FALSE,243202,243202,NA,NA,242400
NA,Velutina,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina,TRUE,TRUE,NA,NA,138631,NA,1676592,138631
Crossaster papposus,Crossaster papposus,accepted,Crossaster papposus,NA,species,Echinodermata,Asteroidea,Valvatida,Solasteridae,Crossaster,TRUE,FALSE,FALSE,124154,124154,32889,60567,123336
Lophaster furcilliger,Lophaster furcilliger,accepted,Lophaster furcilliger,NA,species,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,TRUE,FALSE,FALSE,292719,292719,140246,655525,123337
Pteraster militaris,Pteraster militaris,accepted,Pteraster militaris,NA,species,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster,TRUE,FALSE,FALSE,124147,124147,112291,331099,123335
Leucandra tuba,Leucandra tuba,accepted,Leucandra tuba,NA,species,Porifera,Calcarea,Leucosolenida,Grantiidae,Leucandra,TRUE,FALSE,FALSE,164392,164392,NA,NA,131704
Chlamys behringiana,Chlamys behringiana,accepted,Chlamys behringiana,NA,species,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,TRUE,FALSE,FALSE,391825,391825,NA,644112,138315
Racovitzanus antarcticus,Racovitzanus antarcticus,accepted,Racovitzanus antarcticus,NA,species,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,TRUE,FALSE,FALSE,104784,104784,152194,503076,104227
NA,Appendicularia,accepted,NA,NA,genus,Chordata,Appendicularia,Copelata,Fritillariidae,Appendicularia,TRUE,NA,NA,NA,103357,NA,NA,103357
Stylaster verrillii,Stylaster verrillii,accepted,Stylaster verrillii,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,TRUE,NA,FALSE,285915,285915,NA,520413,117246
NA,Pandalus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,TRUE,NA,FALSE,NA,107044,NA,6702,107044
Thysanoessa spinifera,Thysanoessa spinifera,accepted,Thysanoessa spinifera,NA,species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,TRUE,NA,NA,237874,237874,82128,329973,110679
NA,Leptasterias,accepted,NA,NA,genus,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,TRUE,FALSE,FALSE,NA,123222,NA,43054,123222
Leptychaster arcticus,Leptychaster arcticus,accepted,Leptychaster arcticus,NA,species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,TRUE,FALSE,FALSE,123896,123896,220545,NA,123250
Tomopteris septentrionalis,Tomopteris septentrionalis,accepted,Tomopteris septentrionalis,NA,species,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,TRUE,FALSE,FALSE,131568,131568,526524,NA,129715
NA,Scolecithricella,accepted,NA,NA,genus,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,TRUE,FALSE,FALSE,NA,104229,NA,121143,104229
NA,Aurelia,accepted,NA,NA,genus,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,TRUE,FALSE,FALSE,NA,135263,NA,NA,135263
Ophiura sarsii,Ophiura sarsii,accepted,Ophiura sarsii,NA,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,TRUE,FALSE,FALSE,124934,124934,220470,861515,123574
Pleuromamma scutullata,Pleuromamma scutullata,accepted,Pleuromamma scutullata,NA,species,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,TRUE,FALSE,FALSE,354841,354841,152209,503035,104191
Hymeniacidon assimilis,Hymeniacidon assimilis,accepted,Hymeniacidon assimilis,NA,species,Porifera,Demospongiae,Suberitida,Halichondriidae,Hymeniacidon,TRUE,FALSE,FALSE,132643,132643,NA,NA,131808
Fusitriton oregonensis,Fusitriton oregonensis,accepted,Fusitriton oregonensis,NA,species,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Fusitriton,TRUE,NA,NA,476496,476496,159206,160012,390535
Pseudosuberites montiniger,Pseudosuberites montiniger,accepted,Pseudosuberites montiniger,NA,species,Porifera,Demospongiae,Suberitida,Suberitidae,Pseudosuberites,TRUE,FALSE,FALSE,134257,134257,NA,NA,132069
Calycopsis nematophora,Calycopsis nematophora,accepted,Calycopsis nematophora,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Calycopsis,TRUE,FALSE,FALSE,284302,284302,NA,NA,117028
Candacia columbiae,Candacia columbiae,accepted,Candacia columbiae,NA,species,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,TRUE,FALSE,FALSE,349800,349800,809286,507445,104157
NA,Buccinum,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,TRUE,FALSE,FALSE,NA,137701,NA,37540,137701
Stephanasterias albula,Stephanasterias albula,accepted,Stephanasterias albula,NA,species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stephanasterias,TRUE,FALSE,FALSE,123808,123808,104572,279912,123227
NA,Isodictya,accepted,NA,NA,genus,Porifera,Demospongiae,Poecilosclerida,Isodictyidae,Isodictya,TRUE,FALSE,FALSE,NA,131905,NA,1325620,131905
Pyrulofusus dexius,Pyrulofusus dexius,accepted,Pyrulofusus dexius,NA,species,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Pyrulofusus,TRUE,NA,NA,491408,491408,NA,NA,254377
NA,Virgularia,accepted,NA,NA,genus,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Virgularia,TRUE,FALSE,FALSE,NA,128503,NA,58814,128503
Oithona setigera setigera,Oithona setigera setigera,accepted,Oithona setigera,Oithona setigera setigera,subspecies,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,TRUE,FALSE,FALSE,106655,734517,NA,NA,106485
Sclerocrangon boreas,Sclerocrangon boreas,accepted,Sclerocrangon boreas,NA,species,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sclerocrangon,TRUE,FALSE,FALSE,107568,107568,8482,397989,107013
Chondrocladia (Chondrocladia) grandis,Chondrocladia (Chondrocladia) grandis,accepted,Chondrocladia (Chondrocladia) grandis,NA,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,TRUE,FALSE,FALSE,1023293,1023293,NA,NA,131894
Gaetanus simplex,Gaetanus simplex,accepted,Gaetanus simplex,NA,species,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,TRUE,FALSE,FALSE,346494,346494,809290,672030,104121
Arthrogorgia otsukai,Arthrogorgia otsukai,accepted,Arthrogorgia otsukai,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Arthrogorgia,TRUE,NA,FALSE,289458,289458,514184,NA,267238
NA,Stylocordyla,accepted,NA,NA,genus,Porifera,Demospongiae,Suberitida,Stylocordylidae,Stylocordyla,TRUE,FALSE,FALSE,NA,132063,NA,1658105,132063
NA,Tritonia,accepted,NA,NA,genus,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,TRUE,TRUE,NA,NA,138580,NA,152758,138580
Marginoproctus djakonovi,Marginoproctus djakonovi,accepted,Marginoproctus djakonovi,NA,species,Echinodermata,Echinoidea,Echinolampadacea,Scutelliformes incertae sedis,Marginoproctus,TRUE,FALSE,FALSE,513007,513007,NA,NA,512695
Neocrangon communis,Neocrangon communis,accepted,Neocrangon communis,NA,species,Arthropoda,Malacostraca,Decapoda,Crangonidae,Neocrangon,TRUE,FALSE,FALSE,423552,423552,606066,NA,422854
Hyas coarctatus,Hyas coarctatus,accepted,Hyas coarctatus,NA,species,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,TRUE,FALSE,FALSE,107323,107323,80950,362706,106903
