verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
NA,Bathyconchoecia,accepted,NA,NA,genus,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Bathyconchoecia,TRUE,NA,FALSE,NA,127530,NA,1234289,127530
Lepetodrilus elevatus elevatus,Lepetodrilus elevatus elevatus,accepted,Lepetodrilus elevatus,Lepetodrilus elevatus elevatus,subspecies,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,TRUE,NA,NA,449971,769069,NA,NA,180907
Holothuria (Platyperona) difficilis,Holothuria (Platyperona) difficilis,accepted,Holothuria (Platyperona) difficilis,NA,species,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,TRUE,FALSE,FALSE,148752,148752,NA,NA,123456
Stygiopontius flexus,Stygiopontius flexus,accepted,Stygiopontius flexus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Stygiopontius,TRUE,FALSE,FALSE,355917,355917,NA,NA,135582
Amaterasia amanoiwatoi,Amaterasia amanoiwatoi,accepted,Amaterasia amanoiwatoi,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Pandaridae,Amaterasia,TRUE,FALSE,FALSE,370556,370556,NA,NA,370555
Echinolittorina aspera,Echinolittorina aspera,accepted,Echinolittorina aspera,NA,species,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Echinolittorina,TRUE,NA,NA,446852,446852,27966,262353,345756
Oncaea venusta,Oncaea venusta,accepted,Oncaea venusta,NA,species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,TRUE,FALSE,FALSE,128954,128954,315365,349675,128690
Helicoradomenia acredema,Helicoradomenia acredema,accepted,Helicoradomenia acredema,NA,species,Mollusca,Solenogastres,NA,Simrothiellidae,Helicoradomenia,TRUE,NA,NA,395235,395235,NA,NA,395145
Marionia kinoi,Marionia kinoi,accepted,Marionia kinoi,NA,species,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Marionia,TRUE,NA,NA,736330,736330,NA,NA,138579
Mysidium (Mysidium) rickettsi,Mysidium (Mysidium) rickettsi,accepted,Mysidium (Mysidium) rickettsi,NA,species,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidium,TRUE,NA,FALSE,226875,226875,NA,NA,161516
Echinopelta fistulosa,Echinopelta fistulosa,accepted,Echinopelta fistulosa,NA,species,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Echinopelta,TRUE,NA,NA,449957,449957,NA,440544,449920
Argonauta hians,Argonauta hians,accepted,Argonauta hians,NA,species,Mollusca,Cephalopoda,Octopoda,Argonautidae,Argonauta,TRUE,NA,FALSE,215276,215276,386815,2052491,137676
Ophryotrocha akessoni,Ophryotrocha akessoni,accepted,Ophryotrocha akessoni,NA,species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,TRUE,FALSE,FALSE,330194,330194,NA,NA,129266
Amphiaster insignis,Amphiaster insignis,accepted,Amphiaster insignis,NA,species,Echinodermata,Asteroidea,Valvatida,Asterodiscididae,Amphiaster,TRUE,FALSE,FALSE,368865,368865,NA,NA,254808
Ceuthoecetes introversus,Ceuthoecetes introversus,accepted,Ceuthoecetes introversus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Ceuthoecetes,TRUE,FALSE,FALSE,350015,350015,NA,NA,346944
Tegula globulus,Tegula globulus,accepted,Tegula globulus,NA,species,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,TRUE,NA,NA,575630,575630,NA,NA,413467
Rhynchopelta concentrica,Rhynchopelta concentrica,accepted,Rhynchopelta concentrica,NA,species,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Rhynchopelta,TRUE,NA,NA,450018,450018,667037,55023,449921
Axoniderma mexicana,Axoniderma mexicana,accepted,Axoniderma mexicana,NA,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Axoniderma,TRUE,FALSE,FALSE,1466532,1466532,NA,NA,196438
Clypeosectus delectus,Clypeosectus delectus,accepted,Clypeosectus delectus,NA,species,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Clypeosectus,TRUE,NA,NA,449949,449949,667035,984268,449909
Stygiopontius appositus,Stygiopontius appositus,accepted,Stygiopontius appositus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Stygiopontius,TRUE,FALSE,FALSE,355914,355914,NA,NA,135582
Caecum semilaeve,Caecum semilaeve,accepted,Caecum semilaeve,NA,species,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,TRUE,FALSE,FALSE,545356,545356,NA,NA,137718
Echinolittorina modesta,Echinolittorina modesta,accepted,Echinolittorina modesta,NA,species,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Echinolittorina,TRUE,NA,NA,446865,446865,27949,262368,345756
Stygiopontius paxillifer,Stygiopontius paxillifer,accepted,Stygiopontius paxillifer,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Stygiopontius,TRUE,FALSE,FALSE,355922,355922,NA,NA,135582
Fissuricola caritus,Fissuricola caritus,accepted,Fissuricola caritus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Fissuricola,TRUE,FALSE,FALSE,351894,351894,NA,NA,347158
Plicopurpura columellaris,Plicopurpura columellaris,accepted,Plicopurpura columellaris,NA,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Plicopurpura,TRUE,NA,NA,396989,396989,507785,41464,395251
Eubranchus cucullus,Eubranchus cucullus,accepted,Eubranchus cucullus,NA,species,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,TRUE,NA,NA,597735,597735,NA,NA,137954
NA,Isoparactis,accepted,NA,NA,genus,Cnidaria,Anthozoa,Actiniaria,Isanthidae,Isoparactis,TRUE,NA,NA,NA,411544,NA,1943666,411544
Stygiopontius hispidulus,Stygiopontius hispidulus,accepted,Stygiopontius hispidulus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Stygiopontius,TRUE,FALSE,FALSE,355918,355918,654257,885942,135582
Epitonium shyorum,Epitonium shyorum,accepted,Epitonium shyorum,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,TRUE,NA,NA,523975,523975,NA,NA,137943
Pandarus katoi,Pandarus katoi,accepted,Pandarus katoi,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Pandaridae,Pandarus,TRUE,FALSE,FALSE,354133,354133,NA,NA,135638
Felimida norrisi,Felimida norrisi,accepted,Felimida norrisi,NA,species,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Felimida,TRUE,NA,NA,597406,597406,NA,NA,558458
Laminatubus alvini,Laminatubus alvini,accepted,Laminatubus alvini,NA,species,Annelida,Polychaeta,Sabellida,Serpulidae,Laminatubus,TRUE,FALSE,FALSE,328604,328604,NA,363310,325113
Acanthaster planci,Acanthaster planci,accepted,Acanthaster planci,NA,species,Echinodermata,Asteroidea,Valvatida,Acanthasteridae,Acanthaster,TRUE,FALSE,FALSE,213289,213289,24640,133434,205212
Asteropsis carinifera,Asteropsis carinifera,accepted,Asteropsis carinifera,NA,species,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Asteropsis,TRUE,FALSE,FALSE,213177,213177,84406,478282,203861
Encope grandis,Encope grandis,accepted,Encope grandis,NA,species,Echinodermata,Echinoidea,Echinolampadacea,Mellitidae,Encope,TRUE,FALSE,FALSE,513256,513256,669207,1351937,415341
Holothuria (Lessonothuria) pardalis,Holothuria (Lessonothuria) pardalis,accepted,Holothuria (Lessonothuria) pardalis,NA,species,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,TRUE,FALSE,FALSE,210893,210893,NA,796723,123456
Crassinella pacifica,Crassinella pacifica,accepted,Crassinella pacifica,NA,species,Mollusca,Bivalvia,Carditida,Crassatellidae,Crassinella,TRUE,NA,NA,505073,505073,NA,NA,415242
Epidendrium billeeanum,Epidendrium billeeanum,accepted,Epidendrium billeeanum,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epidendrium,TRUE,FALSE,FALSE,523762,523762,NA,NA,345294
Strombina pulcherrima,Strombina pulcherrima,accepted,Strombina pulcherrima,NA,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Strombina,TRUE,NA,NA,511798,511798,NA,NA,456521
Anachis berryi,Anachis berryi,accepted,Anachis berryi,NA,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Anachis,TRUE,NA,NA,511373,511373,NA,NA,137802
Notomastus cinctus,Notomastus cinctus,accepted,Notomastus cinctus,NA,species,Annelida,Polychaeta,NA,Capitellidae,Notomastus,TRUE,FALSE,FALSE,330008,330008,NA,NA,129220
Upogebia dawsoni,Upogebia dawsoni,accepted,Upogebia dawsoni,NA,species,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,TRUE,FALSE,FALSE,477906,477906,NA,NA,107079
Chiridota aponocrita,Chiridota aponocrita,accepted,Chiridota aponocrita,NA,species,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Chiridota,TRUE,FALSE,FALSE,528827,528827,280295,NA,123438
Leitoscoloplos mexicanus,Leitoscoloplos mexicanus,accepted,Leitoscoloplos mexicanus,NA,species,Annelida,Polychaeta,NA,Orbiniidae,Leitoscoloplos,TRUE,NA,NA,743510,743510,NA,NA,129418
Exallopus jumarsi,Exallopus jumarsi,accepted,Exallopus jumarsi,NA,species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Exallopus,TRUE,FALSE,FALSE,327954,327954,NA,1243830,324692
Schwartziella effusa,Schwartziella effusa,accepted,Schwartziella effusa,NA,species,Mollusca,Gastropoda,Littorinimorpha,Zebinidae,Schwartziella,TRUE,NA,NA,593618,593618,NA,NA,224717
Macellicephaloides alvini,Macellicephaloides alvini,accepted,Macellicephaloides alvini,NA,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,TRUE,FALSE,FALSE,329105,329105,NA,NA,324960
Protomystides papillosa,Protomystides papillosa,accepted,Protomystides papillosa,NA,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Protomystides,TRUE,FALSE,FALSE,331332,331332,NA,NA,129456
Neolepas zevinae,Neolepas zevinae,accepted,Neolepas zevinae,NA,species,Arthropoda,Thecostraca,Scalpellomorpha,Neolepadidae,Neolepas,TRUE,NA,NA,535261,535261,NA,479283,534843
Tivela byronensis,Tivela byronensis,accepted,Tivela byronensis,NA,species,Mollusca,Bivalvia,Venerida,Veneridae,Tivela,TRUE,NA,NA,507955,507955,NA,NA,204741
Lepetodrilus guaymasensis,Lepetodrilus guaymasensis,accepted,Lepetodrilus guaymasensis,NA,species,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,TRUE,NA,NA,449974,449974,163782,505976,180907
NA,Thermosipho,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Eosiphonidae,Thermosipho,TRUE,FALSE,FALSE,NA,744001,NA,NA,744001
Boonea cincta,Boonea cincta,accepted,Boonea cincta,NA,species,Mollusca,Gastropoda,NA,Pyramidellidae,Boonea,TRUE,FALSE,FALSE,397025,397025,799935,NA,397023
Chondrilla pacifica,Chondrilla pacifica,accepted,Chondrilla pacifica,NA,species,Porifera,Demospongiae,Chondrillida,Chondrillidae,Chondrilla,TRUE,FALSE,FALSE,170367,170367,NA,NA,132021
Chelonibia testudinaria,Chelonibia testudinaria,accepted,Chelonibia testudinaria,NA,species,Arthropoda,Thecostraca,Balanomorpha,Chelonibiidae,Chelonibia,TRUE,NA,NA,106235,106235,14268,217703,106128
Vullietoliva splendidula,Vullietoliva splendidula,accepted,Vullietoliva splendidula,NA,species,Mollusca,Gastropoda,Neogastropoda,Olividae,Vullietoliva,TRUE,NA,NA,954759,954759,NA,NA,954758
Hesiolyra bergi,Hesiolyra bergi,accepted,Hesiolyra bergi,NA,species,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiolyra,TRUE,FALSE,FALSE,328337,328337,285920,359165,324825
Cypridina americana,Cypridina americana,accepted,Cypridina americana,NA,species,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Cypridina,TRUE,NA,NA,450884,450884,NA,NA,127520
Luidia phragma,Luidia phragma,accepted,Luidia phragma,NA,species,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,TRUE,FALSE,FALSE,368140,368140,NA,NA,123260
Antipathes lentipinna,Antipathes lentipinna,accepted,Antipathes lentipinna,NA,species,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Antipathes,TRUE,NA,NA,283910,283910,NA,NA,103302
Notomastus abyssalis,Notomastus abyssalis,accepted,Notomastus abyssalis,NA,species,Annelida,Polychaeta,NA,Capitellidae,Notomastus,TRUE,FALSE,FALSE,329999,329999,NA,NA,129220
Lirapex humatus,Lirapex humatus,accepted,Lirapex humatus,NA,species,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Lirapex,TRUE,FALSE,FALSE,449982,449982,NA,NA,180918
Alebion pacificus,Alebion pacificus,accepted,Alebion pacificus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Alebion,TRUE,FALSE,FALSE,348613,348613,NA,NA,135588
Polymesoda radiata,Polymesoda radiata,accepted,Polymesoda radiata,NA,species,Mollusca,Bivalvia,Venerida,Cyrenidae,Polymesoda,TRUE,NA,NA,606361,606361,NA,NA,415847
Phyllodoce dubia,Phyllodoce dubia,accepted,Phyllodoce dubia,NA,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,TRUE,NA,NA,536457,536457,NA,NA,129455
Peltospira operculata,Peltospira operculata,accepted,Peltospira operculata,NA,species,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Peltospira,TRUE,NA,NA,449998,449998,667036,55021,180916
Opeatostoma pseudodon,Opeatostoma pseudodon,accepted,Opeatostoma pseudodon,NA,species,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Opeatostoma,TRUE,NA,NA,489078,489078,277288,1838244,446077
Lirapex granularis,Lirapex granularis,accepted,Lirapex granularis,NA,species,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Lirapex,TRUE,NA,NA,449981,449981,NA,NA,180918
Cumingia lamellosa,Cumingia lamellosa,accepted,Cumingia lamellosa,NA,species,Mollusca,Bivalvia,Cardiida,Semelidae,Cumingia,TRUE,NA,NA,507257,507257,NA,NA,156822
Lottia fascicularis,Lottia fascicularis,accepted,Lottia fascicularis,NA,species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,NA,NA,510022,510022,NA,NA,160336
Periploma carpenteri,Periploma carpenteri,accepted,Periploma carpenteri,NA,species,Mollusca,Bivalvia,NA,Periplomatidae,Periploma,TRUE,NA,NA,506861,506861,NA,NA,156937
Tindariopsis grasslei,Tindariopsis grasslei,accepted,Tindariopsis grasslei,NA,species,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,Tindariopsis,TRUE,NA,NA,506449,506449,NA,NA,492061
Semele flavescens,Semele flavescens,accepted,Semele flavescens,NA,species,Mollusca,Bivalvia,Cardiida,Semelidae,Semele,TRUE,NA,NA,507295,507295,NA,NA,138476
Ophryotrocha platykephale,Ophryotrocha platykephale,accepted,Ophryotrocha platykephale,NA,species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,TRUE,FALSE,FALSE,330216,330216,NA,NA,129266
Carditamera affinis,Carditamera affinis,accepted,Carditamera affinis,NA,species,Mollusca,Bivalvia,Carditida,Carditidae,Carditamera,TRUE,NA,NA,504857,504857,NA,1299290,415159
Helicoradomenia bisquama,Helicoradomenia bisquama,accepted,Helicoradomenia bisquama,NA,species,Mollusca,Solenogastres,NA,Simrothiellidae,Helicoradomenia,TRUE,NA,NA,395236,395236,NA,NA,395145
Holothuria (Cystipus) rigida,Holothuria (Cystipus) rigida,accepted,Holothuria (Cystipus) rigida,NA,species,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,TRUE,FALSE,FALSE,210880,210880,NA,NA,123456
Hyalogyrina grasslei,Hyalogyrina grasslei,accepted,Hyalogyrina grasslei,NA,species,Mollusca,Gastropoda,NA,Hyalogyrinidae,Hyalogyrina,TRUE,NA,NA,449964,449964,NA,NA,138076
Aphotopontius flexispinus,Aphotopontius flexispinus,accepted,Aphotopontius flexispinus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Aphotopontius,TRUE,FALSE,FALSE,348892,348892,NA,NA,135581
Odostomia scalariformis,Odostomia scalariformis,accepted,Odostomia scalariformis,NA,species,Mollusca,Gastropoda,NA,Pyramidellidae,Odostomia,TRUE,FALSE,FALSE,575904,575904,NA,NA,138413
Clypeolum latissimum,Clypeolum latissimum,accepted,Clypeolum latissimum,NA,species,Mollusca,Gastropoda,Cycloneritida,Neritidae,Clypeolum,FALSE,NA,TRUE,873723,873723,NA,NA,873719
Lottia pediculus,Lottia pediculus,accepted,Lottia pediculus,NA,species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,FALSE,FALSE,594473,594473,NA,NA,160336
Ophiolepis variegata,Ophiolepis variegata,accepted,Ophiolepis variegata,NA,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiolepididae,Ophiolepis,TRUE,FALSE,FALSE,243704,243704,219691,1316113,123564
Luidia bellonae,Luidia bellonae,accepted,Luidia bellonae,NA,species,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,TRUE,FALSE,FALSE,368109,368109,NA,NA,123260
Parviturboides monile,Parviturboides monile,accepted,Parviturboides monile,NA,species,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Parviturboides,TRUE,NA,NA,575501,575501,NA,NA,415778
Megalanceoloides aequanime,Megalanceoloides aequanime,accepted,Megalanceoloides aequanime,NA,species,Arthropoda,Malacostraca,Amphipoda,Megalanceolidae,Megalanceoloides,TRUE,FALSE,FALSE,986821,986821,NA,NA,715036
Leiosolenus attenuatus,Leiosolenus attenuatus,accepted,Leiosolenus attenuatus,NA,species,Mollusca,Bivalvia,Mytilida,Mytilidae,Leiosolenus,TRUE,NA,NA,506055,506055,NA,NA,205017
Nicomache arwidssoni,Nicomache arwidssoni,accepted,Nicomache arwidssoni,NA,species,Annelida,Polychaeta,NA,Maldanidae,Nicomache,TRUE,FALSE,FALSE,329803,329803,NA,NA,129357
Vermicularia frisbeyae,Vermicularia frisbeyae,accepted,Vermicularia frisbeyae,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Vermicularia,TRUE,FALSE,FALSE,575644,575644,NA,NA,160073
Nereis sandersi,Nereis sandersi,accepted,Nereis sandersi,NA,species,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,TRUE,FALSE,FALSE,329739,329739,NA,359166,129379
Stygiopontius mucroniferus,Stygiopontius mucroniferus,accepted,Stygiopontius mucroniferus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Stygiopontius,TRUE,FALSE,FALSE,355921,355921,NA,NA,135582
Austrophyllum exsilium,Austrophyllum exsilium,accepted,Austrophyllum exsilium,NA,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Austrophyllum,TRUE,FALSE,FALSE,327033,327033,NA,NA,174187
Rhynchonereella gracilis,Rhynchonereella gracilis,accepted,Rhynchonereella gracilis,NA,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Rhynchonereella,TRUE,FALSE,FALSE,155413,155413,NA,887198,129148
Harpa crenata,Harpa crenata,accepted,Harpa crenata,NA,species,Mollusca,Gastropoda,Neogastropoda,Harpidae,Harpa,TRUE,NA,NA,403833,403833,NA,NA,205853
Hermundura riojai,Hermundura riojai,accepted,Hermundura riojai,NA,species,Annelida,Polychaeta,Phyllodocida,Pilargidae,Hermundura,TRUE,FALSE,FALSE,558289,558289,NA,NA,325821
Eunice pulvinopalpata,Eunice pulvinopalpata,accepted,Eunice pulvinopalpata,NA,species,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,TRUE,FALSE,FALSE,327778,327778,NA,NA,129278
Prionotoleberis styx,Prionotoleberis styx,accepted,Prionotoleberis styx,NA,species,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Prionotoleberis,TRUE,FALSE,FALSE,451152,451152,NA,NA,127517
Mothocya arrosor,Mothocya arrosor,accepted,Mothocya arrosor,NA,species,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Mothocya,TRUE,FALSE,FALSE,256813,256813,NA,NA,118416
Leptopecten palmeri,Leptopecten palmeri,accepted,Leptopecten palmeri,NA,species,Mollusca,Bivalvia,Pectinida,Pectinidae,Leptopecten,TRUE,NA,NA,394315,394315,NA,NA,394308
Periglypta multicostata,Periglypta multicostata,accepted,Periglypta multicostata,NA,species,Mollusca,Bivalvia,Venerida,Veneridae,Periglypta,TRUE,NA,NA,708830,708830,NA,NA,205443
Amphisamytha fauchaldi,Amphisamytha fauchaldi,accepted,Amphisamytha fauchaldi,NA,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Amphisamytha,TRUE,FALSE,FALSE,326387,326387,668621,1311517,325227
Isaacsicalanus paucisetus,Isaacsicalanus paucisetus,accepted,Isaacsicalanus paucisetus,NA,species,Arthropoda,Copepoda,Calanoida,Spinocalanidae,Isaacsicalanus,TRUE,FALSE,FALSE,346571,346571,NA,NA,346570
NA,Porites,accepted,NA,NA,genus,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,TRUE,NA,FALSE,NA,206485,NA,46719,206485
NA,Branchiostoma,accepted,NA,NA,genus,Chordata,Leptocardii,NA,Branchiostomatidae,Branchiostoma,TRUE,NA,NA,NA,104902,NA,7737,104902
Crucibulum scutellatum,Crucibulum scutellatum,accepted,Crucibulum scutellatum,NA,species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crucibulum,TRUE,NA,NA,532688,532688,31466,211808,160231
Branchiosyllis riojai,Branchiosyllis riojai,accepted,Branchiosyllis riojai,NA,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Branchiosyllis,TRUE,FALSE,FALSE,598770,598770,NA,NA,129647
Upogebia ramphula,Upogebia ramphula,accepted,Upogebia ramphula,NA,species,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,TRUE,FALSE,TRUE,477938,477938,NA,NA,107079
Phrontis pagoda,Phrontis pagoda,accepted,Phrontis pagoda,NA,species,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Phrontis,TRUE,NA,NA,877062,877062,NA,NA,560406
NA,Naria,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Naria,TRUE,FALSE,FALSE,NA,573905,NA,NA,573905
Cerithium stercusmuscarum,Cerithium stercusmuscarum,accepted,Cerithium stercusmuscarum,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,TRUE,NA,NA,574966,574966,300346,658869,137760
Euclia balboae,Euclia balboae,accepted,Euclia balboae,NA,species,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Euclia,TRUE,FALSE,FALSE,1431490,1431490,NA,NA,464462
Scyllarides astori,Scyllarides astori,accepted,Scyllarides astori,NA,species,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarides,TRUE,FALSE,FALSE,382910,382910,NA,NA,107061
NA,Pyrgophorus,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Pyrgophorus,FALSE,TRUE,TRUE,NA,397178,NA,93098,397178
NA,Circulus,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Vitrinellidae,Circulus,TRUE,FALSE,FALSE,NA,137626,NA,NA,137626
Divalinga perparvula,Divalinga perparvula,accepted,Divalinga perparvula,NA,species,Mollusca,Bivalvia,Lucinida,Lucinidae,Divalinga,TRUE,NA,NA,464136,464136,NA,NA,181319
Tethyaster canaliculatus,Tethyaster canaliculatus,accepted,Tethyaster canaliculatus,NA,species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Tethyaster,TRUE,FALSE,FALSE,292829,292829,NA,NA,123257
Coralliophila parva,Coralliophila parva,accepted,Coralliophila parva,NA,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Coralliophila,TRUE,FALSE,FALSE,709213,709213,NA,NA,137837
Caryocorbula biradiata,Caryocorbula biradiata,accepted,Caryocorbula biradiata,NA,species,Mollusca,Bivalvia,Myida,Corbulidae,Caryocorbula,TRUE,NA,NA,715378,715378,NA,NA,415166
NA,Iphione,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Iphionidae,Iphione,TRUE,FALSE,FALSE,NA,206125,NA,1210434,206125
NA,Aspella,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Aspella,TRUE,FALSE,FALSE,NA,138188,NA,NA,138188
NA,Engina,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Engina,TRUE,FALSE,FALSE,NA,137705,NA,128474,137705
Pseudoveleronia laevifrons,Pseudoveleronia laevifrons,accepted,Pseudoveleronia laevifrons,NA,species,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Pseudoveleronia,TRUE,FALSE,FALSE,514765,514765,NA,NA,514016
Rhinoclavis gemmata,Rhinoclavis gemmata,accepted,Rhinoclavis gemmata,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Rhinoclavis,TRUE,FALSE,FALSE,1555260,1555260,NA,NA,137762
Pharia pyramidata,Pharia pyramidata,accepted,Pharia pyramidata,NA,species,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Pharia,TRUE,FALSE,FALSE,292795,292795,756041,556846,292794
Cosmioconcha palmeri,Cosmioconcha palmeri,accepted,Cosmioconcha palmeri,NA,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Cosmioconcha,TRUE,NA,NA,511690,511690,NA,NA,378319
Pisionidens indica,Pisionidens indica,accepted,Pisionidens indica,NA,species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisionidens,TRUE,FALSE,FALSE,334536,334536,NA,NA,324905
NA,Crucibulum,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crucibulum,TRUE,FALSE,FALSE,NA,160231,NA,211803,160231
Limaria pacifica,Limaria pacifica,accepted,Limaria pacifica,NA,species,Mollusca,Bivalvia,Limida,Limidae,Limaria,TRUE,NA,NA,505487,505487,756028,NA,138126
NA,Triphora,accepted,NA,NA,genus,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Triphoridae,Triphora,TRUE,NA,NA,NA,147186,NA,78851,147186
Paraphronima robisoni,Paraphronima robisoni,accepted,Paraphronima robisoni,NA,species,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,Paraphronima,TRUE,FALSE,FALSE,1545826,1545826,NA,NA,236595
Nausithoe punctata,Nausithoe punctata,accepted,Nausithoe punctata,NA,species,Cnidaria,Scyphozoa,Coronatae,Nausithoidae,Nausithoe,TRUE,FALSE,FALSE,135290,135290,NA,940423,135250
Neotiara fultoni,Neotiara fultoni,accepted,Neotiara fultoni,NA,species,Mollusca,Gastropoda,Neogastropoda,Mitridae,Neotiara,TRUE,FALSE,FALSE,1060363,1060363,NA,NA,1060337
Cavilinga lingualis,Cavilinga lingualis,accepted,Cavilinga lingualis,NA,species,Mollusca,Bivalvia,Lucinida,Lucinidae,Cavilinga,TRUE,NA,FALSE,464113,464113,NA,NA,415173
