found_taxa,worms_name,verbatim_name,gbif_name,ncbi_name,ncbi_commonname,gbif_usagekey,ncbi_uid,gbif_status,worms_aphiaid,worms_status,freshwater_only,kingdom,phylum,class,order,family,genus
Etheostoma spectabile,Etheostoma spectabile,Etheostoma spectabile,Etheostoma spectabile,Etheostoma spectabile,orangethroat darter,2382332,54343,accepted,954587,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma
Pachyurus bonariensis,Pachyurus bonariensis,Pachyurus bonariensis,Pachyurus bonariensis,Pachyurus bonariensis,,5212481,1563991,accepted,1013991,accepted,1,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Pachyurus
Pseudoblennius percoides,Pseudoblennius percoides,Pseudoblennius percoides,Pseudoblennius percoides,Pseudoblennius percoides,sunrise,2333897,1508110,accepted,282410,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Pseudoblennius
Callogobius sp. KAUM:I:104414,NA,Callogobius sp. KAUM:I:104414,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Callogobius
Valenciennea puellaris,Valenciennea puellaris,Valenciennea puellaris,Valenciennea puellaris,Valenciennea puellaris,maiden goby,2377331,586872,accepted,219595,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Valenciennea
Callogobius maculipinnis,Callogobius maculipinnis,Callogobius maculipinnis,Callogobius maculipinnis,Callogobius maculipinnis,,2379342,2569857,accepted,219408,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Callogobius
Synchirus gilli,Synchirus gilli,Synchirus gilli,Synchirus gilli,Synchirus gilli,manacled sculpin,2334298,740936,accepted,282921,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Synchirus
Nomeus gronovii,Nomeus gronovii,Nomeus gronovii,Nomeus gronovii,Nomeus gronovii,man-of-war fish,2381886,1003968,accepted,126991,accepted,0,Animalia,Chordata,Teleostei,Scombriformes,Nomeidae,Nomeus
Symphodus ocellatus,Symphodus ocellatus,Symphodus ocellatus,Symphodus ocellatus,Symphodus ocellatus,,9740273,130472,accepted,273572,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Symphodus
Symphodus melops,Symphodus melops,Symphodus melops,Symphodus melops,Symphodus melops,corkwing wrasse,2383978,171736,accepted,273571,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Symphodus
Etheostoma burri,Etheostoma burri,Etheostoma burri,Etheostoma burri,Etheostoma burri,brook darter,2382278,255462,accepted,1010617,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma
Symphodus mediterraneus,Symphodus mediterraneus,Symphodus mediterraneus,Symphodus mediterraneus,Symphodus mediterraneus,,2384029,202598,accepted,273569,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Symphodus
Symphodus cinereus,Symphodus cinereus,Symphodus cinereus,Symphodus cinereus,Symphodus cinereus,grey wrasse,2384043,191724,accepted,273567,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Symphodus
Etheostoma punctulatum,Etheostoma punctulatum,Etheostoma punctulatum,Etheostoma punctulatum,Etheostoma punctulatum,stippled darter,2382276,255465,accepted,1419163,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma
Ophiocara porocephala,Ophiocara porocephala,Ophiocara porocephala,Ophiocara porocephala,Ophiocara porocephala,northern mud gudgeon,2386201,86248,accepted,219359,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Ophiocara
Parachaeturichthys polynema,Parachaeturichthys polynema,Parachaeturichthys polynema,Parachaeturichthys polynema,Parachaeturichthys polynema,,2378382,376886,accepted,219534,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Parachaeturichthys
Nautichthys oculofasciatus,Nautichthys oculofasciatus,Nautichthys oculofasciatus,Nautichthys oculofasciatus,Nautichthys oculofasciatus,sailfin sculpin,2335124,428032,accepted,254542,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Hemitripteridae,Nautichthys
Gillichthys mirabilis,Gillichthys mirabilis,Gillichthys mirabilis,Gillichthys mirabilis,Gillichthys mirabilis,long-jawed mudsucker,2378639,8222,accepted,280851,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Gillichthys
Boleophthalmus pectinirostris,Boleophthalmus pectinirostris,Boleophthalmus pectinirostris,Boleophthalmus pectinirostris,Boleophthalmus pectinirostris,great blue-spotted mudskipper,2378429,150288,accepted,279926,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Boleophthalmus
Oxyurichthys cornutus,Oxyurichthys cornutus,Oxyurichthys cornutus,Oxyurichthys cornutus,Oxyurichthys cornutus,,2378010,1916822,accepted,273455,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys
Oligolepis acutipennis,Oligolepis acutipennis,Oligolepis acutipennis,Oligolepis acutipennis,Oligolepis acutipennis,sharptail goby,5208855,150312,accepted,219521,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Oligolepis
Valenciennea longipinnis,Valenciennea longipinnis,Valenciennea longipinnis,Valenciennea longipinnis,Valenciennea longipinnis,long-finned goby,2377347,586870,accepted,277032,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Valenciennea
Oxyurichthys auchenolepis,Oxyurichthys auchenolepis,Oxyurichthys auchenolepis,Oxyurichthys auchenolepis,Oxyurichthys auchenolepis,scaly-nape tentacle goby,2377999,2057060,accepted,273454,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys
Cryptocentroides insignis,Cryptocentroides insignis,Cryptocentroides insignis,Cryptocentroides insignis,Cryptocentroides insignis,insignia prawn-goby,2377283,2057063,accepted,280446,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Cryptocentroides
Callogobius sclateri,Callogobius sclateri,Callogobius sclateri,Callogobius sclateri,Callogobius sclateri,Pacific goby,2379382,166739,accepted,219410,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Callogobius
Oxyurichthys lonchotus,Oxyurichthys lonchotus,Oxyurichthys lonchotus,Oxyurichthys lonchotus,Oxyurichthys lonchotus,speartail goby,2378005,1366232,accepted,273459,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys
Stenogobius sp. TANEKAWA-HAZE,NA,Stenogobius sp. TANEKAWA-HAZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Stenogobius
Stenogobius genivittatus,Stenogobius genivittatus,Stenogobius genivittatus,Stenogobius genivittatus,Stenogobius genivittatus,chinstripe goby,2377230,1156144,accepted,219567,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Stenogobius
Gymnogobius macrognathos,Gymnogobius macrognathos,Gymnogobius macrognathos,Gymnogobius macrognathos,Gymnogobius macrognathos,,2376361,178222,accepted,314521,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Gymnogobius
Pseudoblennius sp. Kirin-anahaze,NA,Pseudoblennius sp. Kirin-anahaze,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Pseudoblennius
Eumicrotremus asperrimus,Eumicrotremus asperrimus,Eumicrotremus asperrimus,Eumicrotremus asperrimus,Eumicrotremus asperrimus,Siberian lumpsucker,2336876,1302273,accepted,254533,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus
Cyclopteropsis bergi,Cyclopteropsis bergi,Cyclopteropsis bergi,Cyclopteropsis bergi,Cyclopteropsis bergi,,2336834,1302285,accepted,274485,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Cyclopteropsis
Cyclopteropsis lindbergi,Cyclopteropsis lindbergi,Cyclopteropsis lindbergi,Cyclopteropsis lindbergi,Cyclopteropsis lindbergi,,2336839,1302294,accepted,274489,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Cyclopteropsis
Percina peltata,Percina peltata,Percina peltata,Percina peltata,Percina peltata,shield darter,2382039,163823,accepted,1021027,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina
Etheostoma osburni,Etheostoma osburni,Etheostoma osburni,Etheostoma osburni,Etheostoma osburni,candy darter,2382323,328269,accepted,1525436,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma
Etheostoma nigripinne,Etheostoma nigripinne,Etheostoma nigripinne,Etheostoma nigripinne,Etheostoma nigripinne,blackfin darter,2382370,91958,accepted,1011946,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma
Symphodus tinca,Symphodus tinca,Symphodus tinca,Symphodus tinca,Symphodus tinca,,2383970,202600,accepted,273575,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Symphodus
Favonigobius melanobranchus,Favonigobius melanobranchus,Favonigobius melanobranchus,Favonigobius melanobranchus,Favonigobius melanobranchus,blackthroat goby,2377668,508055,accepted,280775,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Favonigobius
Acentrogobius moloanus,Acentrogobius moloanus,Acentrogobius moloanus,Acentrogobius moloanus,Acentrogobius moloanus,barcheek amoya,2375811,2608407,accepted,312541,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Acentrogobius
Etheostoma nigrum,Etheostoma nigrum,Etheostoma nigrum,Etheostoma nigrum,Etheostoma nigrum,Johnny darter,2382319,54337,accepted,590491,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma
Oxuderces dentatus,Oxuderces dentatus,Oxuderces dentatus,Oxuderces dentatus,Oxuderces dentatus,,2376309,1109017,accepted,281951,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Oxuderces
Boleophthalmus sp. JZ-2015,NA,Boleophthalmus sp. JZ-2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Boleophthalmus
Etheostoma blennioides,Etheostoma blennioides,Etheostoma blennioides,Etheostoma blennioides,Etheostoma blennioides,greenside darter,2382397,54350,accepted,954589,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma
Tridentiger microsquamis,Tridentiger microsquamis,Tridentiger microsquamis,Tridentiger microsquamis,Tridentiger microsquamis,,4285953,2813389,accepted,712898,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Tridentiger
Tridentiger radiatus,Tridentiger radiatus,Tridentiger radiatus,Tridentiger radiatus,Tridentiger radiatus,,8065439,475981,accepted,1007353,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Tridentiger
Etheostoma sagitta,Etheostoma sagitta,Etheostoma sagitta,Etheostoma sagitta,Etheostoma sagitta,Cumberland arrow darter,2382201,54342,accepted,1466705,accepted,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma
Potamorhina latior,Potamorhina latior,Potamorhina latior,Potamorhina latior,Potamorhina latior,,2354970,642557,accepted,1022712,accepted,1,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Potamorhina
Encrasicholina punctifer,Encrasicholina punctifer,Encrasicholina punctifer,Encrasicholina punctifer,Encrasicholina punctifer,buccaneer anchovy,2413774,686570,accepted,219982,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Encrasicholina
Epinephelus poecilonotus,Epinephelus poecilonotus,Epinephelus poecilonotus,Epinephelus poecilonotus,Epinephelus poecilonotus,dot-dash grouper,2388166,626242,accepted,218250,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus
Doboatherina aetholepis,Doboatherina aetholepis,Atherinomorus aetholepis,Atherinomorus aetholepis,Atherinomorus aetholepis,spatular-scale silverside,2411847,1394995,accepted,1525414,unaccepted,0,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinomorus
Pseudobagrus gracilis,Pseudobagrus gracilis,Pseudobagrus gracilis,Pseudobagrus gracilis,Pseudobagrus gracilis,,2338343,2794793,accepted,1009187,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudobagrus
Pseudobagrus brachyrhabdion,Pseudobagrus brachyrhabdion,Pseudobagrus brachyrhabdion,Pseudobagrus brachyrhabdion,Pseudobagrus brachyrhabdion,,2338400,2949111,accepted,1008508,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudobagrus
Microsternarchus bilineatus,Microsternarchus bilineatus,Microsternarchus bilineatus,Microsternarchus bilineatus,Microsternarchus bilineatus,,2401758,36688,accepted,1013284,accepted,1,Animalia,Chordata,Teleostei,Gymnotiformes,Hypopomidae,Microsternarchus
Neohomaloptera johorensis,Neohomaloptera johorensis,Neohomaloptera johorensis,Neohomaloptera johorensis,Neohomaloptera johorensis,,2358750,1001941,accepted,1014561,accepted,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Neohomaloptera
Canthidermis maculata,Canthidermis maculata,Canthidermis maculata,Canthidermis maculata,Canthidermis maculata,spotted oceanic triggerfish,2407067,303691,accepted,127398,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Canthidermis
Cantherhines macrocerus,Cantherhines macrocerus,Cantherhines macrocerus,Cantherhines macrocerus,Cantherhines macrocerus,American whitespotted filefish,2406957,1183373,accepted,276250,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Cantherhines
Abalistes stellatus,Abalistes stellatus,Abalistes stellatus,Abalistes stellatus,Abalistes stellatus,,2407216,303703,accepted,219873,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Abalistes
Abalistes stellaris,NA,Abalistes stellaris,Abalistes stellaris,Abalistes stellaris,starry triggerfish,2407218,392897,accepted,NA,NA,NA,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Abalistes
Pseudobalistes fuscus,Pseudobalistes fuscus,Pseudobalistes fuscus,Pseudobalistes fuscus,Pseudobalistes fuscus,yellow-spotted triggerfish,2407175,303695,accepted,219885,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Pseudobalistes
Xanthichthys auromarginatus,Xanthichthys auromarginatus,Xanthichthys auromarginatus,Xanthichthys auromarginatus,Xanthichthys auromarginatus,guilded triggerfish,2407037,303701,accepted,219897,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Xanthichthys
Xanthichthys ringens,Xanthichthys ringens,Xanthichthys ringens,Xanthichthys ringens,Xanthichthys ringens,Sargassum triggerfish,2407041,480302,accepted,159486,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Xanthichthys
Xanthichthys caeruleolineatus,Xanthichthys caeruleolineatus,Xanthichthys caeruleolineatus,Xanthichthys caeruleolineatus,Xanthichthys caeruleolineatus,,2407049,1633482,accepted,219898,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Xanthichthys
Pseudobalistes flavimarginatus,Pseudobalistes flavimarginatus,Pseudobalistes flavimarginatus,Pseudobalistes flavimarginatus,Pseudobalistes flavimarginatus,yellowmargin triggerfish,2407181,392903,accepted,219884,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Pseudobalistes
Pristolepis rubripinnis,Pristolepis rubripinnis,Pristolepis rubripinnis,Pristolepis rubripinnis,Pristolepis rubripinnis,,8017408,1326878,accepted,1007587,accepted,1,Animalia,Chordata,Teleostei,Anabantiformes,Pristolepididae,Pristolepis
Balistoides viridescens,Balistoides viridescens,Balistoides viridescens,Balistoides viridescens,Balistoides viridescens,titan triggerfish,2407133,303705,accepted,219875,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Balistoides
Xanthichthys mento,Xanthichthys mento,Xanthichthys mento,Xanthichthys mento,Xanthichthys mento,redtail triggerfish,2407044,480301,accepted,276247,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Xanthichthys
Rhinecanthus rectangulus,Rhinecanthus rectangulus,Rhinecanthus rectangulus,Rhinecanthus rectangulus,Rhinecanthus rectangulus,wedge-tail triggerfish,2407244,480297,accepted,219886,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Rhinecanthus
Abalistes filamentosus,Abalistes filamentosus,Abalistes filamentosus,Abalistes filamentosus,Abalistes filamentosus,,2407223,2012903,accepted,276793,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Abalistes
Balistes punctatus,Balistes punctatus,Balistes punctatus,Balistes punctatus,Balistes punctatus,bluespotted triggerfish,2407121,480294,accepted,127396,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Balistes
Xanthichthys lineopunctatus,Xanthichthys lineopunctatus,Xanthichthys lineopunctatus,Xanthichthys lineopunctatus,Xanthichthys lineopunctatus,striped triggerfish,2407039,586875,accepted,219896,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Xanthichthys
Xenobalistes tumidipectoris,Xenobalistes tumidipectoris,Xenobalistes tumidipectoris,Xenobalistes tumidipectoris,Xenobalistes tumidipectoris,,2407061,388625,accepted,277539,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Xenobalistes
Brachionichthys hirsutus,Brachionichthys hirsutus,Brachionichthys hirsutus,Brachionichthys hirsutus,Brachionichthys hirsutus,,9496661,412623,accepted,279954,accepted,0,Animalia,Chordata,Teleostei,Lophiiformes,Brachionichthyidae,Brachionichthys
Trichogaster lalius,Trichogaster lalius,Trichogaster lalius,Trichogaster lalius,Trichogaster lalius,dwarf gourami,5211200,1749025,accepted,1027008,accepted,1,Animalia,Chordata,Teleostei,Anabantiformes,Osphronemidae,Trichogaster
Perccottus glenii,Perccottus glenii,Perccottus glenii,Perccottus glenii,Perccottus glenii,Chinese sleeper,2390064,284583,accepted,234083,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Odontobutidae,Perccottus
Polynemus dubius,Polynemus dubius,Polynemus dubius,Polynemus dubius,Polynemus dubius,eastern paradise fish,2393411,1807190,accepted,276915,accepted,0,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Polynemidae,Polynemus
Hippoglossina stomata,Hippoglossina stomata,Hippoglossina stomata,Hippoglossina stomata,Hippoglossina stomata,bigmouth flounder,2408800,1154596,accepted,275827,accepted,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Hippoglossina
Percalates colonorum,Percalates colonorum,Percalates colonorum,Percalates colonorum,Percalates colonorum,estuary perch,2380518,135766,synonym,320151,accepted,0,Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Percalates
Cephalopholis igarashiensis,Cephalopholis igarashiensis,Cephalopholis igarashiensis,Cephalopholis igarashiensis,Cephalopholis igarashiensis,garish hind,2388863,327807,accepted,279149,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis
Equulites elongatus,Equulites elongatus,Equulites elongatus,Equulites elongatus,Equulites elongatus,slender ponyfish,2396355,218803,accepted,398517,accepted,0,Animalia,Chordata,Teleostei,Acanthuriformes,Leiognathidae,Equulites
Aurigequula fasciata,Aurigequula fasciata,Aurigequula fasciata,Aurigequula fasciata,Aurigequula fasciata,striped ponyfish,8031079,274456,accepted,1019864,accepted,0,Animalia,Chordata,Teleostei,Acanthuriformes,Leiognathidae,Aurigequula
Amphilophus amarillo,Amphilophus amarillo,Amphilophus amarillo,Amphilophus amarillo,Amphilophus amarillo,,2370113,858711,accepted,1009775,accepted,1,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Amphilophus
Selenotoca multifasciata,Selenotoca multifasciata,Selenotoca multifasciata,Selenotoca multifasciata,Selenotoca multifasciata,,2394726,75040,accepted,282750,accepted,0,Animalia,Chordata,Teleostei,Acanthuriformes,Scatophagidae,Selenotoca
Cephalopholis polleni,Cephalopholis polleni,Cephalopholis polleni,Cephalopholis polleni,Cephalopholis polleni,harlequin hind,2388849,327831,accepted,218175,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis
Deveximentum megalolepis,Deveximentum megalolepis,Deveximentum megalolepis,Deveximentum megalolepis,Deveximentum megalolepis,,10846464,218814,synonym,1524092,accepted,0,Animalia,Chordata,Teleostei,Acanthuriformes,Leiognathidae,Deveximentum
Stylephorus chordatus,Stylephorus chordatus,Stylephorus chordatus,Stylephorus chordatus,Stylephorus chordatus,tube-eye,2400459,409996,accepted,126526,accepted,0,Animalia,Chordata,Teleostei,Stylephoriformes,Stylephoridae,Stylephorus
Hypomasticus thayeri,Hypomasticus thayeri,Hypomasticus thayeri,Hypomasticus thayeri,Hypomasticus thayeri,,5962515,2315166,accepted,1525490,accepted,1,Animalia,Chordata,Teleostei,Characiformes,Anostomidae,Hypomasticus
Nematalosa erebi,Nematalosa erebi,Nematalosa erebi,Nematalosa erebi,Nematalosa erebi,Australian river gizzard shad,2413015,316163,accepted,278454,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Nematalosa
Odaxothrissa losera,Odaxothrissa losera,Odaxothrissa losera,Odaxothrissa losera,Odaxothrissa losera,Losera fangtooth pellonuline,2413313,689626,accepted,1017116,accepted,1,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Odaxothrissa
Hilsa kelee,Hilsa kelee,Hilsa kelee,Hilsa kelee,Hilsa kelee,kelee shad,2413479,529102,accepted,212278,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Hilsa
Hypomasticus mormyrops,Hypomasticus mormyrops,Hypomasticus mormyrops,Hypomasticus mormyrops,Hypomasticus mormyrops,,5962513,1925003,accepted,1020353,accepted,1,Animalia,Chordata,Teleostei,Characiformes,Anostomidae,Hypomasticus
Botia dario,Botia dario,Botia dario,Botia dario,Botia dario,Bengal loach,2368034,322133,accepted,1011889,accepted,1,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Botia
Buglossidium luteum,Buglossidium luteum,Buglossidium luteum,Buglossidium luteum,Buglossidium luteum,solenette,2409909,90071,accepted,127153,accepted,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Buglossidium
Pomadasys quadrilineatus,Pomadasys quadrilineatus,Pomadasys quadrilineatus,Pomadasys quadrilineatus,Pomadasys quadrilineatus,,2382871,1633437,accepted,273512,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Pomadasys
Malacanthus latovittatus,Malacanthus latovittatus,Malacanthus latovittatus,Malacanthus latovittatus,Malacanthus latovittatus,blue blanquillo,2389870,1003756,accepted,218377,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Malacanthus
Grammistops ocellatus,Grammistops ocellatus,Grammistops ocellatus,Grammistops ocellatus,Grammistops ocellatus,ocellate soapfish,2387906,1156471,accepted,218256,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Grammistops
Otocinclus hoppei,Otocinclus hoppei,Otocinclus cf. hoppei TEP-2017,Otocinclus hoppei,Otocinclus cf. hoppei TEP-2017,,2340470,2019909,accepted,1014897,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Otocinclus
Otocinclus affinis,Otocinclus affinis,Otocinclus affinis,Otocinclus affinis,Otocinclus affinis,midget sucker fish,2339313,510768,synonym,1383088,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Otocinclus
Olivaichthys mesembrinus,Olivaichthys mesembrinus,Diplomystes mesembrinus,Diplomystes mesembrinus,Diplomystes mesembrinus,,2341860,337532,synonym,1524189,unaccepted,1,Animalia,Chordata,Teleostei,Siluriformes,Diplomystidae,Diplomystes
Clarias batrachus,Clarias batrachus,Clarias batrachus,Clarias batrachus,Clarias batrachus,walking catfish,5202683,59899,accepted,280201,accepted,0,Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias
Clarias sp. CD-2019,NA,Clarias sp. CD-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias
Tachysurus nudiceps,Tachysurus nudiceps,Tachysurus nudiceps,Tachysurus nudiceps,Tachysurus nudiceps,,6168086,1604541,accepted,1019912,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Tachysurus
Diplomystes nahuelbutaensis,Diplomystes nahuelbutaensis,Diplomystes nahuelbutaensis,Diplomystes nahuelbutaensis,Diplomystes nahuelbutaensis,,2341854,390452,accepted,1011676,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Diplomystidae,Diplomystes
Coreobagrus brevicorpus,Coreobagrus brevicorpus,Pseudobagrus brevicorpus,Pseudobagrus brevicorpus,Pseudobagrus brevicorpus,Korean stumpy bullhead,2338654,78879,synonym,1383236,senior synonym,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudobagrus
Clarias fuscus,Clarias fuscus,Clarias fuscus,Clarias fuscus,Clarias fuscus,whitespotted clarias,5202694,33541,accepted,1022031,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias
Glyptothorax deqinensis,Glyptothorax deqinensis,Glyptothorax deqinensis,Glyptothorax deqinensis,Glyptothorax deqinensis,,2341441,1107535,accepted,1011820,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Tachysurus aurantiacus,NA,Tachysurus aurantiacus,Tachysurus aurantiacus,Tachysurus aurantiacus,,10998559,78878,synonym,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Tachysurus
Glyptothorax annandalei,Glyptothorax annandalei,Glyptothorax annandalei,Glyptothorax annandalei,Glyptothorax annandalei,,2341428,386078,accepted,1016607,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Pseudomystus siamensis,Pseudomystus siamensis,Pseudomystus siamensis,Pseudomystus siamensis,Pseudomystus siamensis,,2338280,337637,accepted,1015539,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudomystus
Glyptothorax laosensis,Glyptothorax laosensis,Glyptothorax laosensis,Glyptothorax laosensis,Glyptothorax laosensis,,2341327,386086,accepted,1015489,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Glyptothorax lanceatus,Glyptothorax lanceatus,Glyptothorax lanceatus,Glyptothorax lanceatus,Glyptothorax lanceatus,,7192928,1185375,accepted,1007689,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Glyptothorax granosus,Glyptothorax granosus,Glyptothorax granosus,Glyptothorax granosus,Glyptothorax granosus,,7192930,1617373,accepted,1007669,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Pseudobagrus medianalis,Pseudobagrus medianalis,Pseudobagrus medianalis,Pseudobagrus medianalis,Pseudobagrus medianalis,,2338405,1498490,accepted,1018614,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudobagrus
Coreobagrus ichikawai,Coreobagrus ichikawai,Pseudobagrus ichikawai,Pseudobagrus ichikawai,Pseudobagrus ichikawai,neko-gigi,2338656,78876,synonym,1013949,unaccepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudobagrus
